instance_id,phase,family,mechanism,strategy_count,tagged_requirement_count,algorithm_id,registry_position,instance_execution_position,algorithm_execution_position,applicable,status,solved,evidence_class,exact_burden,wall_clock_ns,julia_allocated_bytes,gc_time_seconds,compile_time_seconds,time_limit_seconds,time_limit_enforced,memory_limit_bytes,memory_limit_enforced,peak_memory_bytes,peak_memory_status,mip_node_count,mip_best_bound,mip_reported_gap,dp_state_count,dp_transition_count,frontier_check_count,closure_check_count,preprocessing_variables_removed,preprocessing_requirements_removed,record_path,record_sha256,log_path,log_sha256,failure_code
P-C-003,pilot,adversarial,dense_duplicate_coverage,9,5,complete_enumeration,10,10,8,true,SOLVED,true,exact finite computation,1//1,1085375,1720016,0.0,0.0,300.0,false,17179869184,false,,UNAVAILABLE,,,,,,,,1,1,experiments/algorithmic_compression_v1/pilot/records/P-C-003/complete_enumeration.toml,f5de357ed556257df94647a94100b20054b6d051f8751510848210ae88edfe19,,,
P-C-003,pilot,adversarial,dense_duplicate_coverage,9,5,requirement_mask_dp,10,10,9,true,SOLVED,true,exact finite computation,1//1,658208,268512,0.0,0.0,300.0,false,17179869184,false,,UNAVAILABLE,,,,15,30,,,1,1,experiments/algorithmic_compression_v1/pilot/records/P-C-003/requirement_mask_dp.toml,8edda40ebf26fbb93fc4a83131f272e77f638edcf5ef23b4d20bea1ad088c663,,,
P-C-003,pilot,adversarial,dense_duplicate_coverage,9,5,jump_highs_tagged_cover,10,10,10,true,SOLVED_BY_EXACT_PREPROCESSING,true,exact finite preprocessing computation,1//1,16772917,2091264,0.0,0.014541333,300.0,true,17179869184,false,,UNAVAILABLE,,1.0,0.0,,,,,9,5,experiments/algorithmic_compression_v1/pilot/records/P-C-003/jump_highs_tagged_cover.toml,67aa8efe6d08e32431ed6db0bed6d9a12cb3a721e66f25ad1831e007195803fd,experiments/algorithmic_compression_v1/pilot/solver_logs/P-C-003.log,9b21f4e9bc270d144d14557011a1917453fe643d3fbb11425eb70300e4f17c7d,
P-C-003,pilot,adversarial,dense_duplicate_coverage,9,5,weighted_greedy,10,10,11,true,SOLVED,true,exact finite greedy heuristic computation,1//1,610958,202096,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,,,,,experiments/algorithmic_compression_v1/pilot/records/P-C-003/weighted_greedy.toml,e76d227c3b60638f4063d6ed5c10670ab87fe71dc9bae6da331f7289b442f6af,,,
P-C-003,pilot,adversarial,dense_duplicate_coverage,9,5,cardinality_greedy,10,10,12,true,SOLVED,true,exact finite greedy heuristic computation,1//1,600250,202416,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,,,,,experiments/algorithmic_compression_v1/pilot/records/P-C-003/cardinality_greedy.toml,8ac53032fed4cf40ff30d8b0177d388f9863dbad90c658a41b8a2796349ba6ad,,,
P-C-003,pilot,adversarial,dense_duplicate_coverage,9,5,weighted_greedy_reverse_delete,10,10,13,true,SOLVED,true,exact finite greedy heuristic computation,1//1,639333,205048,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,,,,,experiments/algorithmic_compression_v1/pilot/records/P-C-003/weighted_greedy_reverse_delete.toml,1680ba33174b6a40541d1124cc675279661d08c4df65c8bd0a3870acdb174d65,,,
P-C-005,pilot,adversarial,rare_mandatory_requirements,6,5,maximum_immediate_burden_release,12,11,1,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,3//1,483375,148672,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,10,10,,,experiments/algorithmic_compression_v1/pilot/records/P-C-005/maximum_immediate_burden_release.toml,989b76026597055439440dc67da71319b7781eb65518aaa44725fd8c212e3ffe,,,
P-C-005,pilot,adversarial,rare_mandatory_requirements,6,5,minimum_unique_carrier_exposure,12,11,2,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,3//1,475542,148912,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,10,10,,,experiments/algorithmic_compression_v1/pilot/records/P-C-005/minimum_unique_carrier_exposure.toml,3adf8cee8a950c2254eb7596ac98dd803aae2a5b7c6ba01ab1a80f5d130e75fe,,,
P-C-005,pilot,adversarial,rare_mandatory_requirements,6,5,declared_source_order,12,11,3,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,3//1,479208,148368,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,10,10,,,experiments/algorithmic_compression_v1/pilot/records/P-C-005/declared_source_order.toml,60e8517b99d0fb56cdfdddf7d6d9cdb2bbd9a346e793d51054e96c314b14f540,,,
P-C-005,pilot,adversarial,rare_mandatory_requirements,6,5,random_order_rechecked_deletion,12,11,4,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,3//1,471416,148384,0.0,0.0,120.0,false,17179869184,false,,UNAVAILABLE,,,,,,10,10,,,experiments/algorithmic_compression_v1/pilot/records/P-C-005/random_order_rechecked_deletion.toml,4deae9d04ea7ff7f80c999d9fe9605638cdc98de68bf4aa3be91c89a6f1d533d,,,
P-C-005,pilot,adversarial,rare_mandatory_requirements,6,5,multistart_random_rechecked_deletion_32,12,11,5,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,3//1,10349916,4780352,0.0,0.0,120.0,false,17179869184,false,,UNAVAILABLE,,,,,,320,320,,,experiments/algorithmic_compression_v1/pilot/records/P-C-005/multistart_random_rechecked_deletion_32.toml,66d7c26e903825cbb26e9dc496479a62a0ea7f9a540877e17cc2b4fc11ca792e,,,
P-C-005,pilot,adversarial,rare_mandatory_requirements,6,5,complete_enumeration,12,11,6,true,SOLVED,true,exact finite computation,3//1,583500,262432,0.0,0.0,300.0,false,17179869184,false,,UNAVAILABLE,,,,,,,,2,2,experiments/algorithmic_compression_v1/pilot/records/P-C-005/complete_enumeration.toml,ef8194eefe1eb85d517ef25a36731789d47340e919d8ed08c4f709d17289d26c,,,
P-C-005,pilot,adversarial,rare_mandatory_requirements,6,5,requirement_mask_dp,12,11,7,true,SOLVED,true,exact finite computation,3//1,530500,206224,0.0,0.0,300.0,false,17179869184,false,,UNAVAILABLE,,,,11,22,,,2,2,experiments/algorithmic_compression_v1/pilot/records/P-C-005/requirement_mask_dp.toml,55f99d3d9e76759e73599314f0b719a1135070bfdfaef85cbf26b8af32abdd6b,,,
P-C-005,pilot,adversarial,rare_mandatory_requirements,6,5,jump_highs_tagged_cover,12,11,8,true,SOLVED,true,mixed-integer solver evidence plus exact post-check,3//1,25383625,588424,0.0,0.014483,300.0,true,17179869184,false,,UNAVAILABLE,1,3.0,0.0,,,,,3,2,experiments/algorithmic_compression_v1/pilot/records/P-C-005/jump_highs_tagged_cover.toml,ee421be5dcbd23a59856c8e3f3c98299e32512b218ace5ae1128d438b7303416,experiments/algorithmic_compression_v1/pilot/solver_logs/P-C-005.log,4d2a085de31962e69a9d621a55b564eda248f850a6251c68825b374a1779b081,
P-C-005,pilot,adversarial,rare_mandatory_requirements,6,5,weighted_greedy,12,11,9,true,SOLVED,true,exact finite greedy heuristic computation,3//1,590250,159112,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,,,,,experiments/algorithmic_compression_v1/pilot/records/P-C-005/weighted_greedy.toml,14b006b2e8284dca04b105fc6832c33441da007564f03ca18bae1c915c2b23a0,,,
P-C-005,pilot,adversarial,rare_mandatory_requirements,6,5,cardinality_greedy,12,11,10,true,SOLVED,true,exact finite greedy heuristic computation,3//1,637542,159688,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,,,,,experiments/algorithmic_compression_v1/pilot/records/P-C-005/cardinality_greedy.toml,48c7e076d5069a15b9f4198bddd4632a49d8b76ee3fabbb566b6e8e37d1db32f,,,
P-C-005,pilot,adversarial,rare_mandatory_requirements,6,5,weighted_greedy_reverse_delete,12,11,11,true,SOLVED,true,exact finite greedy heuristic computation,3//1,525000,168680,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,,,,,experiments/algorithmic_compression_v1/pilot/records/P-C-005/weighted_greedy_reverse_delete.toml,e8cbb8a5ef2547fa5294ce5757ab09d5ba6cd90dee85ea89fb272d03b5d06c64,,,
P-C-005,pilot,adversarial,rare_mandatory_requirements,6,5,heaviest_safe_first,12,11,12,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,3//1,515583,148624,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,10,10,,,experiments/algorithmic_compression_v1/pilot/records/P-C-005/heaviest_safe_first.toml,b2114dedc1824233658616eb52c7962c09b3bbef28806d058f3401f29642938e,,,
P-C-005,pilot,adversarial,rare_mandatory_requirements,6,5,lightest_safe_first,12,11,13,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,3//1,545583,148240,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,10,10,,,experiments/algorithmic_compression_v1/pilot/records/P-C-005/lightest_safe_first.toml,3edb976142b234ff8373f6d85a594f4c3cf41a5e8dd83285f344145cff7822f2,,,
