trial_id,batch_id,within_batch_order,principal_cell_id,canonical_index,replicate_id,theorem_regime,boundary_mechanism,frontier_density,module_overlap,module_complementarity,project_cost,duration,admission,persistence,schedule_key,trial_seed,catalog_seed,project_seed,deletion_seed
519,5,7,C014,526,5,primitive_eligible,none,dense,low,strong,high,short,low,low,877682365484283797,8175042144780379488,7748731540688243326,8874988149352965241,2401952790821757533
520,5,8,C019,531,5,primitive_eligible,none,sparse,high,weak,low,long,low,low,903957916810236481,2063503936235036655,5065189111293303201,9171018349669378682,6059773072184219432
521,5,9,C083,595,5,primitive_eligible,none,sparse,high,weak,low,long,low,high,1064126236711112392,211630512840148634,412560006939565204,7152210823535218683,3867338232170615977
522,5,10,C013,525,5,primitive_eligible,none,sparse,low,strong,high,short,low,low,1220215179172029153,7688654294565832441,3216741224594130930,547531987703209427,4643295592526252642
523,5,11,C102,614,5,primitive_eligible,none,dense,low,strong,low,short,high,high,1535822942753987372,1770121635626005244,1617717492224715890,2333109291060963021,1825492605542659967
524,5,12,C032,544,5,primitive_eligible,none,dense,high,strong,high,long,low,low,1717430047099558303,5076919252281637905,1156226109217979785,2834235478639461547,448262162687502758
525,5,13,C065,577,5,primitive_eligible,none,sparse,low,weak,low,short,low,high,2032697756994190329,1446576445591922289,118900108023290976,1071610054311881386,7514448306056305071
526,5,14,C123,635,5,primitive_eligible,none,sparse,high,weak,high,long,high,high,2040533214201434615,3103442971976462343,7234386385222383913,6327138440134589609,3879751719865998431
527,5,15,C120,632,5,primitive_eligible,none,dense,high,strong,low,long,high,high,2245279936231625451,7541059301434223313,8152271924425410335,335167249927176481,7617816948812593837
528,5,16,C034,546,5,primitive_eligible,none,dense,low,weak,low,short,high,low,2254013562882932071,7902134917410555366,1176778576000129557,90975030949751412,4248073345932210076
529,5,17,C101,613,5,primitive_eligible,none,sparse,low,strong,low,short,high,high,2272580678861566206,8422091975660175486,257000322463006789,8608281488076842863,5230718295394707552
530,5,18,C066,578,5,primitive_eligible,none,dense,low,weak,low,short,low,high,2417620742608183163,2737883137336686715,8962023128949508043,422529062926718366,2451894911074989249
531,5,19,C104,616,5,primitive_eligible,none,dense,high,strong,low,short,high,high,2461720027983392818,76617997196179413,4949624308016599223,4353055206983026654,3991990220780901792
532,5,20,C081,593,5,primitive_eligible,none,sparse,low,weak,low,long,low,high,2748928859377219255,7679374426999656316,2277133391483846858,243547824078301488,1460560566523722593
533,5,21,C090,602,5,primitive_eligible,none,dense,low,weak,high,long,low,high,2819049713858842894,7968890466993461316,5153393321324088770,7872127870748281401,8406000773524396052
534,5,22,C022,534,5,primitive_eligible,none,dense,low,strong,low,long,low,low,2916362789240765272,2000412147116352681,3115749158609729441,6437848275080212680,8729658476872198910
535,5,23,C039,551,5,primitive_eligible,none,sparse,high,strong,low,short,high,low,2990077102034517995,6521337158115582042,5083340233980294220,2986548616361894693,8287086282261724088
536,5,24,C004,516,5,primitive_eligible,none,dense,high,weak,low,short,low,low,3583384032128507258,7019232960057010493,1619521792492028789,4752609761070106717,2330970238100451557
537,5,25,C116,628,5,primitive_eligible,none,dense,high,weak,low,long,high,high,3689467876111261897,1171936834582268082,5883397675940055680,7774300201657291631,1898785615876474742
538,5,26,C047,559,5,primitive_eligible,none,sparse,high,strong,high,short,high,low,3788624367653682526,1397539220542380726,1633106808092557924,6244034160604616085,1224527285637008399
539,5,27,C110,622,5,primitive_eligible,none,dense,low,strong,high,short,high,high,4082073662914369473,9143176094578625559,2608079192517813523,8868981392540517862,1557403133085868984
540,5,28,C078,590,5,primitive_eligible,none,dense,low,strong,high,short,low,high,4496763424705870931,1130310583843842707,71903293003456252,6193232901545498460,881515400725455770
541,5,29,C054,566,5,primitive_eligible,none,dense,low,strong,low,long,high,low,4565665984687200726,7957499720096971469,3264398642108606876,846303851416052609,1408063032072773552
542,5,30,C079,591,5,primitive_eligible,none,sparse,high,strong,high,short,low,high,4649127275902492649,7474296305623568837,1931325680991272032,2896328090825315419,8376257506832894799
543,5,31,C128,640,5,primitive_eligible,none,dense,high,strong,high,long,high,high,4703394636370164028,2954548149419872112,8267505800070763274,5899167321161776714,164478114043402750
544,5,32,C111,623,5,primitive_eligible,none,sparse,high,strong,high,short,high,high,4707665004590854319,5959875160657732465,3538329530664321510,2633561595227410280,3579497783397548443
545,5,33,C009,521,5,primitive_eligible,none,sparse,low,weak,high,short,low,low,4739520333533350417,1553365080312233087,7985206079926082017,1276528456759415816,7090918813567173647
546,5,34,C070,582,5,primitive_eligible,none,dense,low,strong,low,short,low,high,4961279595102069462,2084561533694636646,2580526565616420599,3679168137446422346,4327991354648155006
547,5,35,C021,533,5,primitive_eligible,none,sparse,low,strong,low,long,low,low,5111371058684128827,4853087826193275351,3877388827322018019,3075823354361218975,134062570590899772
548,5,36,C062,574,5,primitive_eligible,none,dense,low,strong,high,long,high,low,5229334375066615278,4503299184882796592,4096264113558091104,4103591241790103428,2327563329367457382
549,5,37,C072,584,5,primitive_eligible,none,dense,high,strong,low,short,low,high,5243261038312012205,4477316634474160668,4970270271463626672,1630787334429418917,2809290012055721336
550,5,38,C091,603,5,primitive_eligible,none,sparse,high,weak,high,long,low,high,5710290042278009170,8252395036232301448,8800797062553685820,8129395987598037837,5076750903867133901
551,5,39,C119,631,5,primitive_eligible,none,sparse,high,strong,low,long,high,high,6041118449854078920,669627790064298134,2925171357595003612,3731356196002873305,482487638683305447
552,5,40,C036,548,5,primitive_eligible,none,dense,high,weak,low,short,high,low,6119732123591167781,2291695794849058526,646061920654327478,5040111993374551180,359612734615070805
553,5,41,C001,513,5,primitive_eligible,none,sparse,low,weak,low,short,low,low,6467906632465441086,6114635878886775307,7485241017489862409,4574832199531895917,1659884529945392925
554,5,42,C082,594,5,primitive_eligible,none,dense,low,weak,low,long,low,high,6653230612903713373,4311745520521696340,3630731591905411978,2138145848893312898,7860265920425987091
555,5,43,C011,523,5,primitive_eligible,none,sparse,high,weak,high,short,low,low,6676636013771226975,2769672201329514469,8152118164077807666,2857388489047522571,1665703911687916735
556,5,44,C073,585,5,primitive_eligible,none,sparse,low,weak,high,short,low,high,6887620779256065341,4854816343534257370,183023642720034942,3279853208382658964,488342885659330354
557,5,45,C040,552,5,primitive_eligible,none,dense,high,strong,low,short,high,low,7021075871891426839,1394320539419359916,7061311137648974711,916560722301587384,3777537313396027950
558,5,46,C075,587,5,primitive_eligible,none,sparse,high,weak,high,short,low,high,7286594934341163106,8825932430368551987,7985909401205109963,5769485291157925177,7153805507427275968
559,5,47,C029,541,5,primitive_eligible,none,sparse,low,strong,high,long,low,low,7294135487996348935,7367212720990572738,3408550103772720925,8104890241578208822,1257138576985706373
560,5,48,C088,600,5,primitive_eligible,none,dense,high,strong,low,long,low,high,7400987399253552056,5966006988925175348,6362534954700092742,10903284684264145,4160353523204035697
561,5,49,C055,567,5,primitive_eligible,none,sparse,high,strong,low,long,high,low,7435515948953789392,2703813769374753753,6427846153577515800,1008638496593260446,7978964647023568870
562,5,50,C089,601,5,primitive_eligible,none,sparse,low,weak,high,long,low,high,7492800217075111244,1813543826944180054,3582875930452428168,8632347427011825364,3868148809057871123
563,5,51,C041,553,5,primitive_eligible,none,sparse,low,weak,high,short,high,low,7769694740066607991,4861230566982387070,4265875454269321954,8334972633006303530,7717430665110562109
564,5,52,C027,539,5,primitive_eligible,none,sparse,high,weak,high,long,low,low,7950938310834417152,7864234086670888254,3270329790555876907,1755039614595676691,8655239930781873130
565,5,53,C025,537,5,primitive_eligible,none,sparse,low,weak,high,long,low,low,7951818564982167000,3112887746241408973,1646016067272934238,3459710643917986744,667014153199408905
566,5,54,C074,586,5,primitive_eligible,none,dense,low,weak,high,short,low,high,7987176894010183010,1308100253228364167,5162118188808656946,7047608395563496238,5587926345593442059
567,5,55,C035,547,5,primitive_eligible,none,sparse,high,weak,low,short,high,low,8112821723353174547,4857450023837571470,7082597996499929512,1786939526720204025,345233593100393369
568,5,56,C030,542,5,primitive_eligible,none,dense,low,strong,high,long,low,low,8302983566067096957,215973462103913060,2668515290793001672,3721850979287211142,5933695905549554566
569,5,57,C114,626,5,primitive_eligible,none,dense,low,weak,low,long,high,high,8489004842285739405,1061971995169877095,7246325249009841425,8870259060286155432,4266614496703458336
570,5,58,C017,529,5,primitive_eligible,none,sparse,low,weak,low,long,low,low,8884408140481774251,280482063054777359,4644944724383812810,9195680162171386294,8760915518347525141
571,5,59,C121,633,5,primitive_eligible,none,sparse,low,weak,high,long,high,high,8941156172498302455,7169688138483863745,4419828065644780281,5847948605617720168,8360490657368115572
572,5,60,C045,557,5,primitive_eligible,none,sparse,low,strong,high,short,high,low,9183851360171584212,8962101792566549758,5432172304351895915,3969099808573301132,8046861119278847819
573,5,61,C108,620,5,primitive_eligible,none,dense,high,weak,high,short,high,high,9445204762114788534,2509033004045291829,2595292759019388185,2465508247676832514,5368395960228188358
574,5,62,C098,610,5,primitive_eligible,none,dense,low,weak,low,short,high,high,9483833689526262482,8813845962657234310,4246532090373782993,6675850394767621608,1647789516128296446
575,5,63,C127,639,5,primitive_eligible,none,sparse,high,strong,high,long,high,high,9615958688360403509,7236691394076294624,587690922233533446,4819273333778789173,1751084932636768741
576,5,64,C069,581,5,primitive_eligible,none,sparse,low,strong,low,short,low,high,9700931961854425061,3024996727343780563,4874917582781226506,5456664632471286135,6324298451513780551
577,5,65,C068,580,5,primitive_eligible,none,dense,high,weak,low,short,low,high,9756399656984105074,7887490528807165002,7193767247028116847,682525157161273284,7836254636573178590
578,5,66,C028,540,5,primitive_eligible,none,dense,high,weak,high,long,low,low,9872257180201947991,8299346947067847327,6397691955738796155,7414146161836588257,5849746918051547186
579,5,67,C012,524,5,primitive_eligible,none,dense,high,weak,high,short,low,low,9955719672304756324,100856024293062305,2435523603077325114,3008465107570653251,113563332052057118
580,5,68,C071,583,5,primitive_eligible,none,sparse,high,strong,low,short,low,high,10089260743913829138,2476082581460336978,2527910880995860891,1033431677568799847,7009641050265069256
581,5,69,C096,608,5,primitive_eligible,none,dense,high,strong,high,long,low,high,10227065742286323278,5628114175270149097,8946646565659051284,3608940705930164244,7869501711864380978
582,5,70,C058,570,5,primitive_eligible,none,dense,low,weak,high,long,high,low,10443974471003154660,7295955379763909336,8447493098793169095,3489000768996673821,4887214687384756842
583,5,71,C053,565,5,primitive_eligible,none,sparse,low,strong,low,long,high,low,10520965253723581091,7543846743895172109,794172296926042827,4980494814051040050,2960415482812099958
584,5,72,C105,617,5,primitive_eligible,none,sparse,low,weak,high,short,high,high,10595190152312614673,6256736318854804102,1266866157606696089,1390055380849053842,3133501837225296076
585,5,73,C033,545,5,primitive_eligible,none,sparse,low,weak,low,short,high,low,10735523649324379980,3381019346505529760,6891418601111764161,8396062458261780795,3377795104432283920
586,5,74,C049,561,5,primitive_eligible,none,sparse,low,weak,low,long,high,low,10758090251638247556,1566323676733870254,133542869135059313,5767289469247635298,118125454420149065
587,5,75,C094,606,5,primitive_eligible,none,dense,low,strong,high,long,low,high,10873989997753630998,6568034738292113814,5308269949167915481,8086269089415264763,3528228971585412705
588,5,76,C056,568,5,primitive_eligible,none,dense,high,strong,low,long,high,low,11156288967365269853,7021557244522689928,1281045474904220367,390337929657043444,5123738767231914971
589,5,77,C122,634,5,primitive_eligible,none,dense,low,weak,high,long,high,high,11190373703289567869,4579547993561212181,1849452424530354896,474853241201834690,4596936781215489069
590,5,78,C018,530,5,primitive_eligible,none,dense,low,weak,low,long,low,low,11290688950540379975,146066433304283404,6254613250656657663,8844193261264273746,6990358333957261115
591,5,79,C100,612,5,primitive_eligible,none,dense,high,weak,low,short,high,high,11618427799351128764,1555846282267414028,5852254401742632255,8908560902536644013,5644853390260017215
592,5,80,C044,556,5,primitive_eligible,none,dense,high,weak,high,short,high,low,11748669966347859884,8625485553297449527,5514339440355185081,6012794219535172706,3745089185993320418
593,5,81,C115,627,5,primitive_eligible,none,sparse,high,weak,low,long,high,high,11829237215262799365,2851749620736982485,2414617101911069328,9167090321084630515,501989846585280605
594,5,82,C005,517,5,primitive_eligible,none,sparse,low,strong,low,short,low,low,12153293280625773063,5332379733996596475,6296284005365852017,2227777750950565446,3438656220644209034
595,5,83,C060,572,5,primitive_eligible,none,dense,high,weak,high,long,high,low,12210669112329207769,891252688817086560,1887179594381862867,5367527181929031898,4674194447183176155
596,5,84,C092,604,5,primitive_eligible,none,dense,high,weak,high,long,low,high,12330323108176867102,3195859966884873935,5885698191939181566,2036545469491587745,7269932215349243393
597,5,85,C003,515,5,primitive_eligible,none,sparse,high,weak,low,short,low,low,12351104930995012175,7750138545886479979,7337116784049108143,7915341366512029441,5585154563061793666
598,5,86,C063,575,5,primitive_eligible,none,sparse,high,strong,high,long,high,low,12514789653229989580,7265512242965281222,8222965975152580975,8351318086472762020,6647369118187033901
599,5,87,C026,538,5,primitive_eligible,none,dense,low,weak,high,long,low,low,12570685937964889045,6632223024350098821,2726417722730685961,3001644443217601557,5714131005516528554
600,5,88,C043,555,5,primitive_eligible,none,sparse,high,weak,high,short,high,low,12671633111397176380,6156704226946524631,6604235637952827199,8023707206694775547,3548443032063269825
601,5,89,C015,527,5,primitive_eligible,none,sparse,high,strong,high,short,low,low,12740422445666666099,1171740455444139925,4579391748389366545,7599356718558286769,6733319717524664090
602,5,90,C052,564,5,primitive_eligible,none,dense,high,weak,low,long,high,low,12790972709042498396,1469289367296140317,2282852027690254215,7942449360819171329,3075274217272803805
603,5,91,C126,638,5,primitive_eligible,none,dense,low,strong,high,long,high,high,13138839822228650743,3897720029027170012,7088884539614545396,3613122955263067869,3257267133967345935
604,5,92,C086,598,5,primitive_eligible,none,dense,low,strong,low,long,low,high,13606422180910025620,2342079553143884838,1944345522248944333,7194489073694174724,4089286829198103001
605,5,93,C006,518,5,primitive_eligible,none,dense,low,strong,low,short,low,low,13983227448711926909,6089505086294148528,7857226838452544039,180187910433392417,4328751423636635601
606,5,94,C085,597,5,primitive_eligible,none,sparse,low,strong,low,long,low,high,14059897878522444282,6845090468947582757,5872777932369794486,2032941574437161606,7255644476627806330
607,5,95,C118,630,5,primitive_eligible,none,dense,low,strong,low,long,high,high,14137577451238332302,7002594180161155805,1966624861588466039,2223521753062287334,3744947110815890928
608,5,96,C112,624,5,primitive_eligible,none,dense,high,strong,high,short,high,high,14187415427539984745,5781221532238064827,4273728438900055718,2837282652329142972,6532130395656666007
609,5,97,C008,520,5,primitive_eligible,none,dense,high,strong,low,short,low,low,14322514742068866004,2354429721351558431,7104631797093142834,6815061280103177107,7283489324475749924
610,5,98,C051,563,5,primitive_eligible,none,sparse,high,weak,low,long,high,low,14466795572016389825,7519851020373391458,8977548362870365628,2278255410370481287,4300149794213785829
611,5,99,C117,629,5,primitive_eligible,none,sparse,low,strong,low,long,high,high,14882466438977195798,8608674751083205120,5484076940864839951,5397540678949594170,8547743449413996035
612,5,100,C097,609,5,primitive_eligible,none,sparse,low,weak,low,short,high,high,15106685739795976496,2834208525904941246,8415689651432885866,5586591685582619365,7011360719933595198
613,5,101,C084,596,5,primitive_eligible,none,dense,high,weak,low,long,low,high,15278757033556889058,3416051170325655289,8602073871841409720,2793443847438002692,7100502883093807311
614,5,102,C023,535,5,primitive_eligible,none,sparse,high,strong,low,long,low,low,15434252362375661784,3479830219948399102,7846534919816839199,2515511061521097662,8325900337547276017
615,5,103,C002,514,5,primitive_eligible,none,dense,low,weak,low,short,low,low,15444443064882933951,3797776101136761603,8125156487982700154,1249696447568910725,6954411029078577516
616,5,104,C057,569,5,primitive_eligible,none,sparse,low,weak,high,long,high,low,15663521840718183443,8925949440990736346,538756017904330744,7383024449668729953,2083206996371974984
617,5,105,C016,528,5,primitive_eligible,none,dense,high,strong,high,short,low,low,15908867138399312593,7375128307210706358,7349764634538394793,7930686160054299414,9086155233179344657
618,5,106,C080,592,5,primitive_eligible,none,dense,high,strong,high,short,low,high,15971247909048078499,7854151496359375220,1900692143393320472,7743065393567361722,1686730698247558549
619,5,107,C093,605,5,primitive_eligible,none,sparse,low,strong,high,long,low,high,16134726522063992671,6712668411451933068,1093406970422342637,8896649556279608748,4575242752936846649
620,5,108,C064,576,5,primitive_eligible,none,dense,high,strong,high,long,high,low,16321744759322960543,4617337333191702654,8008355325367587503,7066941293179360891,5609513091813103052
621,5,109,C038,550,5,primitive_eligible,none,dense,low,strong,low,short,high,low,16545470390985992993,2905117773709555838,273637005345805767,6975392995932147576,4230653901467509121
622,5,110,C077,589,5,primitive_eligible,none,sparse,low,strong,high,short,low,high,16682228867808342903,3406224717057253678,7886244684410960159,5530238003356919914,7948287890942713993
623,5,111,C046,558,5,primitive_eligible,none,dense,low,strong,high,short,high,low,16870153513417869165,9086013880883031764,1482171541092988069,5095629762401442287,6046340854111152904
624,5,112,C067,579,5,primitive_eligible,none,sparse,high,weak,low,short,low,high,16893309641311387674,6435270114318985003,2660690368886480372,7524006373574111183,7067940449892829449
625,5,113,C125,637,5,primitive_eligible,none,sparse,low,strong,high,long,high,high,16933629548563776166,7599098270112874320,3983377002102493446,685110318895442125,5584719717125546442
626,5,114,C042,554,5,primitive_eligible,none,dense,low,weak,high,short,high,low,17040359684033778310,2741087690136418996,2309296344424834585,3925113329416481970,802482338911833266
627,5,115,C010,522,5,primitive_eligible,none,dense,low,weak,high,short,low,low,17143741359687683881,8149939176239571943,383978863703942139,4548779758859399344,5115301340694078099
628,5,116,C007,519,5,primitive_eligible,none,sparse,high,strong,low,short,low,low,17479649759795520013,8693295516466969210,6752650249533581109,2373352798787470926,5952713699950111571
629,5,117,C095,607,5,primitive_eligible,none,sparse,high,strong,high,long,low,high,17488433126284298176,2073786342059051172,6177683209785206589,6802207095440006026,4189619638435723503
630,5,118,C099,611,5,primitive_eligible,none,sparse,high,weak,low,short,high,high,17538077721914083103,3028257307588960745,7950625874639403378,5738064628964176163,584658804693121537
631,5,119,C031,543,5,primitive_eligible,none,sparse,high,strong,high,long,low,low,17568121682726731723,7498096991499374281,4360411114425511148,5571917708644555336,6793540620278974375
632,5,120,C037,549,5,primitive_eligible,none,sparse,low,strong,low,short,high,low,17570086339167957001,8942958216938107231,8180518722758485353,5329888906901620248,329189397180439331
633,5,121,C106,618,5,primitive_eligible,none,dense,low,weak,high,short,high,high,17594908768232934728,4227622284922756137,5306429451559414228,4302240234003003706,681355892517182924
634,5,122,C024,536,5,primitive_eligible,none,dense,high,strong,low,long,low,low,17625843079181488344,2909543426666299304,1797902100420887434,1069071944275676957,3040000582922317862
635,5,123,C124,636,5,primitive_eligible,none,dense,high,weak,high,long,high,high,17901966481298768061,2610734593954236090,2880546856951093532,8848178389143455668,2298259679646262765
636,5,124,C061,573,5,primitive_eligible,none,sparse,low,strong,high,long,high,low,17922515571822660059,8144235364638030551,3903216201890496441,6181274663573181004,3246474938961644232
637,5,125,C059,571,5,primitive_eligible,none,sparse,high,weak,high,long,high,low,18112702182689440013,5184576896793236325,7852912460330425753,8817420147333844297,2778326730269547004
638,5,126,C048,560,5,primitive_eligible,none,dense,high,strong,high,short,high,low,18195995552380870283,3471677416948134082,2189463983954699461,7539303979305772347,3474542533396161513
639,5,127,C107,619,5,primitive_eligible,none,sparse,high,weak,high,short,high,high,18250526368008728714,5081005105748580187,6152081472010314481,1125720413874759560,6405436737251367848
640,5,128,C076,588,5,primitive_eligible,none,dense,high,weak,high,short,low,high,18439185479779697412,2946485087061110195,702390841383632889,3146779710108900591,461840756519623052
641,6,1,C033,673,6,boundary,frontier_dependent_generator,sparse,low,weak,low,short,high,low,138932445224959884,5196999244057522126,2166581737262628631,230782320211282944,6098643861594611812
642,6,2,C081,721,6,boundary,frontier_dependent_generator,sparse,low,weak,low,long,low,high,277113487754742622,5184551840880327665,1907669003034966763,444199097634933120,8011573887381860904
643,6,3,C064,704,6,boundary,frontier_dependent_generator,dense,high,strong,high,long,high,low,310518499944797463,57864573284447957,1260782700287234593,7675165306669733436,5331603699778229821
644,6,4,C106,746,6,boundary,frontier_dependent_generator,dense,low,weak,high,short,high,high,651824973849678108,828671562154986150,4538618434458129027,3769578450312282012,2001314799071224473
645,6,5,C086,726,6,boundary,frontier_dependent_generator,dense,low,strong,low,long,low,high,732571009520108936,2719337041114531937,8264181704922153259,1112636496400825249,7803154330695352229
646,6,6,C063,703,6,boundary,frontier_dependent_generator,sparse,high,strong,high,long,high,low,1163768712258464099,584125362281384750,4989822282547289799,6406202078324766023,4237671350103820693
647,6,7,C042,682,6,boundary,frontier_dependent_generator,dense,low,weak,high,short,high,low,1386770940976967862,6072891912835252275,1696225000631466795,5848598388444938739,4065671118883208296
648,6,8,C110,750,6,boundary,frontier_dependent_generator,dense,low,strong,high,short,high,high,1699575257405081544,5143804659358081307,140338073940156611,5720778710449215495,5732614517346750730
649,6,9,C068,708,6,boundary,frontier_dependent_generator,dense,high,weak,low,short,low,high,1845728513385264339,1587288472908116990,6358204999202285105,4121889842290686127,977074657486614068
650,6,10,C076,716,6,boundary,frontier_dependent_generator,dense,high,weak,high,short,low,high,2254408813693490663,1468208691066525959,901510270617568796,6870420012114155552,1707577363326142923
651,6,11,C030,670,6,boundary,frontier_dependent_generator,dense,low,strong,high,long,low,low,2532470363502439885,8579690722565706866,7181685862589325976,8556481457927150158,7825188503707547307
652,6,12,C012,652,6,boundary,frontier_dependent_generator,dense,high,weak,high,short,low,low,2654497186465214449,3952728751240547438,6831361238387649418,1289384759669412939,6238785073614384703
653,6,13,C096,736,6,boundary,frontier_dependent_generator,dense,high,strong,high,long,low,high,2880517268786756325,6442529158536118028,4849384108511527421,7305642916785085882,601631739181658381
654,6,14,C031,671,6,boundary,frontier_dependent_generator,sparse,high,strong,high,long,low,low,3105185579320631505,2930284495557492789,3470852305603781739,525339904513697059,5305555573276586633
655,6,15,C097,737,6,boundary,frontier_dependent_generator,sparse,low,weak,low,short,high,high,3436496729632740205,137671906334586463,972333850468057409,7973896504136985085,7845033137890495963
656,6,16,C020,660,6,boundary,frontier_dependent_generator,dense,high,weak,low,long,low,low,3437118810682637799,8411732931119482909,4075123006357043003,8225746624948351784,9177930730008783411
657,6,17,C016,656,6,boundary,frontier_dependent_generator,dense,high,strong,high,short,low,low,3517305656063808387,3210926837177712129,9160239273320759856,5311057444956118245,2916042911496421599
658,6,18,C040,680,6,boundary,frontier_dependent_generator,dense,high,strong,low,short,high,low,3798113901182294166,196280900725274681,8171364287434870216,7780495396086732180,4827188381391644760
659,6,19,C027,667,6,boundary,frontier_dependent_generator,sparse,high,weak,high,long,low,low,4002709453048136088,5961057910615513362,9002005590259678543,8861712252218998944,6943327754932613982
660,6,20,C069,709,6,boundary,frontier_dependent_generator,sparse,low,strong,low,short,low,high,4005053503081495819,6517263135448373854,3105596846603117006,6774130935240133994,5063818219609125795
661,6,21,C122,762,6,boundary,frontier_dependent_generator,dense,low,weak,high,long,high,high,4077661178071615179,4587472789690903550,386671947865708900,6062156801009193580,1181316460824328508
662,6,22,C127,767,6,boundary,frontier_dependent_generator,sparse,high,strong,high,long,high,high,4150769150641204384,5675701855086980834,4188961441427941519,7943819353841917152,5449435857095348307
663,6,23,C041,681,6,boundary,frontier_dependent_generator,sparse,low,weak,high,short,high,low,4155088872797561173,356237631983912606,9018084469966385998,7981793608432446054,5387814984418801159
664,6,24,C092,732,6,boundary,frontier_dependent_generator,dense,high,weak,high,long,low,high,4238989568997661968,6182971759889203464,8715139245991754385,6397351192986273777,5466862602889521533
665,6,25,C089,729,6,boundary,frontier_dependent_generator,sparse,low,weak,high,long,low,high,4483775261423294732,3494065748678002459,5918659258568717594,1051022137350310871,6029088427638956718
666,6,26,C061,701,6,boundary,frontier_dependent_generator,sparse,low,strong,high,long,high,low,4547696627687935558,3259623121622015835,5656605512523794473,7256546675451903488,2074343544269187230
667,6,27,C072,712,6,boundary,frontier_dependent_generator,dense,high,strong,low,short,low,high,4568673696484169037,3775186900258024847,1171995141574582447,814998621701460739,6493687819488650102
668,6,28,C085,725,6,boundary,frontier_dependent_generator,sparse,low,strong,low,long,low,high,4622700997420460003,3156893682210351342,4034745764591082110,1080933894360260993,1838838685750436889
669,6,29,C003,643,6,boundary,frontier_dependent_generator,sparse,high,weak,low,short,low,low,4842979626699585178,8859845968582080614,1328861885222648031,5785718067192568618,7552433152428343626
670,6,30,C008,648,6,boundary,frontier_dependent_generator,dense,high,strong,low,short,low,low,5091495565121070517,8742829077679040367,7628104382098332151,8310565015825973034,3218224868639250007
671,6,31,C109,749,6,boundary,frontier_dependent_generator,sparse,low,strong,high,short,high,high,5252975915823618255,8389400766256740047,2942078021681180771,4798633985869793826,4606163887676451184
672,6,32,C119,759,6,boundary,frontier_dependent_generator,sparse,high,strong,low,long,high,high,5323438198164150105,239709073910249104,8953450031913352287,2845723587203474068,6193536123414657254
673,6,33,C071,711,6,boundary,frontier_dependent_generator,sparse,high,strong,low,short,low,high,5718656182642128207,1722132602614009457,2293783441197429939,2829648420095707509,6086320848150900470
674,6,34,C009,649,6,boundary,frontier_dependent_generator,sparse,low,weak,high,short,low,low,5730615804921260922,4896426792434027800,6833226110428102863,6817075825066936898,2056112478537814679
675,6,35,C067,707,6,boundary,frontier_dependent_generator,sparse,high,weak,low,short,low,high,5755746366964050448,1885007928713733937,8906747012978173743,7866153142241225006,6941720191447197643
676,6,36,C028,668,6,boundary,frontier_dependent_generator,dense,high,weak,high,long,low,low,5978066636752130630,5440915248025970588,8883119857662395676,8783359798389474934,4514779379932156766
677,6,37,C075,715,6,boundary,frontier_dependent_generator,sparse,high,weak,high,short,low,high,6015493378486361301,727901120559125894,3546347556557559200,1672295563337482630,5144821067716135926
678,6,38,C019,659,6,boundary,frontier_dependent_generator,sparse,high,weak,low,long,low,low,6626497007310705609,6372706613219192933,5514458481089234841,5261296192380011372,5962882501088569439
679,6,39,C103,743,6,boundary,frontier_dependent_generator,sparse,high,strong,low,short,high,high,6686122340176224819,585864091968881819,4223734490317539835,7392668217069997544,1499498851373476639
680,6,40,C066,706,6,boundary,frontier_dependent_generator,dense,low,weak,low,short,low,high,6885736367191341825,2425739437629298255,313171803981174311,1492328536473022759,7076395430514262543
681,6,41,C098,738,6,boundary,frontier_dependent_generator,dense,low,weak,low,short,high,high,6981590748908917781,6616568928586745602,795740835130662109,4706954383678141995,6674505446934923730
682,6,42,C015,655,6,boundary,frontier_dependent_generator,sparse,high,strong,high,short,low,low,7124344854555648500,8247327243604856620,5490414837683016201,7619386573495490006,4759078540785269790
683,6,43,C052,692,6,boundary,frontier_dependent_generator,dense,high,weak,low,long,high,low,7405760701375541392,3148519633844947581,29603950443229574,3206389821440164715,8609482195768421831
684,6,44,C124,764,6,boundary,frontier_dependent_generator,dense,high,weak,high,long,high,high,7672720871520530376,7045549521981779458,6294513462987418802,8130583391468355840,6274476936440451788
685,6,45,C117,757,6,boundary,frontier_dependent_generator,sparse,low,strong,low,long,high,high,7737061185960087042,6514177043395554063,1559111707861702450,8697553258202896953,6581136148689647806
686,6,46,C108,748,6,boundary,frontier_dependent_generator,dense,high,weak,high,short,high,high,7961638122047872044,6307935249052694464,2083496565927213458,2027686169585575599,2896394860721415700
687,6,47,C037,677,6,boundary,frontier_dependent_generator,sparse,low,strong,low,short,high,low,7978739683087411166,3568604543206140977,7882985349251042829,3334139517171853039,5177223420834629280
688,6,48,C032,672,6,boundary,frontier_dependent_generator,dense,high,strong,high,long,low,low,8183324000408797904,2683179375985644872,7906266359734623937,7970426238300288815,8812824427113682885
689,6,49,C010,650,6,boundary,frontier_dependent_generator,dense,low,weak,high,short,low,low,8259921327038540175,6090259176602503009,9130773183206810231,650789460514587872,575930098947451062
690,6,50,C077,717,6,boundary,frontier_dependent_generator,sparse,low,strong,high,short,low,high,8363588484503350033,3812915421656880336,7950782477669314325,4901372074546122737,8251531316828190021
