instance_id,algorithm_id,relative_gap,record_path,record_sha256
V2-A-N015-R010-X03,cardinality_greedy,1//2,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X03/cardinality_greedy__mandatory_only.toml,e01c9b324e4b3346a6c90f7eacf9f28a51eb6cc7637418a33e8006b20bb6038c
V2-A-N015-R010-X03,declared_source_order,3//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X03/declared_source_order__mandatory_only.toml,de3a376fc2a700977036c94bd93174dca7f912dee121621f292c6fa639f2549b
V2-A-N015-R010-X03,heaviest_safe_first,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X03/heaviest_safe_first__mandatory_only.toml,84174671a94289e4ed4220a3173840a83c672b0d8bd19f1ed65a30cd03305daa
V2-A-N015-R010-X03,lightest_safe_first,3//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X03/lightest_safe_first__mandatory_only.toml,5cc3b2e4f754149aca2f87992481074545ce712acdd766db0257fe115f9a4d70
V2-A-N015-R010-X03,maximum_immediate_burden_release,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X03/maximum_immediate_burden_release__mandatory_only.toml,e83c32cf73848f44d95e12bf321cf4bcb3d80b8257e462b85cb5a3426eab3818
V2-A-N015-R010-X03,minimum_unique_carrier_exposure,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X03/minimum_unique_carrier_exposure__mandatory_only.toml,d64150a8886a97cb4fd2323321c5fe5963b181483c0f803de24b76a9a5fa8e9d
V2-A-N015-R010-X03,multistart_random_rechecked_deletion_32,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,cec10c915634f9e304717fd802974edc069359b8a0a06ef7fe0bb0e65b9809e0
V2-A-N015-R010-X03,random_order_rechecked_deletion,5//2,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X03/random_order_rechecked_deletion__mandatory_only.toml,86bbf828cd0b4653c394518741c0e82b3d4b0e064eec7ab51a78e90f1a4a4290
V2-A-N015-R010-X03,weighted_greedy,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X03/weighted_greedy__mandatory_only.toml,c674ab8f14e4fa00c54bb7b3a9c7046c2396f8d09f64e0ee905e2def9bc5dc01
V2-A-N015-R010-X03,weighted_greedy_reverse_delete,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X03/weighted_greedy_reverse_delete__mandatory_only.toml,6d9ca2e88d1a8b4b07cae5c5700d08d09b4eed1065d57112b938d8f8f5662bb8
V2-A-N015-R010-X04,cardinality_greedy,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X04/cardinality_greedy__mandatory_only.toml,0b43b98b4397acfd6e6848f12377d591187990830fe7c3f7d8a5f5740c343bad
V2-A-N015-R010-X04,declared_source_order,2//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X04/declared_source_order__mandatory_only.toml,1da02fed115bf4d523a273c229df8b30505b7bed79b6e965f4d33d433b3d8a3a
V2-A-N015-R010-X04,heaviest_safe_first,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X04/heaviest_safe_first__mandatory_only.toml,64f30a55f53a88586edf938e901ad7eb636294e1cd602eee97eece836fa5ef6f
V2-A-N015-R010-X04,lightest_safe_first,2//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X04/lightest_safe_first__mandatory_only.toml,6633a815f9bb77758a96f84d1e6848b10709e052fd771fb4d993eec028253f8f
V2-A-N015-R010-X04,maximum_immediate_burden_release,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X04/maximum_immediate_burden_release__mandatory_only.toml,92b98a661028c62eeadced4bd9f884f64bb3e5ed90fa6d8c6f413329b4df9d9e
V2-A-N015-R010-X04,minimum_unique_carrier_exposure,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X04/minimum_unique_carrier_exposure__mandatory_only.toml,c1208c9febcd4fdad35c90472cc313a3f5ccab061324041542fda894971ecb36
V2-A-N015-R010-X04,multistart_random_rechecked_deletion_32,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X04/multistart_random_rechecked_deletion_32__mandatory_only.toml,5f1a9c1cbab5fb75d330880dd142623f459d4eec66636b760d085d0260aea24b
V2-A-N015-R010-X04,random_order_rechecked_deletion,2//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X04/random_order_rechecked_deletion__mandatory_only.toml,b3a19b31bae67c6bef01af486eac8205d2e515631ff6089e717a21ee9bc022c5
V2-A-N015-R010-X04,weighted_greedy,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X04/weighted_greedy__mandatory_only.toml,a4cee9b172cae032fce28eb5b3ccce64a4485309a00442d5a6924fa6be478a41
V2-A-N015-R010-X04,weighted_greedy_reverse_delete,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X04/weighted_greedy_reverse_delete__mandatory_only.toml,88b836027505b3a31e311a826ed0d540ef408887292cae8c3b9c93fc7fbb778d
