instance_id,family,size,full_status,mandatory_status,variable_reduction_fraction,requirement_reduction_fraction,log_par2_difference_full_minus_mandatory,log1p_node_difference_full_minus_mandatory,full_record_path,full_record_sha256,mandatory_record_path,mandatory_record_sha256
V2-B-N192-R064-C07-X01,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,0.8597428219446286,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C07-X01/jump_highs_tagged_cover__full_fixed_point.toml,459be0b68ef94a3c36ad1547d102d5541dd757943ee92006247b5eab0e1a77ed,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C07-X01/jump_highs_tagged_cover__mandatory_only.toml,b2167b4ef9cf88d1fd7c15007c4bf4872f87ab64610697251fa4ee3c64a591fb
V2-B-N192-R064-C07-X02,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,0.8073273675527494,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C07-X02/jump_highs_tagged_cover__full_fixed_point.toml,e10df7dda216ad08a61c9a5ca653deadbda57c4f32a93737cb6586b7b382ffa5,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C07-X02/jump_highs_tagged_cover__mandatory_only.toml,073686badf80ffbc16277915d04882638b15189ac76b28d3cceb87f0731563db
V2-B-N192-R064-C08-X01,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.6043037888155176,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C08-X01/jump_highs_tagged_cover__full_fixed_point.toml,1d57a1b458b6768a2a606e83b8a9a349fed10dc44aeafbbb00d4c3aaf430786c,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C08-X01/jump_highs_tagged_cover__mandatory_only.toml,0138ccccfae502d73c86cc0aafe9d0254a293d4b54c6e91ff06a1d68e5314276
V2-B-N192-R064-C08-X02,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.452381885027487,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C08-X02/jump_highs_tagged_cover__full_fixed_point.toml,2217dd14a1bb03502a40e459f3c66ce9b7251a41c39f067d7c5f0c2b311b686c,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C08-X02/jump_highs_tagged_cover__mandatory_only.toml,932ebe05521963569eca076cedc891340d677e0f18b3b46f2e7b850f5c5fc790
V2-B-N192-R064-C10-X01,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.2676495772260576,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C10-X01/jump_highs_tagged_cover__full_fixed_point.toml,3e4cc41e9bf8d8291715156f941a435e559b9498372f2b53d186ecf43f41a933,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C10-X01/jump_highs_tagged_cover__mandatory_only.toml,8d5e4299d68b691e9047ca0de041e5a1329bf0b5b133530534f9d0e660300526
V2-B-N192-R064-C10-X02,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.249643959886291,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C10-X02/jump_highs_tagged_cover__full_fixed_point.toml,626f488646fe1d753c1178eaafa348994d4b197b232d1ec136cc506858cddf09,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C10-X02/jump_highs_tagged_cover__mandatory_only.toml,c93685e9e4644e4ea912cd5a28413a1a8fdabf6413afd569606471b5786288e5
V2-B-N192-R064-C11-X01,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.0547066896210726,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C11-X01/jump_highs_tagged_cover__full_fixed_point.toml,1e30d97266620776199baf5b2224ddfb4b20556dfe09b9cff04acb83385cda06,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C11-X01/jump_highs_tagged_cover__mandatory_only.toml,165f918243974fa47b19a2ab2abb1138e13a8a8c6246cff07ffa9c39a2f445e0
V2-B-N192-R064-C11-X02,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,1.693818662501379,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C11-X02/jump_highs_tagged_cover__full_fixed_point.toml,48b647052ee2021d7dc6106fa46a647185ce9d467a9fee2f47ca9d4cbc8de55b,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C11-X02/jump_highs_tagged_cover__mandatory_only.toml,ce9aac4784f8dcea96e84a7088d80b2f24aab66cf24b6db27bb081e1eab9fe12
V2-B-N192-R064-C12-X01,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.3901333037802828,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C12-X01/jump_highs_tagged_cover__full_fixed_point.toml,9703c63ee09b2b8a56a1bbb875fd7c3734f18bff1a83e669a7c71d24c05b1c4e,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C12-X01/jump_highs_tagged_cover__mandatory_only.toml,1df404b4e9505d91bf2565091f33c49507981f0e9d245c101d16858351a691a6
V2-B-N192-R064-C12-X02,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.36104908067397,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C12-X02/jump_highs_tagged_cover__full_fixed_point.toml,f7beea399190c26c85869b53d030b0a53d3a536d724d78034b4ee04e67803858,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C12-X02/jump_highs_tagged_cover__mandatory_only.toml,868cf9cd368f78da20cd5dc583db86623fa703afb9684f17a87f864157eea7db
V2-B-N192-R064-C14-X01,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.4233279274038235,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C14-X01/jump_highs_tagged_cover__full_fixed_point.toml,5d1a07a8694ebeb3fb6f7a1078534888a31b392b4f3f81a7be9985a978eb8414,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C14-X01/jump_highs_tagged_cover__mandatory_only.toml,8f1ec611dcf31c7c214abfd50fc8ad2ddf47b80be569ab8455afe7f94ea4b9e6
V2-B-N192-R064-C14-X02,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,3.0939828911066014,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C14-X02/jump_highs_tagged_cover__full_fixed_point.toml,c59f9d2c8b3ca629767bfdc01ba0639650c8faa944d1359840fdfb9500030e2c,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C14-X02/jump_highs_tagged_cover__mandatory_only.toml,e15678aaff1d197e874d0b7d6a847effb497b4cd2b5f13ae1d323b68f71b6ea5
V2-B-N192-R064-C15-X01,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.262275948417449,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C15-X01/jump_highs_tagged_cover__full_fixed_point.toml,a60bc0c2766857535e2f8c40cff17677564861e2799bb419b55fa1382f7bc81f,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C15-X01/jump_highs_tagged_cover__mandatory_only.toml,803e5c1f83c35ba511731df5db0e51c9a1c7d8a73bf7dd2781fa09269135ccbb
V2-B-N192-R064-C15-X02,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.4211663659555156,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C15-X02/jump_highs_tagged_cover__full_fixed_point.toml,8b1cb8c57d3fdc58b9a74f4a87cf6eaaa0f8583c1f388e2cb2dadd4d57c66a87,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C15-X02/jump_highs_tagged_cover__mandatory_only.toml,30fae036ed861c8d7ac62aff9384f166b1a5a97c70ab4be921722c20292c8d53
V2-B-N192-R064-C16-X01,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.5145223723812804,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C16-X01/jump_highs_tagged_cover__full_fixed_point.toml,60bb4be58cad8fe8eb4b7bdfbb282232b29ca52f8828426e87ec12330ff22f50,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C16-X01/jump_highs_tagged_cover__mandatory_only.toml,3fc1150637e0151b79e7cf9dd6095d374f5ccc433555fe312409bfd91a661c39
V2-B-N192-R064-C16-X02,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.001726529204621,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C16-X02/jump_highs_tagged_cover__full_fixed_point.toml,77051c9cdfc88ba1ff19d1f5da2db954127fb0bb8df0d0aa92fb5a5271bd91a4,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C16-X02/jump_highs_tagged_cover__mandatory_only.toml,4d1c61a7619555313a8b82009c2010282f8cb0b088b5c3bea96bce6fc45a76dc
