family,size,algorithm,algorithm_id,preprocessing_variant,registered_n,solved_n,solved_fraction,time_limit_seconds,wall_solved_n,wall_seconds_mean_solved,wall_seconds_median_solved,wall_seconds_q90_solved,wall_seconds_worst_solved,par2_mean_seconds,par2_median_seconds,par2_q25_seconds,par2_q75_seconds,par2_q90_seconds,par2_worst_seconds,peak_memory_available_n,peak_memory_mean_mib,peak_memory_median_mib,peak_memory_q90_mib,peak_memory_worst_mib,mip_nodes_available_n,mip_nodes_mean,mip_nodes_median,mip_nodes_q10,mip_nodes_q25,mip_nodes_q75,mip_nodes_q90,mip_nodes_minimum,mip_nodes_worst,dp_states_available_n,dp_states_mean,dp_states_median,dp_states_q10,dp_states_q25,dp_states_q75,dp_states_q90,dp_states_minimum,dp_states_worst,dp_transitions_available_n,dp_transitions_mean,dp_transitions_median,dp_transitions_q90,dp_transitions_worst,frontier_checks_available_n,frontier_checks_mean,frontier_checks_median,frontier_checks_q10,frontier_checks_q25,frontier_checks_q75,frontier_checks_q90,frontier_checks_minimum,frontier_checks_worst,closure_checks_available_n,closure_checks_mean,closure_checks_median,closure_checks_q10,closure_checks_q25,closure_checks_q75,closure_checks_q90,closure_checks_minimum,closure_checks_worst
small_exact,N11-R6,Weighted greedy,weighted_greedy,mandatory_only,4,4,1.0,60.0,4,0.6387,0.6334,0.7881,0.818,0.6387,0.6334,0.5289,0.7432,0.7881,0.818,4,910.5,912.6,939.5,942.7,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N11-R6,Weighted greedy + reverse deletion,weighted_greedy_reverse_delete,mandatory_only,4,4,1.0,60.0,4,0.5962,0.5947,0.711,0.7571,0.5962,0.5947,0.5491,0.6418,0.711,0.7571,4,916.9,925,932.1,934.9,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N15-R10,Cardinality greedy,cardinality_greedy,mandatory_only,4,4,1.0,60.0,4,0.7816,0.8693,1.003,1.046,0.7816,0.8693,0.7132,0.9376,1.003,1.046,4,890.1,887.4,923.9,935.9,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N15-R10,Enumeration,complete_enumeration,mandatory_only,4,4,1.0,300.0,4,0.5762,0.5616,0.6857,0.7192,0.5762,0.5616,0.5023,0.6355,0.6857,0.7192,4,918,904.7,958.6,976.5,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,1.638e+04,1.638e+04,1.638e+04,1.638e+04,1.638e+04,1.638e+04,1.638e+04,1.638e+04,4,0,0,0,0,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N15-R10,Declared source order,declared_source_order,mandatory_only,4,4,1.0,60.0,4,0.9125,0.9543,0.9974,1.014,0.9125,0.9543,0.8939,0.9728,0.9974,1.014,4,907.3,905.8,911.8,913.9,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,102.5,104,98.1,101.2,105.2,105.7,96,106,4,102.5,104,98.1,101.2,105.2,105.7,96,106
small_exact,N15-R10,Heaviest safe first,heaviest_safe_first,mandatory_only,4,4,1.0,60.0,4,0.78,0.8266,0.895,0.9077,0.78,0.8266,0.7306,0.876,0.895,0.9077,4,913.1,915.2,975.7,994.1,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,103,105,98.7,102.8,105.2,105.7,96,106,4,103,105,98.7,102.8,105.2,105.7,96,106
small_exact,N15-R10,HiGHS MIP,jump_highs_tagged_cover,full_fixed_point,4,4,1.0,300.0,4,4.781,4.66,5.911,6.202,4.781,4.66,3.966,5.474,5.911,6.202,4,905.2,907.6,941.7,948,1,1,1,1,1,1,1,1,1,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N15-R10,Lightest safe first,lightest_safe_first,mandatory_only,4,4,1.0,60.0,4,0.7732,0.7703,0.8397,0.8611,0.7732,0.7703,0.7358,0.8077,0.8397,0.8611,4,907.5,902.4,933,941.5,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,102.5,104,98.1,101.2,105.2,105.7,96,106,4,102.5,104,98.1,101.2,105.2,105.7,96,106
small_exact,N15-R10,Maximum immediate release,maximum_immediate_burden_release,mandatory_only,4,4,1.0,60.0,4,0.7426,0.8335,1.079,1.139,0.7426,0.8335,0.5879,0.9882,1.079,1.139,4,920.6,908.6,968.3,985.6,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,103,105,98.7,102.8,105.2,105.7,96,106,4,103,105,98.7,102.8,105.2,105.7,96,106
small_exact,N15-R10,Minimum unique-carrier exposure,minimum_unique_carrier_exposure,mandatory_only,4,4,1.0,60.0,4,0.6693,0.6661,0.9595,0.9785,0.6693,0.6661,0.4046,0.9308,0.9595,0.9785,4,915,911.6,923.8,928.1,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,103,105,98.7,102.8,105.2,105.7,96,106,4,103,105,98.7,102.8,105.2,105.7,96,106
small_exact,N15-R10,32-start random deletion,multistart_random_rechecked_deletion_32,mandatory_only,4,4,1.0,120.0,4,0.8109,0.76,1.001,1.073,0.8109,0.76,0.6785,0.8925,1.001,1.073,4,903.6,896.1,954.4,972.7,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,3283,3346,3136,3270,3359,3379,3047,3392,4,3283,3346,3136,3270,3359,3379,3047,3392
small_exact,N15-R10,Random-order deletion,random_order_rechecked_deletion,mandatory_only,4,4,1.0,120.0,4,0.8238,0.671,1.234,1.427,0.8238,0.671,0.5492,0.9457,1.234,1.427,4,936.9,944.3,951,953.6,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,102.5,104,98.1,101.2,105.2,105.7,96,106,4,102.5,104,98.1,101.2,105.2,105.7,96,106
small_exact,N15-R10,Mask DP,requirement_mask_dp,mandatory_only,4,4,1.0,300.0,4,0.6809,0.68,0.8697,0.9367,0.6809,0.68,0.5917,0.7692,0.8697,0.9367,4,895.9,886,964.4,989.5,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,197.2,125,55.1,98.75,223.5,397.2,26,513,4,394.5,250,794.4,1026,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N15-R10,Weighted greedy,weighted_greedy,mandatory_only,4,4,1.0,60.0,4,0.7218,0.7767,0.8508,0.8677,0.7218,0.7767,0.673,0.8255,0.8508,0.8677,4,924.3,921.1,966.9,975.7,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N15-R10,Weighted greedy + reverse deletion,weighted_greedy_reverse_delete,mandatory_only,4,4,1.0,60.0,4,0.4581,0.4954,0.5664,0.5955,0.4581,0.4954,0.4307,0.5228,0.5664,0.5955,4,888.6,896.1,911.6,915.8,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N15-R6,Cardinality greedy,cardinality_greedy,mandatory_only,4,4,1.0,60.0,4,0.671,0.6308,0.8562,0.938,0.671,0.6308,0.5683,0.7335,0.8562,0.938,4,932,945.9,983.6,983.9,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N15-R6,Enumeration,complete_enumeration,mandatory_only,4,4,1.0,300.0,4,0.6083,0.574,0.7233,0.7674,0.6083,0.574,0.5251,0.6572,0.7233,0.7674,4,900.7,899.1,908.7,912.2,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,1.638e+04,1.638e+04,1.638e+04,1.638e+04,1.638e+04,1.638e+04,1.638e+04,1.638e+04,4,0,0,0,0,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N15-R6,Declared source order,declared_source_order,mandatory_only,4,4,1.0,60.0,4,0.7709,0.8023,0.9967,1.013,0.7709,0.8023,0.6012,0.972,0.9967,1.013,4,916.5,908.2,954.7,968.5,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,104,105,101.5,103.8,105.2,105.7,100,106,4,104,105,101.5,103.8,105.2,105.7,100,106
small_exact,N15-R6,Heaviest safe first,heaviest_safe_first,mandatory_only,4,4,1.0,60.0,4,0.9288,0.9518,1.039,1.062,0.9288,0.9518,0.8755,1.005,1.039,1.062,4,893.6,880.6,951.5,971.4,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,104.8,105,103.6,104.5,105.2,105.7,103,106,4,104.8,105,103.6,104.5,105.2,105.7,103,106
small_exact,N15-R6,HiGHS MIP,jump_highs_tagged_cover,full_fixed_point,4,4,1.0,300.0,4,4.511,4.524,5.166,5.21,4.511,4.524,3.936,5.099,5.166,5.21,4,914.1,921.6,958.9,973.3,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N15-R6,Lightest safe first,lightest_safe_first,mandatory_only,4,4,1.0,60.0,4,0.7541,0.7179,0.9549,1.035,0.7541,0.7179,0.6377,0.8342,0.9549,1.035,4,949.2,955,996.4,1010,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,103.5,104,100.9,102.2,105.2,105.7,100,106,4,103.5,104,100.9,102.2,105.2,105.7,100,106
small_exact,N15-R6,Maximum immediate release,maximum_immediate_burden_release,mandatory_only,4,4,1.0,60.0,4,0.6194,0.6032,0.834,0.9081,0.6194,0.6032,0.4998,0.7227,0.834,0.9081,4,916.3,937,948.6,949.3,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,104.8,105,103.6,104.5,105.2,105.7,103,106,4,104.8,105,103.6,104.5,105.2,105.7,103,106
small_exact,N15-R6,Minimum unique-carrier exposure,minimum_unique_carrier_exposure,mandatory_only,4,4,1.0,60.0,4,0.644,0.6266,0.8142,0.8706,0.644,0.6266,0.541,0.7296,0.8142,0.8706,4,905.8,912.8,916.3,917.1,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,104.8,105,103.6,104.5,105.2,105.7,103,106,4,104.8,105,103.6,104.5,105.2,105.7,103,106
small_exact,N15-R6,32-start random deletion,multistart_random_rechecked_deletion_32,mandatory_only,4,4,1.0,120.0,4,0.8831,0.9723,1.001,1.013,0.8831,0.9723,0.8725,0.9829,1.001,1.013,4,914.4,917.2,957,958,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,3338,3352,3281,3322,3368,3382,3254,3392,4,3338,3352,3281,3322,3368,3382,3254,3392
small_exact,N15-R6,Random-order deletion,random_order_rechecked_deletion,mandatory_only,4,4,1.0,120.0,4,0.971,0.9925,1.166,1.2,0.971,0.9925,0.8476,1.116,1.166,1.2,4,907.5,906.1,915.3,917.4,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,104,105,101.5,103.8,105.2,105.7,100,106,4,104,105,101.5,103.8,105.2,105.7,100,106
small_exact,N15-R6,Mask DP,requirement_mask_dp,mandatory_only,4,4,1.0,300.0,4,0.7974,0.7248,1.072,1.201,0.7974,0.7248,0.6419,0.8803,1.072,1.201,4,913.5,902.1,967.4,988,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,86.5,82,31.8,52.5,116,144.8,18,164,4,173,164,289.6,328,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N15-R6,Weighted greedy,weighted_greedy,mandatory_only,4,4,1.0,60.0,4,0.8118,0.8531,0.8876,0.8941,0.8118,0.8531,0.7871,0.8777,0.8876,0.8941,4,906,889.6,941.3,961.9,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N15-R6,Weighted greedy + reverse deletion,weighted_greedy_reverse_delete,mandatory_only,4,4,1.0,60.0,4,0.6234,0.5946,0.7202,0.7596,0.6234,0.5946,0.557,0.661,0.7202,0.7596,4,890.6,884.9,925.3,935.8,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N7-R10,Cardinality greedy,cardinality_greedy,mandatory_only,4,4,1.0,60.0,4,0.7949,0.8409,0.921,0.9541,0.7949,0.8409,0.7643,0.8715,0.921,0.9541,4,941.8,936.5,974.3,987.2,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N7-R10,Enumeration,complete_enumeration,mandatory_only,4,4,1.0,300.0,4,0.7641,0.8577,0.8979,0.9141,0.7641,0.8577,0.7482,0.8735,0.8979,0.9141,4,882.9,880.4,915.1,926.3,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,64,64,64,64,64,64,64,64,4,0,0,0,0,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N7-R10,Declared source order,declared_source_order,mandatory_only,4,4,1.0,60.0,4,0.7395,0.7111,0.993,1.063,0.7395,0.7111,0.5623,0.8884,0.993,1.063,4,891.1,888.5,914.1,922.8,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,20.25,20,19,19,21.25,21.7,19,22,4,20.25,20,19,19,21.25,21.7,19,22
small_exact,N7-R10,Heaviest safe first,heaviest_safe_first,mandatory_only,4,4,1.0,60.0,4,0.8134,0.7641,1.129,1.28,0.8134,0.7641,0.6753,0.9021,1.129,1.28,4,885,865.5,948.9,984.5,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,19.5,20,16.9,18.25,21.25,21.7,16,22,4,19.5,20,16.9,18.25,21.25,21.7,16,22
