instance_id,family,size,replicate_id,generation_status,strategy_count_requested,requirement_count_requested,frontier_rows_requested,module_rows_requested,coverage_density_level,coverage_density_realized,module_overlap_level,module_overlap_realized,bundle_prevalence_level,bundle_prevalence_realized,unique_carrier_frequency_level,unique_carrier_frequency_realized,weight_dispersion_level,frontier_module_correlation_level,frontier_module_association_realized,mechanism,mechanism_parameter,generation_path,instance_path,instance_sha256
V2-B-N192-R064-C02-X01,structured,N192-R64,1,GENERATED,192,64,32,32,one_eighth,1//8,low_clustered,2813502042443//51722826128820,zero,0//1,one_eighth,1//8,high_powers_of_two,positive_aligned,7797//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C02-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R064-C02-X01.toml,60954a2dfc7f28b2b749d4c53196cfae51db5dd69bef61eaa57520f67c0ff470
V2-B-N192-R064-C02-X02,structured,N192-R64,2,GENERATED,192,64,32,32,one_eighth,1//8,low_clustered,37337461899026749//685844674468153200,zero,0//1,one_eighth,1//8,high_powers_of_two,positive_aligned,7929//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C02-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R064-C02-X02.toml,5589d2127dd1d03cfad5743190dd26a1d420941519bb7b0ebc70a111d382c3b4
V2-B-N192-R064-C03-X01,structured,N192-R64,1,GENERATED,192,64,16,48,three_eighths,3//8,low_clustered,104465992532051677829//448810749163078948800,zero,0//1,one_eighth,1//8,low_1_to_3,independent,-78//3629,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C03-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R064-C03-X01.toml,57c2486a2919a5ce6ac3af13654f135ce5cb43a1158371394bd7a7ec4e32197f
V2-B-N192-R064-C03-X02,structured,N192-R64,2,GENERATED,192,64,16,48,three_eighths,3//8,low_clustered,34085276933223332656513//145513421093653456779936,zero,0//1,one_eighth,1//8,low_1_to_3,independent,-1286//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C03-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R064-C03-X02.toml,efc6782b234d214b2bcd06c250e17e9d91def931351bd70784d2c5ae762d337a
V2-B-N192-R064-C04-X01,structured,N192-R64,1,GENERATED,192,64,32,32,three_eighths,3//8,low_clustered,560792836781943289//2261359638313776000,zero,0//1,zero,0//1,high_powers_of_two,positive_aligned,11451//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C04-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R064-C04-X01.toml,e5ac16db1239688d2621480fabf5ade56833307474d2e49b974f1175ec9036f6
V2-B-N192-R064-C04-X02,structured,N192-R64,2,GENERATED,192,64,32,32,three_eighths,3//8,low_clustered,560652844315658513//2261359638313776000,zero,0//1,zero,0//1,high_powers_of_two,positive_aligned,11398//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C04-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R064-C04-X02.toml,6db9ea77e104602892e058ac26627d72cc3fc91eb50721f993e79b834f2d6d31
V2-B-N192-R064-C05-X01,structured,N192-R64,1,GENERATED,192,64,16,48,one_eighth,1//8,high_clustered,2243561//36810400,zero,0//1,zero,0//1,high_powers_of_two,independent,-439//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C05-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R064-C05-X01.toml,e38fce40555cf525609ea8279a3f1772f09df4e2b62a10c15dae4b77b3b01355
V2-B-N192-R064-C05-X02,structured,N192-R64,2,GENERATED,192,64,16,48,one_eighth,1//8,high_clustered,1455741191//24244668000,zero,0//1,zero,0//1,high_powers_of_two,independent,-469//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C05-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R064-C05-X02.toml,fe8fbc6e629ecf9ec33bdeb88b8ee309f02a63c18e02ef3cef70dd74ffbd74b6
V2-B-N192-R064-C06-X01,structured,N192-R64,1,GENERATED,192,64,32,32,one_eighth,1//8,high_clustered,1647//22592,zero,0//1,one_eighth,1//8,low_1_to_3,positive_aligned,2156//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C06-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R064-C06-X01.toml,a5956265b6f275f84f3598c7484be13c4b0230e71718e7274227a904a709386e
V2-B-N192-R064-C06-X02,structured,N192-R64,2,GENERATED,192,64,32,32,one_eighth,1//8,high_clustered,11583//158144,zero,0//1,one_eighth,1//8,low_1_to_3,positive_aligned,2156//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C06-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R064-C06-X02.toml,f3a9456bae4c82b9dd9ed6de34b028b0efe39317834b851193c741c165af2987
V2-B-N192-R064-C07-X01,structured,N192-R64,1,GENERATED,192,64,16,48,three_eighths,3//8,high_clustered,2029877771497//7527117569400,zero,0//1,one_eighth,1//8,high_powers_of_two,independent,-4178//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C07-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R064-C07-X01.toml,3d405e130ded855ae81a99e61378ad78a31238d2296864e88887433e8bd29bc8
V2-B-N192-R064-C07-X02,structured,N192-R64,2,GENERATED,192,64,16,48,three_eighths,3//8,high_clustered,667603039//2472186464,zero,0//1,one_eighth,1//8,high_powers_of_two,independent,-867//3629,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C07-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R064-C07-X02.toml,3d7542fc729ba0eeb39a5ddfda51099bb4c032a8a9c3373d2163b016fe9b4948
V2-B-N192-R064-C08-X01,structured,N192-R64,1,GENERATED,192,64,32,32,three_eighths,3//8,high_clustered,5251//17460,zero,0//1,zero,0//1,low_1_to_3,positive_aligned,5972//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C08-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R064-C08-X01.toml,64a8e8dc9cd0315d9ecb4cd1d8d5f9935784f84cf3df67aef1fcfd0277cc36f9
V2-B-N192-R064-C08-X02,structured,N192-R64,2,GENERATED,192,64,32,32,three_eighths,3//8,high_clustered,5251//17460,zero,0//1,zero,0//1,low_1_to_3,positive_aligned,5904//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C08-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R064-C08-X02.toml,ebd905d9485e8ecb753ac4a81de20fd1a821e44e5531010a0db339933e948329
V2-B-N192-R064-C09-X01,structured,N192-R64,1,GENERATION_FAILED,192,64,16,48,one_eighth,UNAVAILABLE,low_clustered,UNAVAILABLE,one_eighth,UNAVAILABLE,zero,UNAVAILABLE,low_1_to_3,positive_aligned,UNAVAILABLE,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C09-X01.toml,,
V2-B-N192-R064-C09-X02,structured,N192-R64,2,GENERATION_FAILED,192,64,16,48,one_eighth,UNAVAILABLE,low_clustered,UNAVAILABLE,one_eighth,UNAVAILABLE,zero,UNAVAILABLE,low_1_to_3,positive_aligned,UNAVAILABLE,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C09-X02.toml,,
V2-B-N192-R064-C10-X01,structured,N192-R64,1,GENERATED,192,64,32,32,one_eighth,1//8,low_clustered,38999//941325,one_eighth,24//191,one_eighth,1//8,high_powers_of_two,independent,3993//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C10-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R064-C10-X01.toml,a83f042f6c3b30128202c61957196d2d48bf7a28dd74f08f1c9da097526a8593
V2-B-N192-R064-C10-X02,structured,N192-R64,2,GENERATED,192,64,32,32,one_eighth,1//8,low_clustered,50983//1197560,one_eighth,24//191,one_eighth,1//8,high_powers_of_two,independent,3633//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C10-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R064-C10-X02.toml,91f0dc79e679afb8c8716ad8aedf9e75d978f3f6338cecf241e448752bb00761
V2-B-N192-R064-C11-X01,structured,N192-R64,1,GENERATED,192,64,16,48,three_eighths,3//8,low_clustered,167562631360381118567807//727567105468267283899680,one_eighth,24//191,one_eighth,1//8,low_1_to_3,positive_aligned,9127//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C11-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R064-C11-X01.toml,16c9d3b5a29ae918c7fe3cc5261bbf19c160b40e94c1a8e5c2eb10c67d058982
V2-B-N192-R064-C11-X02,structured,N192-R64,2,GENERATED,192,64,16,48,three_eighths,3//8,low_clustered,742844997697645192759//3216477035668732466400,one_eighth,24//191,one_eighth,1//8,low_1_to_3,positive_aligned,1841//3629,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C11-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R064-C11-X02.toml,eb85f883a5d44a48b6bb04ff8eabad0820758748f1d718cbac855cc8977e875a
V2-B-N192-R064-C12-X01,structured,N192-R64,1,GENERATED,192,64,32,32,three_eighths,3//8,low_clustered,246749653831450741//1076167477939554000,one_eighth,24//191,zero,0//1,high_powers_of_two,independent,642//3629,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C12-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R064-C12-X01.toml,5be525647d7de00e16cf6fb84cf7fa40293911b130c94552840915e25a96e300
V2-B-N192-R064-C12-X02,structured,N192-R64,2,GENERATED,192,64,32,32,three_eighths,3//8,low_clustered,460831368848687069//2116811681867282400,one_eighth,24//191,zero,0//1,high_powers_of_two,independent,171//955,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C12-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R064-C12-X02.toml,1968cf375530ce75e24161844c9b4577585bd7a4aaf64baa0b2352f33bd8fca2
V2-B-N192-R064-C13-X01,structured,N192-R64,1,GENERATION_FAILED,192,64,16,48,one_eighth,UNAVAILABLE,high_clustered,UNAVAILABLE,one_eighth,UNAVAILABLE,zero,UNAVAILABLE,high_powers_of_two,positive_aligned,UNAVAILABLE,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C13-X01.toml,,
V2-B-N192-R064-C13-X02,structured,N192-R64,2,GENERATION_FAILED,192,64,16,48,one_eighth,UNAVAILABLE,high_clustered,UNAVAILABLE,one_eighth,UNAVAILABLE,zero,UNAVAILABLE,high_powers_of_two,positive_aligned,UNAVAILABLE,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C13-X02.toml,,
V2-B-N192-R064-C14-X01,structured,N192-R64,1,GENERATED,192,64,32,32,one_eighth,1//8,high_clustered,11367//158144,one_eighth,24//191,one_eighth,1//8,low_1_to_3,independent,826//3629,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C14-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R064-C14-X01.toml,a04e485f80492d320fa221eab19b35b60ab5097e446ac825e7e412f6ea9d0396
V2-B-N192-R064-C14-X02,structured,N192-R64,2,GENERATED,192,64,32,32,one_eighth,1//8,high_clustered,611//8496,one_eighth,24//191,one_eighth,1//8,low_1_to_3,independent,771//3629,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C14-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R064-C14-X02.toml,2a2296f9d19b3ff6e329aebead8dedf0407280f7b7c590303fd7f9a49900dbd7
V2-B-N192-R064-C15-X01,structured,N192-R64,1,GENERATED,192,64,16,48,three_eighths,3//8,high_clustered,637291//2126280,one_eighth,24//191,one_eighth,1//8,high_powers_of_two,positive_aligned,607//3629,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C15-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R064-C15-X01.toml,491c74a14283a0b0d78c0d87d33314991beead46e64ceafa886cb4b3f9565ad9
V2-B-N192-R064-C15-X02,structured,N192-R64,2,GENERATED,192,64,16,48,three_eighths,3//8,high_clustered,1784677//5953584,one_eighth,24//191,one_eighth,1//8,high_powers_of_two,positive_aligned,607//3629,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C15-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R064-C15-X02.toml,57e08d9323d33e14063d036a59afecdf46f0b1bb88c56903ef785663042c6726
V2-B-N192-R064-C16-X01,structured,N192-R64,1,GENERATED,192,64,32,32,three_eighths,3//8,high_clustered,285579005//1067321568,one_eighth,24//191,zero,0//1,low_1_to_3,independent,2358//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C16-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R064-C16-X01.toml,c86c2df0dde50b362bcf1bc4caabc8a2af538d5a98491e62418cf10c8375bcf4
V2-B-N192-R064-C16-X02,structured,N192-R64,2,GENERATED,192,64,32,32,three_eighths,3//8,high_clustered,6227197276763//25031789640000,one_eighth,24//191,zero,0//1,low_1_to_3,independent,1511//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C16-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R064-C16-X02.toml,08b1181d75478582660e7b8b114327195f0fb2c3c54977a7dd5567ca6bd39bfd
V2-C-M01-S01,adversarial,small,1,GENERATED,6,5,1,4,mechanism,13//25,mechanism,1//10,mechanism,1//5,mechanism,0//1,mechanism,mechanism,0//1,unbounded_heaviest_safe_first_gap,k=4;epsilon=1//2,experiments/algorithmic_compression_v2/results/generation/V2-C-M01-S01.toml,experiments/algorithmic_compression_v2/results/instances/V2-C-M01-S01.toml,8d8e826c7722c5c65eb94a973cdabcb649b5d3bfb16b3060842bc9f2cb62f588
V2-C-M01-S02,adversarial,medium,1,GENERATED,18,17,1,16,mechanism,49//289,mechanism,1//136,mechanism,1//17,mechanism,0//1,mechanism,mechanism,0//1,unbounded_heaviest_safe_first_gap,k=16;epsilon=1//2,experiments/algorithmic_compression_v2/results/generation/V2-C-M01-S02.toml,experiments/algorithmic_compression_v2/results/instances/V2-C-M01-S02.toml,0815bfe3c338bfd9751217093f4be752ef7fede2e6839f56937ab2ed84eef08d
V2-C-M01-S03,adversarial,large,1,GENERATED,66,65,1,64,mechanism,193//4225,mechanism,1//2080,mechanism,1//65,mechanism,0//1,mechanism,mechanism,0//1,unbounded_heaviest_safe_first_gap,k=64;epsilon=1//2,experiments/algorithmic_compression_v2/results/generation/V2-C-M01-S03.toml,experiments/algorithmic_compression_v2/results/instances/V2-C-M01-S03.toml,cc0d8c45e638abef64e1508f48df68eb7963c5362f9ff0b534daa2035d3d8cf0
V2-C-M02-S01,adversarial,small,1,GENERATED,5,5,1,4,mechanism,1//1,mechanism,1//1,mechanism,1//1,mechanism,0//1,mechanism,mechanism,0//1,many_tied_optima,q=4,experiments/algorithmic_compression_v2/results/generation/V2-C-M02-S01.toml,experiments/algorithmic_compression_v2/results/instances/V2-C-M02-S01.toml,1d06230c8efdc1e445426ae190b5be1fc384f705b8bd2952d3adc6614ace2872
V2-C-M02-S02,adversarial,medium,1,GENERATED,9,5,1,4,mechanism,1//1,mechanism,1//1,mechanism,1//1,mechanism,0//1,mechanism,mechanism,0//1,many_tied_optima,q=8,experiments/algorithmic_compression_v2/results/generation/V2-C-M02-S02.toml,experiments/algorithmic_compression_v2/results/instances/V2-C-M02-S02.toml,e355c334ab3b51f75dddbc1dd1712c5036fe0a227d1a36f9fcda0bedb8d269e1
V2-C-M02-S03,adversarial,large,1,GENERATED,17,5,1,4,mechanism,1//1,mechanism,1//1,mechanism,1//1,mechanism,0//1,mechanism,mechanism,0//1,many_tied_optima,q=16,experiments/algorithmic_compression_v2/results/generation/V2-C-M02-S03.toml,experiments/algorithmic_compression_v2/results/instances/V2-C-M02-S03.toml,c42a2ff6ebcba5ca709934799ddfa8063a3722f8fd48f388c679d8f6cf9e7d8f
V2-C-M03-S01,adversarial,small,1,GENERATED,9,5,1,4,mechanism,1//1,mechanism,1//1,mechanism,1//1,mechanism,0//1,mechanism,mechanism,0//1,dense_duplicate_coverage,duplicates=8;modules=4,experiments/algorithmic_compression_v2/results/generation/V2-C-M03-S01.toml,experiments/algorithmic_compression_v2/results/instances/V2-C-M03-S01.toml,482d80dca0b69414a891bf0a5cdb625c9673e6a35ba2c7615e161b9d2583eff0
V2-C-M03-S02,adversarial,medium,1,GENERATED,33,17,1,16,mechanism,1//1,mechanism,1//1,mechanism,1//1,mechanism,0//1,mechanism,mechanism,0//1,dense_duplicate_coverage,duplicates=32;modules=16,experiments/algorithmic_compression_v2/results/generation/V2-C-M03-S02.toml,experiments/algorithmic_compression_v2/results/instances/V2-C-M03-S02.toml,3aef8d884afa863b7cb9e02195e9110b3781c4d9978d220094ebe7bde0a97ff9
V2-C-M03-S03,adversarial,large,1,GENERATED,129,33,1,32,mechanism,1//1,mechanism,1//1,mechanism,1//1,mechanism,0//1,mechanism,mechanism,0//1,dense_duplicate_coverage,duplicates=128;modules=32,experiments/algorithmic_compression_v2/results/generation/V2-C-M03-S03.toml,experiments/algorithmic_compression_v2/results/instances/V2-C-M03-S03.toml,b286f2ac67db70a9d4e64938a14f576f1f3605fafde07c0f22b79be533b96f86
V2-C-M04-S01,adversarial,small,1,GENERATED,9,5,1,4,mechanism,1//2,mechanism,4//21,mechanism,0//1,mechanism,0//1,mechanism,mechanism,0//1,dominance_heavy,base_dimension=4,experiments/algorithmic_compression_v2/results/generation/V2-C-M04-S01.toml,experiments/algorithmic_compression_v2/results/instances/V2-C-M04-S01.toml,266b7acdc71b5c028f1e863002dd052e939e2724ce16debea3fa86225cd0cd15
V2-C-M04-S02,adversarial,medium,1,GENERATED,25,13,1,12,mechanism,5//26,mechanism,4//69,mechanism,0//1,mechanism,0//1,mechanism,mechanism,0//1,dominance_heavy,base_dimension=12,experiments/algorithmic_compression_v2/results/generation/V2-C-M04-S02.toml,experiments/algorithmic_compression_v2/results/instances/V2-C-M04-S02.toml,7188ada9deb6c6c07d72588c3ecffeef7e4f54b564f83aaa6957a280f0ab1ff2
V2-C-M04-S03,adversarial,large,1,GENERATED,65,33,1,32,mechanism,5//66,mechanism,4//189,mechanism,0//1,mechanism,0//1,mechanism,mechanism,0//1,dominance_heavy,base_dimension=32,experiments/algorithmic_compression_v2/results/generation/V2-C-M04-S03.toml,experiments/algorithmic_compression_v2/results/instances/V2-C-M04-S03.toml,f2b448d5311f2347f45606a247a5f0d081380038c22453dceacfd92d66a70c80
V2-C-M05-S01,adversarial,small,1,GENERATED,6,5,1,4,mechanism,13//25,mechanism,1//5,mechanism,0//1,mechanism,1//5,mechanism,mechanism,0//1,rare_mandatory_requirements,modules=4;rare_rows=1,experiments/algorithmic_compression_v2/results/generation/V2-C-M05-S01.toml,experiments/algorithmic_compression_v2/results/instances/V2-C-M05-S01.toml,ca45ca1e9ed5550a95cae25b3f4b5805493081dae22ec73752431a36c4e9b471
V2-C-M05-S02,adversarial,medium,1,GENERATED,18,17,1,16,mechanism,49//289,mechanism,3//68,mechanism,0//1,mechanism,1//17,mechanism,mechanism,0//1,rare_mandatory_requirements,modules=16;rare_rows=1,experiments/algorithmic_compression_v2/results/generation/V2-C-M05-S02.toml,experiments/algorithmic_compression_v2/results/instances/V2-C-M05-S02.toml,00387268d0e29959b0e576772790fce798d5290069cc8564cdbc4d2fbb7da26b
V2-C-M05-S03,adversarial,large,1,GENERATED,66,65,1,64,mechanism,193//4225,mechanism,11//1040,mechanism,0//1,mechanism,1//65,mechanism,mechanism,0//1,rare_mandatory_requirements,modules=64;rare_rows=1,experiments/algorithmic_compression_v2/results/generation/V2-C-M05-S03.toml,experiments/algorithmic_compression_v2/results/instances/V2-C-M05-S03.toml,4a0cad3c9729dfecc394750cf98042f5379d76ae83d7615a161e492acac30fb0
V2-C-M06-S01,adversarial,small,1,GENERATED,8,8,1,7,mechanism,5//8,mechanism,113//315,mechanism,0//1,mechanism,0//1,mechanism,mechanism,0//1,symmetric_hard,cyclic_order=7,experiments/algorithmic_compression_v2/results/generation/V2-C-M06-S01.toml,experiments/algorithmic_compression_v2/results/instances/V2-C-M06-S01.toml,804e77a47180a92a4dd3a444ecdf53ed4eab4b0472c85cb50972039228c8f998
V2-C-M06-S02,adversarial,medium,1,GENERATED,16,16,1,15,mechanism,9//16,mechanism,23477//63063,mechanism,0//1,mechanism,0//1,mechanism,mechanism,0//1,symmetric_hard,cyclic_order=15,experiments/algorithmic_compression_v2/results/generation/V2-C-M06-S02.toml,experiments/algorithmic_compression_v2/results/instances/V2-C-M06-S02.toml,9ef0c755b9a11f9246df523739b20ae3acabef10d26d618b04c3dbb5f865976e
V2-C-M06-S03,adversarial,large,1,GENERATED,32,32,1,31,mechanism,17//32,mechanism,3667153026167//9669880774125,mechanism,0//1,mechanism,0//1,mechanism,mechanism,0//1,symmetric_hard,cyclic_order=31,experiments/algorithmic_compression_v2/results/generation/V2-C-M06-S03.toml,experiments/algorithmic_compression_v2/results/instances/V2-C-M06-S03.toml,abe6f041b054ff85619505a6fff52f3b67844d40f5804b54d1a524a61a6edde8
V2-C-M07-S01,adversarial,small,1,GENERATED,7,5,1,4,mechanism,8//15,mechanism,1//6,mechanism,1//3,mechanism,0//1,mechanism,mechanism,0//1,bundle_versus_singleton,k=4;bundles=2,experiments/algorithmic_compression_v2/results/generation/V2-C-M07-S01.toml,experiments/algorithmic_compression_v2/results/instances/V2-C-M07-S01.toml,582e4059e5cdce8029773f5a4787dbb0a4fe949bc0dd3bc8618967fef80fc168
V2-C-M07-S02,adversarial,medium,1,GENERATED,19,17,1,16,mechanism,29//153,mechanism,5//306,mechanism,1//9,mechanism,0//1,mechanism,mechanism,0//1,bundle_versus_singleton,k=16;bundles=2,experiments/algorithmic_compression_v2/results/generation/V2-C-M07-S02.toml,experiments/algorithmic_compression_v2/results/instances/V2-C-M07-S02.toml,ee7a66030ab0b30d62067d20313a0b3875de6f75cb91c46729fee5c9f71804a7
V2-C-M07-S03,adversarial,large,1,GENERATED,67,65,1,64,mechanism,113//2145,mechanism,1//858,mechanism,1//33,mechanism,0//1,mechanism,mechanism,0//1,bundle_versus_singleton,k=64;bundles=2,experiments/algorithmic_compression_v2/results/generation/V2-C-M07-S03.toml,experiments/algorithmic_compression_v2/results/instances/V2-C-M07-S03.toml,11037b0a8d9cbe1fa1439cb255f320c724d3c49dc7e2a6caf06b28905d354881
