instance_id,family,size,start_index,exact_burden,relative_to_first,selected_best,record_path,record_sha256
V2-B-N064-R064-C01-X01,structured,N64-R64,3,18//1,1//1,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X01,structured,N64-R64,4,19//1,19//18,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X01,structured,N64-R64,5,15//1,5//6,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X01,structured,N64-R64,6,22//1,11//9,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X01,structured,N64-R64,7,20//1,10//9,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X01,structured,N64-R64,8,23//1,23//18,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X01,structured,N64-R64,9,15//1,5//6,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X01,structured,N64-R64,10,18//1,1//1,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X01,structured,N64-R64,11,12//1,2//3,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X01,structured,N64-R64,12,21//1,7//6,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X01,structured,N64-R64,13,19//1,19//18,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X01,structured,N64-R64,14,19//1,19//18,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X01,structured,N64-R64,15,16//1,8//9,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X01,structured,N64-R64,16,20//1,10//9,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X01,structured,N64-R64,17,24//1,4//3,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X01,structured,N64-R64,18,18//1,1//1,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X01,structured,N64-R64,19,20//1,10//9,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X01,structured,N64-R64,20,15//1,5//6,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X01,structured,N64-R64,21,20//1,10//9,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X01,structured,N64-R64,22,22//1,11//9,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X01,structured,N64-R64,23,16//1,8//9,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X01,structured,N64-R64,24,26//1,13//9,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X01,structured,N64-R64,25,21//1,7//6,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X01,structured,N64-R64,26,24//1,4//3,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X01,structured,N64-R64,27,17//1,17//18,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X01,structured,N64-R64,28,22//1,11//9,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X01,structured,N64-R64,29,16//1,8//9,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X01,structured,N64-R64,30,18//1,1//1,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X01,structured,N64-R64,31,19//1,19//18,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X01,structured,N64-R64,32,22//1,11//9,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,18f333aa4319b3256a19b1a5f6b1eda5db21c8043496419c7a5bc928b4ccdc56
V2-B-N064-R064-C01-X02,structured,N64-R64,1,16//1,1//1,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,2,23//1,23//16,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,3,19//1,19//16,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,4,19//1,19//16,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,5,20//1,5//4,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,6,17//1,17//16,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,7,19//1,19//16,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,8,16//1,1//1,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,9,15//1,15//16,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,10,17//1,17//16,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,11,19//1,19//16,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,12,20//1,5//4,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,13,22//1,11//8,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,14,22//1,11//8,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,15,18//1,9//8,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,16,19//1,19//16,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,17,22//1,11//8,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,18,14//1,7//8,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,19,20//1,5//4,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,20,23//1,23//16,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,21,24//1,3//2,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,22,17//1,17//16,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,23,22//1,11//8,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,24,15//1,15//16,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,25,22//1,11//8,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,26,21//1,21//16,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,27,19//1,19//16,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,28,23//1,23//16,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,29,16//1,1//1,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,30,26//1,13//8,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,31,20//1,5//4,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,structured,N64-R64,32,17//1,17//16,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C02-X01,structured,N64-R64,1,37//1,1//1,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,structured,N64-R64,2,36//1,36//37,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,structured,N64-R64,3,63//1,63//37,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,structured,N64-R64,4,31//1,31//37,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,structured,N64-R64,5,81//1,81//37,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,structured,N64-R64,6,66//1,66//37,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,structured,N64-R64,7,36//1,36//37,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,structured,N64-R64,8,36//1,36//37,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,structured,N64-R64,9,54//1,54//37,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,structured,N64-R64,10,31//1,31//37,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,structured,N64-R64,11,38//1,38//37,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,structured,N64-R64,12,39//1,39//37,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,structured,N64-R64,13,55//1,55//37,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,structured,N64-R64,14,44//1,44//37,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,structured,N64-R64,15,28//1,28//37,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,structured,N64-R64,16,64//1,64//37,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,structured,N64-R64,17,47//1,47//37,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,structured,N64-R64,18,67//1,67//37,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,structured,N64-R64,19,60//1,60//37,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,structured,N64-R64,20,40//1,40//37,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,structured,N64-R64,21,48//1,48//37,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,structured,N64-R64,22,40//1,40//37,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,structured,N64-R64,23,59//1,59//37,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,structured,N64-R64,24,54//1,54//37,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,structured,N64-R64,25,28//1,28//37,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,structured,N64-R64,26,49//1,49//37,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,structured,N64-R64,27,51//1,51//37,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,structured,N64-R64,28,48//1,48//37,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,structured,N64-R64,29,48//1,48//37,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,structured,N64-R64,30,32//1,32//37,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
