instance_id,family,size,rule,applications,variables_removed,requirements_removed,record_path,record_sha256
V2-B-N064-R064-C12-X02,structured,N64-R64,forced_selection_propagation,1,0,36,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C12-X02/jump_highs_tagged_cover__full_fixed_point.toml,d9fbc533012e7ab7beabf835aa963afb327ad081e9b25589bea6c0a3207ef096
V2-B-N064-R064-C12-X02,structured,N64-R64,infeasible_requirement,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C12-X02/jump_highs_tagged_cover__full_fixed_point.toml,d9fbc533012e7ab7beabf835aa963afb327ad081e9b25589bea6c0a3207ef096
V2-B-N064-R064-C12-X02,structured,N64-R64,mandatory_requirement_carrier,1,1,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C12-X02/jump_highs_tagged_cover__full_fixed_point.toml,d9fbc533012e7ab7beabf835aa963afb327ad081e9b25589bea6c0a3207ef096
V2-B-N064-R064-C12-X02,structured,N64-R64,mandatory_strategy,1,1,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C12-X02/jump_highs_tagged_cover__full_fixed_point.toml,d9fbc533012e7ab7beabf835aa963afb327ad081e9b25589bea6c0a3207ef096
V2-B-N064-R064-C12-X02,structured,N64-R64,redundant_requirement,28,0,28,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C12-X02/jump_highs_tagged_cover__full_fixed_point.toml,d9fbc533012e7ab7beabf835aa963afb327ad081e9b25589bea6c0a3207ef096
V2-B-N064-R064-C14-X01,structured,N64-R64,empty_contribution,47,47,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C14-X01/jump_highs_tagged_cover__full_fixed_point.toml,0e7128b2e7ec9f9241ffae903dff470dc305258653b036307a5f15c8efd0c3bc
V2-B-N064-R064-C14-X01,structured,N64-R64,mandatory_strategy_propagation,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C14-X01/jump_highs_tagged_cover__full_fixed_point.toml,0e7128b2e7ec9f9241ffae903dff470dc305258653b036307a5f15c8efd0c3bc
V2-B-N064-R064-C14-X01,structured,N64-R64,duplicate_coverage,1,7,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C14-X01/jump_highs_tagged_cover__full_fixed_point.toml,0e7128b2e7ec9f9241ffae903dff470dc305258653b036307a5f15c8efd0c3bc
V2-B-N064-R064-C14-X01,structured,N64-R64,coverage_dominance,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C14-X01/jump_highs_tagged_cover__full_fixed_point.toml,0e7128b2e7ec9f9241ffae903dff470dc305258653b036307a5f15c8efd0c3bc
V2-B-N064-R064-C14-X01,structured,N64-R64,forced_selection_propagation,9,0,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C14-X01/jump_highs_tagged_cover__full_fixed_point.toml,0e7128b2e7ec9f9241ffae903dff470dc305258653b036307a5f15c8efd0c3bc
V2-B-N064-R064-C14-X01,structured,N64-R64,infeasible_requirement,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C14-X01/jump_highs_tagged_cover__full_fixed_point.toml,0e7128b2e7ec9f9241ffae903dff470dc305258653b036307a5f15c8efd0c3bc
V2-B-N064-R064-C14-X01,structured,N64-R64,mandatory_requirement_carrier,9,9,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C14-X01/jump_highs_tagged_cover__full_fixed_point.toml,0e7128b2e7ec9f9241ffae903dff470dc305258653b036307a5f15c8efd0c3bc
V2-B-N064-R064-C14-X01,structured,N64-R64,mandatory_strategy,1,1,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C14-X01/jump_highs_tagged_cover__full_fixed_point.toml,0e7128b2e7ec9f9241ffae903dff470dc305258653b036307a5f15c8efd0c3bc
V2-B-N064-R064-C14-X01,structured,N64-R64,redundant_requirement,2,0,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C14-X01/jump_highs_tagged_cover__full_fixed_point.toml,0e7128b2e7ec9f9241ffae903dff470dc305258653b036307a5f15c8efd0c3bc
V2-B-N064-R064-C14-X02,structured,N64-R64,empty_contribution,47,47,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C14-X02/jump_highs_tagged_cover__full_fixed_point.toml,9bf46983272dbd56c1a26e230ed5c69f9e89762cc51dc925876afbae203a14f8
V2-B-N064-R064-C14-X02,structured,N64-R64,mandatory_strategy_propagation,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C14-X02/jump_highs_tagged_cover__full_fixed_point.toml,9bf46983272dbd56c1a26e230ed5c69f9e89762cc51dc925876afbae203a14f8
V2-B-N064-R064-C14-X02,structured,N64-R64,duplicate_coverage,1,7,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C14-X02/jump_highs_tagged_cover__full_fixed_point.toml,9bf46983272dbd56c1a26e230ed5c69f9e89762cc51dc925876afbae203a14f8
V2-B-N064-R064-C14-X02,structured,N64-R64,coverage_dominance,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C14-X02/jump_highs_tagged_cover__full_fixed_point.toml,9bf46983272dbd56c1a26e230ed5c69f9e89762cc51dc925876afbae203a14f8
V2-B-N064-R064-C14-X02,structured,N64-R64,forced_selection_propagation,9,0,30,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C14-X02/jump_highs_tagged_cover__full_fixed_point.toml,9bf46983272dbd56c1a26e230ed5c69f9e89762cc51dc925876afbae203a14f8
V2-B-N064-R064-C14-X02,structured,N64-R64,infeasible_requirement,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C14-X02/jump_highs_tagged_cover__full_fixed_point.toml,9bf46983272dbd56c1a26e230ed5c69f9e89762cc51dc925876afbae203a14f8
V2-B-N064-R064-C14-X02,structured,N64-R64,mandatory_requirement_carrier,9,9,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C14-X02/jump_highs_tagged_cover__full_fixed_point.toml,9bf46983272dbd56c1a26e230ed5c69f9e89762cc51dc925876afbae203a14f8
V2-B-N064-R064-C14-X02,structured,N64-R64,mandatory_strategy,1,1,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C14-X02/jump_highs_tagged_cover__full_fixed_point.toml,9bf46983272dbd56c1a26e230ed5c69f9e89762cc51dc925876afbae203a14f8
V2-B-N064-R064-C14-X02,structured,N64-R64,redundant_requirement,2,0,34,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C14-X02/jump_highs_tagged_cover__full_fixed_point.toml,9bf46983272dbd56c1a26e230ed5c69f9e89762cc51dc925876afbae203a14f8
V2-B-N064-R064-C15-X01,structured,N64-R64,empty_contribution,39,39,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C15-X01/jump_highs_tagged_cover__full_fixed_point.toml,e9cd5cf1b9c8175e2b25a8ee400ec2068c9f08ef3fd0e61deb7716dfb003824b
V2-B-N064-R064-C15-X01,structured,N64-R64,mandatory_strategy_propagation,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C15-X01/jump_highs_tagged_cover__full_fixed_point.toml,e9cd5cf1b9c8175e2b25a8ee400ec2068c9f08ef3fd0e61deb7716dfb003824b
V2-B-N064-R064-C15-X01,structured,N64-R64,duplicate_coverage,1,15,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C15-X01/jump_highs_tagged_cover__full_fixed_point.toml,e9cd5cf1b9c8175e2b25a8ee400ec2068c9f08ef3fd0e61deb7716dfb003824b
V2-B-N064-R064-C15-X01,structured,N64-R64,coverage_dominance,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C15-X01/jump_highs_tagged_cover__full_fixed_point.toml,e9cd5cf1b9c8175e2b25a8ee400ec2068c9f08ef3fd0e61deb7716dfb003824b
V2-B-N064-R064-C15-X01,structured,N64-R64,forced_selection_propagation,9,0,38,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C15-X01/jump_highs_tagged_cover__full_fixed_point.toml,e9cd5cf1b9c8175e2b25a8ee400ec2068c9f08ef3fd0e61deb7716dfb003824b
V2-B-N064-R064-C15-X01,structured,N64-R64,infeasible_requirement,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C15-X01/jump_highs_tagged_cover__full_fixed_point.toml,e9cd5cf1b9c8175e2b25a8ee400ec2068c9f08ef3fd0e61deb7716dfb003824b
V2-B-N064-R064-C15-X01,structured,N64-R64,mandatory_requirement_carrier,9,9,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C15-X01/jump_highs_tagged_cover__full_fixed_point.toml,e9cd5cf1b9c8175e2b25a8ee400ec2068c9f08ef3fd0e61deb7716dfb003824b
V2-B-N064-R064-C15-X01,structured,N64-R64,mandatory_strategy,1,1,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C15-X01/jump_highs_tagged_cover__full_fixed_point.toml,e9cd5cf1b9c8175e2b25a8ee400ec2068c9f08ef3fd0e61deb7716dfb003824b
V2-B-N064-R064-C15-X01,structured,N64-R64,redundant_requirement,6,0,26,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C15-X01/jump_highs_tagged_cover__full_fixed_point.toml,e9cd5cf1b9c8175e2b25a8ee400ec2068c9f08ef3fd0e61deb7716dfb003824b
V2-B-N064-R064-C15-X02,structured,N64-R64,empty_contribution,39,39,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C15-X02/jump_highs_tagged_cover__full_fixed_point.toml,99ff38d769660701e7b6ce93debe3cd9eee3917eeb9460c9c0261457e738d5e3
V2-B-N064-R064-C15-X02,structured,N64-R64,mandatory_strategy_propagation,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C15-X02/jump_highs_tagged_cover__full_fixed_point.toml,99ff38d769660701e7b6ce93debe3cd9eee3917eeb9460c9c0261457e738d5e3
V2-B-N064-R064-C15-X02,structured,N64-R64,duplicate_coverage,1,15,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C15-X02/jump_highs_tagged_cover__full_fixed_point.toml,99ff38d769660701e7b6ce93debe3cd9eee3917eeb9460c9c0261457e738d5e3
V2-B-N064-R064-C15-X02,structured,N64-R64,coverage_dominance,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C15-X02/jump_highs_tagged_cover__full_fixed_point.toml,99ff38d769660701e7b6ce93debe3cd9eee3917eeb9460c9c0261457e738d5e3
V2-B-N064-R064-C15-X02,structured,N64-R64,forced_selection_propagation,9,0,35,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C15-X02/jump_highs_tagged_cover__full_fixed_point.toml,99ff38d769660701e7b6ce93debe3cd9eee3917eeb9460c9c0261457e738d5e3
V2-B-N064-R064-C15-X02,structured,N64-R64,infeasible_requirement,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C15-X02/jump_highs_tagged_cover__full_fixed_point.toml,99ff38d769660701e7b6ce93debe3cd9eee3917eeb9460c9c0261457e738d5e3
V2-B-N064-R064-C15-X02,structured,N64-R64,mandatory_requirement_carrier,9,9,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C15-X02/jump_highs_tagged_cover__full_fixed_point.toml,99ff38d769660701e7b6ce93debe3cd9eee3917eeb9460c9c0261457e738d5e3
V2-B-N064-R064-C15-X02,structured,N64-R64,mandatory_strategy,1,1,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C15-X02/jump_highs_tagged_cover__full_fixed_point.toml,99ff38d769660701e7b6ce93debe3cd9eee3917eeb9460c9c0261457e738d5e3
V2-B-N064-R064-C15-X02,structured,N64-R64,redundant_requirement,3,0,29,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C15-X02/jump_highs_tagged_cover__full_fixed_point.toml,99ff38d769660701e7b6ce93debe3cd9eee3917eeb9460c9c0261457e738d5e3
V2-B-N064-R064-C16-X01,structured,N64-R64,empty_contribution,12,12,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C16-X01/jump_highs_tagged_cover__full_fixed_point.toml,50419e5b110678a320cc1eb7a9a03c2420034d4f1b95daff2fa94fd78062f4c9
V2-B-N064-R064-C16-X01,structured,N64-R64,mandatory_strategy_propagation,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C16-X01/jump_highs_tagged_cover__full_fixed_point.toml,50419e5b110678a320cc1eb7a9a03c2420034d4f1b95daff2fa94fd78062f4c9
V2-B-N064-R064-C16-X01,structured,N64-R64,duplicate_coverage,4,11,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C16-X01/jump_highs_tagged_cover__full_fixed_point.toml,50419e5b110678a320cc1eb7a9a03c2420034d4f1b95daff2fa94fd78062f4c9
V2-B-N064-R064-C16-X01,structured,N64-R64,coverage_dominance,39,39,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C16-X01/jump_highs_tagged_cover__full_fixed_point.toml,50419e5b110678a320cc1eb7a9a03c2420034d4f1b95daff2fa94fd78062f4c9
V2-B-N064-R064-C16-X01,structured,N64-R64,forced_selection_propagation,1,0,4,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C16-X01/jump_highs_tagged_cover__full_fixed_point.toml,50419e5b110678a320cc1eb7a9a03c2420034d4f1b95daff2fa94fd78062f4c9
V2-B-N064-R064-C16-X01,structured,N64-R64,infeasible_requirement,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C16-X01/jump_highs_tagged_cover__full_fixed_point.toml,50419e5b110678a320cc1eb7a9a03c2420034d4f1b95daff2fa94fd78062f4c9
V2-B-N064-R064-C16-X01,structured,N64-R64,mandatory_requirement_carrier,1,1,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C16-X01/jump_highs_tagged_cover__full_fixed_point.toml,50419e5b110678a320cc1eb7a9a03c2420034d4f1b95daff2fa94fd78062f4c9
V2-B-N064-R064-C16-X01,structured,N64-R64,mandatory_strategy,1,1,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C16-X01/jump_highs_tagged_cover__full_fixed_point.toml,50419e5b110678a320cc1eb7a9a03c2420034d4f1b95daff2fa94fd78062f4c9
V2-B-N064-R064-C16-X01,structured,N64-R64,redundant_requirement,35,0,60,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C16-X01/jump_highs_tagged_cover__full_fixed_point.toml,50419e5b110678a320cc1eb7a9a03c2420034d4f1b95daff2fa94fd78062f4c9
V2-B-N064-R064-C16-X02,structured,N64-R64,empty_contribution,17,17,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C16-X02/jump_highs_tagged_cover__full_fixed_point.toml,82ad83b4331667295237606c2e3374fefe1cd5ae5715ab983e7f8bb72b5f22b1
V2-B-N064-R064-C16-X02,structured,N64-R64,mandatory_strategy_propagation,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C16-X02/jump_highs_tagged_cover__full_fixed_point.toml,82ad83b4331667295237606c2e3374fefe1cd5ae5715ab983e7f8bb72b5f22b1
V2-B-N064-R064-C16-X02,structured,N64-R64,duplicate_coverage,4,13,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C16-X02/jump_highs_tagged_cover__full_fixed_point.toml,82ad83b4331667295237606c2e3374fefe1cd5ae5715ab983e7f8bb72b5f22b1
V2-B-N064-R064-C16-X02,structured,N64-R64,coverage_dominance,32,32,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C16-X02/jump_highs_tagged_cover__full_fixed_point.toml,82ad83b4331667295237606c2e3374fefe1cd5ae5715ab983e7f8bb72b5f22b1
V2-B-N064-R064-C16-X02,structured,N64-R64,forced_selection_propagation,1,0,12,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C16-X02/jump_highs_tagged_cover__full_fixed_point.toml,82ad83b4331667295237606c2e3374fefe1cd5ae5715ab983e7f8bb72b5f22b1
V2-B-N064-R064-C16-X02,structured,N64-R64,infeasible_requirement,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C16-X02/jump_highs_tagged_cover__full_fixed_point.toml,82ad83b4331667295237606c2e3374fefe1cd5ae5715ab983e7f8bb72b5f22b1
V2-B-N064-R064-C16-X02,structured,N64-R64,mandatory_requirement_carrier,1,1,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C16-X02/jump_highs_tagged_cover__full_fixed_point.toml,82ad83b4331667295237606c2e3374fefe1cd5ae5715ab983e7f8bb72b5f22b1
V2-B-N064-R064-C16-X02,structured,N64-R64,mandatory_strategy,1,1,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C16-X02/jump_highs_tagged_cover__full_fixed_point.toml,82ad83b4331667295237606c2e3374fefe1cd5ae5715ab983e7f8bb72b5f22b1
V2-B-N064-R064-C16-X02,structured,N64-R64,redundant_requirement,24,0,52,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C16-X02/jump_highs_tagged_cover__full_fixed_point.toml,82ad83b4331667295237606c2e3374fefe1cd5ae5715ab983e7f8bb72b5f22b1
V2-B-N192-R032-C01-X01,structured,N192-R32,empty_contribution,118,118,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C01-X01/jump_highs_tagged_cover__full_fixed_point.toml,90d178d49e9b505b4bc9e63f64ebed7b245dc858891d799b92becb5b2dd78e03
V2-B-N192-R032-C01-X01,structured,N192-R32,mandatory_strategy_propagation,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C01-X01/jump_highs_tagged_cover__full_fixed_point.toml,90d178d49e9b505b4bc9e63f64ebed7b245dc858891d799b92becb5b2dd78e03
V2-B-N192-R032-C01-X01,structured,N192-R32,duplicate_coverage,6,19,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C01-X01/jump_highs_tagged_cover__full_fixed_point.toml,90d178d49e9b505b4bc9e63f64ebed7b245dc858891d799b92becb5b2dd78e03
V2-B-N192-R032-C01-X01,structured,N192-R32,coverage_dominance,43,43,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C01-X01/jump_highs_tagged_cover__full_fixed_point.toml,90d178d49e9b505b4bc9e63f64ebed7b245dc858891d799b92becb5b2dd78e03
V2-B-N192-R032-C01-X01,structured,N192-R32,forced_selection_propagation,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C01-X01/jump_highs_tagged_cover__full_fixed_point.toml,90d178d49e9b505b4bc9e63f64ebed7b245dc858891d799b92becb5b2dd78e03
V2-B-N192-R032-C01-X01,structured,N192-R32,infeasible_requirement,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C01-X01/jump_highs_tagged_cover__full_fixed_point.toml,90d178d49e9b505b4bc9e63f64ebed7b245dc858891d799b92becb5b2dd78e03
V2-B-N192-R032-C01-X01,structured,N192-R32,mandatory_requirement_carrier,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C01-X01/jump_highs_tagged_cover__full_fixed_point.toml,90d178d49e9b505b4bc9e63f64ebed7b245dc858891d799b92becb5b2dd78e03
V2-B-N192-R032-C01-X01,structured,N192-R32,mandatory_strategy,1,1,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C01-X01/jump_highs_tagged_cover__full_fixed_point.toml,90d178d49e9b505b4bc9e63f64ebed7b245dc858891d799b92becb5b2dd78e03
V2-B-N192-R032-C01-X01,structured,N192-R32,redundant_requirement,17,0,17,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C01-X01/jump_highs_tagged_cover__full_fixed_point.toml,90d178d49e9b505b4bc9e63f64ebed7b245dc858891d799b92becb5b2dd78e03
V2-B-N192-R032-C01-X02,structured,N192-R32,empty_contribution,122,122,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C01-X02/jump_highs_tagged_cover__full_fixed_point.toml,31eab0d81c4bc75de0d56ce7f5817b0aecdb2a8f3c62faa43fec62641ef4f5b9
V2-B-N192-R032-C01-X02,structured,N192-R32,mandatory_strategy_propagation,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C01-X02/jump_highs_tagged_cover__full_fixed_point.toml,31eab0d81c4bc75de0d56ce7f5817b0aecdb2a8f3c62faa43fec62641ef4f5b9
V2-B-N192-R032-C01-X02,structured,N192-R32,duplicate_coverage,6,15,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C01-X02/jump_highs_tagged_cover__full_fixed_point.toml,31eab0d81c4bc75de0d56ce7f5817b0aecdb2a8f3c62faa43fec62641ef4f5b9
V2-B-N192-R032-C01-X02,structured,N192-R32,coverage_dominance,44,44,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C01-X02/jump_highs_tagged_cover__full_fixed_point.toml,31eab0d81c4bc75de0d56ce7f5817b0aecdb2a8f3c62faa43fec62641ef4f5b9
V2-B-N192-R032-C01-X02,structured,N192-R32,forced_selection_propagation,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C01-X02/jump_highs_tagged_cover__full_fixed_point.toml,31eab0d81c4bc75de0d56ce7f5817b0aecdb2a8f3c62faa43fec62641ef4f5b9
V2-B-N192-R032-C01-X02,structured,N192-R32,infeasible_requirement,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C01-X02/jump_highs_tagged_cover__full_fixed_point.toml,31eab0d81c4bc75de0d56ce7f5817b0aecdb2a8f3c62faa43fec62641ef4f5b9
V2-B-N192-R032-C01-X02,structured,N192-R32,mandatory_requirement_carrier,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C01-X02/jump_highs_tagged_cover__full_fixed_point.toml,31eab0d81c4bc75de0d56ce7f5817b0aecdb2a8f3c62faa43fec62641ef4f5b9
V2-B-N192-R032-C01-X02,structured,N192-R32,mandatory_strategy,1,1,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C01-X02/jump_highs_tagged_cover__full_fixed_point.toml,31eab0d81c4bc75de0d56ce7f5817b0aecdb2a8f3c62faa43fec62641ef4f5b9
V2-B-N192-R032-C01-X02,structured,N192-R32,redundant_requirement,17,0,17,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C01-X02/jump_highs_tagged_cover__full_fixed_point.toml,31eab0d81c4bc75de0d56ce7f5817b0aecdb2a8f3c62faa43fec62641ef4f5b9
V2-B-N192-R032-C02-X01,structured,N192-R32,empty_contribution,161,161,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C02-X01/jump_highs_tagged_cover__full_fixed_point.toml,171d4565d5e564f6b3f9dfd10b0875decee5954b2b35b37b680c5dcac671d79c
V2-B-N192-R032-C02-X01,structured,N192-R32,mandatory_strategy_propagation,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C02-X01/jump_highs_tagged_cover__full_fixed_point.toml,171d4565d5e564f6b3f9dfd10b0875decee5954b2b35b37b680c5dcac671d79c
V2-B-N192-R032-C02-X01,structured,N192-R32,duplicate_coverage,3,19,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C02-X01/jump_highs_tagged_cover__full_fixed_point.toml,171d4565d5e564f6b3f9dfd10b0875decee5954b2b35b37b680c5dcac671d79c
V2-B-N192-R032-C02-X01,structured,N192-R32,coverage_dominance,6,6,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C02-X01/jump_highs_tagged_cover__full_fixed_point.toml,171d4565d5e564f6b3f9dfd10b0875decee5954b2b35b37b680c5dcac671d79c
V2-B-N192-R032-C02-X01,structured,N192-R32,forced_selection_propagation,5,0,25,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C02-X01/jump_highs_tagged_cover__full_fixed_point.toml,171d4565d5e564f6b3f9dfd10b0875decee5954b2b35b37b680c5dcac671d79c
V2-B-N192-R032-C02-X01,structured,N192-R32,infeasible_requirement,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C02-X01/jump_highs_tagged_cover__full_fixed_point.toml,171d4565d5e564f6b3f9dfd10b0875decee5954b2b35b37b680c5dcac671d79c
V2-B-N192-R032-C02-X01,structured,N192-R32,mandatory_requirement_carrier,5,5,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C02-X01/jump_highs_tagged_cover__full_fixed_point.toml,171d4565d5e564f6b3f9dfd10b0875decee5954b2b35b37b680c5dcac671d79c
V2-B-N192-R032-C02-X01,structured,N192-R32,mandatory_strategy,1,1,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C02-X01/jump_highs_tagged_cover__full_fixed_point.toml,171d4565d5e564f6b3f9dfd10b0875decee5954b2b35b37b680c5dcac671d79c
V2-B-N192-R032-C02-X01,structured,N192-R32,redundant_requirement,7,0,7,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C02-X01/jump_highs_tagged_cover__full_fixed_point.toml,171d4565d5e564f6b3f9dfd10b0875decee5954b2b35b37b680c5dcac671d79c
V2-B-N192-R032-C02-X02,structured,N192-R32,empty_contribution,159,159,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C02-X02/jump_highs_tagged_cover__full_fixed_point.toml,8be2277c107e40d270d4ba1dc5049fea4641fca6a7f3449b6a1703bf94d107a1
V2-B-N192-R032-C02-X02,structured,N192-R32,mandatory_strategy_propagation,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C02-X02/jump_highs_tagged_cover__full_fixed_point.toml,8be2277c107e40d270d4ba1dc5049fea4641fca6a7f3449b6a1703bf94d107a1
V2-B-N192-R032-C02-X02,structured,N192-R32,duplicate_coverage,3,20,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C02-X02/jump_highs_tagged_cover__full_fixed_point.toml,8be2277c107e40d270d4ba1dc5049fea4641fca6a7f3449b6a1703bf94d107a1
V2-B-N192-R032-C02-X02,structured,N192-R32,coverage_dominance,7,7,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C02-X02/jump_highs_tagged_cover__full_fixed_point.toml,8be2277c107e40d270d4ba1dc5049fea4641fca6a7f3449b6a1703bf94d107a1
V2-B-N192-R032-C02-X02,structured,N192-R32,forced_selection_propagation,5,0,25,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C02-X02/jump_highs_tagged_cover__full_fixed_point.toml,8be2277c107e40d270d4ba1dc5049fea4641fca6a7f3449b6a1703bf94d107a1
V2-B-N192-R032-C02-X02,structured,N192-R32,infeasible_requirement,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C02-X02/jump_highs_tagged_cover__full_fixed_point.toml,8be2277c107e40d270d4ba1dc5049fea4641fca6a7f3449b6a1703bf94d107a1
