trial_id,corner,raw_library_ids,raw_library_valid,frontier,closure,passive_value,research_option_premium,total_value,shared_catalog,shared_closure,raw_compressed_value_gate
444,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,15//4;21//4;4//1,core_a;core_b;core_c;expansion,2275//192,61//256,9283//768,true,true,true
445,L00,base_1;base_2;base_3;inactive,true,15//4;15//4;4//1,core_a;core_b;core_c,4025//384,0//1,4025//384,true,true,true
445,L01,base_1;base_2;base_3;closure_carrier;inactive,true,15//4;15//4;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,4025//384,0//1,4025//384,true,true,true
445,L10,base_1;base_2;base_3;frontier_addition;inactive,true,15//4;21//4;4//1,core_a;core_b;core_c,2275//192,0//1,2275//192,true,true,true
445,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,15//4;21//4;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,2275//192,0//1,2275//192,true,true,true
446,L00,base_1;base_2;base_3;inactive,true,4//1;4//1;15//4,core_a;core_b;core_c,8225//768,41359//16384,650477//49152,true,true,true
446,L01,base_1;base_2;base_3;closure_carrier;inactive,true,4//1;4//1;15//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,8225//768,41359//16384,650477//49152,true,true,true
446,L10,base_1;base_2;base_3;frontier_addition;inactive,true,21//4;4//1;15//4,core_a;core_b;core_c,2275//192,7771//4096,168913//12288,true,true,true
446,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,21//4;4//1;15//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,2275//192,7771//4096,168913//12288,true,true,true
447,L00,base_1;base_2;base_3;inactive,true,4//1;17//4;15//4,core_a;core_b;core_c,175//16,0//1,175//16,true,true,true
447,L01,base_1;base_2;base_3;closure_carrier;inactive,true,4//1;17//4;15//4,core_a;core_b;core_c;expansion,175//16,0//1,175//16,true,true,true
447,L10,base_1;base_2;base_3;frontier_addition;inactive,true,4//1;17//4;5//1,core_a;core_b;core_c,9275//768,0//1,9275//768,true,true,true
447,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,4//1;17//4;5//1,core_a;core_b;core_c;expansion,9275//768,0//1,9275//768,true,true,true
448,L00,base_1;base_2;base_3;inactive,true,23//4;6//1;6//1,core_a;core_b;core_c,12425//768,0//1,12425//768,true,true,true
448,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;6//1;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,12425//768,0//1,12425//768,true,true,true
448,L10,base_1;base_2;base_3;frontier_addition;inactive,true,23//4;6//1;31//4,core_a;core_b;core_c,2275//128,0//1,2275//128,true,true,true
448,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,23//4;6//1;31//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,2275//128,0//1,2275//128,true,true,true
449,L00,base_1;base_2;base_3;inactive,true,25//4;6//1;25//4,core_a;core_b;core_c,6475//384,7349//49152,836149//49152,true,true,true
449,L01,base_1;base_2;base_3;closure_carrier;inactive,true,25//4;6//1;25//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,6475//384,7349//49152,836149//49152,true,true,true
449,L10,base_1;base_2;base_3;frontier_addition;inactive,true,25//4;8//1;25//4,core_a;core_b;core_c,7175//384,0//1,7175//384,true,true,true
449,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,25//4;8//1;25//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,7175//384,0//1,7175//384,true,true,true
450,L00,base_1;base_2;base_3;inactive,true,23//4;6//1;6//1,core_a;core_b;core_c,12425//768,1117//1024,53051//3072,true,true,true
450,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;6//1;6//1,core_a;core_b;core_c;expansion,12425//768,1117//1024,53051//3072,true,true,true
450,L10,base_1;base_2;base_3;frontier_addition;inactive,true,23//4;6//1;8//1,core_a;core_b;core_c,13825//768,8633//49152,297811//16384,true,true,true
450,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,23//4;6//1;8//1,core_a;core_b;core_c;expansion,13825//768,8633//49152,297811//16384,true,true,true
451,L00,base_1;base_2;base_3;inactive,true,4//1;17//4;4//1,core_a;core_b;core_c,8575//768,271//1024,35113//3072,true,true,true
451,L01,base_1;base_2;base_3;closure_carrier;inactive,true,4//1;17//4;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,8575//768,271//1024,35113//3072,true,true,true
451,L10,base_1;base_2;base_3;frontier_addition;inactive,true,4//1;17//4;21//4,core_a;core_b;core_c,1575//128,17//128,199//16,true,true,true
451,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,4//1;17//4;21//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,1575//128,17//128,199//16,true,true,true
452,L00,base_1;base_2;base_3;inactive,true,17//4;17//4;4//1,core_a;core_b;core_c,4375//384,0//1,4375//384,true,true,true
452,L01,base_1;base_2;base_3;closure_carrier;inactive,true,17//4;17//4;4//1,core_a;core_b;core_c;expansion,4375//384,0//1,4375//384,true,true,true
452,L10,base_1;base_2;base_3;frontier_addition;inactive,true,17//4;19//4;4//1,core_a;core_b;core_c,2275//192,0//1,2275//192,true,true,true
452,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,17//4;19//4;4//1,core_a;core_b;core_c;expansion,2275//192,0//1,2275//192,true,true,true
453,L00,base_1;base_2;base_3;inactive,true,4//1;4//1;15//4,core_a;core_b;core_c,8225//768,7771//4096,154913//12288,true,true,true
453,L01,base_1;base_2;base_3;closure_carrier;inactive,true,4//1;4//1;15//4,core_a;core_b;core_c;expansion,8225//768,7771//4096,154913//12288,true,true,true
453,L10,base_1;base_2;base_3;frontier_addition;inactive,true,4//1;4//1;19//4,core_a;core_b;core_c,2975//256,1429//1024,13329//1024,true,true,true
453,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,4//1;4//1;19//4,core_a;core_b;core_c;expansion,2975//256,1429//1024,13329//1024,true,true,true
454,L00,base_1;base_2;base_3;inactive,true,25//4;25//4;25//4,core_a;core_b;core_c,4375//256,7771//4096,77771//4096,true,true,true
454,L01,base_1;base_2;base_3;closure_carrier;inactive,true,25//4;25//4;25//4,core_a;core_b;core_c;expansion,4375//256,7771//4096,77771//4096,true,true,true
454,L10,base_1;base_2;base_3;frontier_addition;inactive,true,33//4;25//4;25//4,core_a;core_b;core_c,14525//768,3661//4096,243383//12288,true,true,true
454,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,33//4;25//4;25//4,core_a;core_b;core_c;expansion,14525//768,3661//4096,243383//12288,true,true,true
455,L00,base_1;base_2;base_3;inactive,true,4//1;17//4;17//4,core_a;core_b;core_c,4375//384,0//1,4375//384,true,true,true
455,L01,base_1;base_2;base_3;closure_carrier;inactive,true,4//1;17//4;17//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,4375//384,0//1,4375//384,true,true,true
455,L10,base_1;base_2;base_3;frontier_addition;inactive,true,4//1;17//4;5//1,core_a;core_b;core_c,9275//768,0//1,9275//768,true,true,true
455,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,4//1;17//4;5//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,9275//768,0//1,9275//768,true,true,true
456,L00,base_1;base_2;base_3;inactive,true,6//1;25//4;25//4,core_a;core_b;core_c,6475//384,0//1,6475//384,true,true,true
456,L01,base_1;base_2;base_3;closure_carrier;inactive,true,6//1;25//4;25//4,core_a;core_b;core_c;expansion,6475//384,0//1,6475//384,true,true,true
456,L10,base_1;base_2;base_3;frontier_addition;inactive,true,33//4;25//4;25//4,core_a;core_b;core_c,14525//768,0//1,14525//768,true,true,true
456,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,33//4;25//4;25//4,core_a;core_b;core_c;expansion,14525//768,0//1,14525//768,true,true,true
457,L00,base_1;base_2;base_3;inactive,true,15//4;15//4;17//4,core_a;core_b;core_c,8225//768,0//1,8225//768,true,true,true
457,L01,base_1;base_2;base_3;closure_carrier;inactive,true,15//4;15//4;17//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,8225//768,0//1,8225//768,true,true,true
457,L10,base_1;base_2;base_3;frontier_addition;inactive,true,15//4;19//4;17//4,core_a;core_b;core_c,2975//256,0//1,2975//256,true,true,true
457,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,15//4;19//4;17//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,2975//256,0//1,2975//256,true,true,true
458,L00,base_1;base_2;base_3;inactive,true,23//4;25//4;23//4,core_a;core_b;core_c,12425//768,0//1,12425//768,true,true,true
458,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;25//4;23//4,core_a;core_b;core_c;expansion,12425//768,0//1,12425//768,true,true,true
458,L10,base_1;base_2;base_3;frontier_addition;inactive,true,33//4;25//4;23//4,core_a;core_b;core_c,4725//256,0//1,4725//256,true,true,true
458,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,33//4;25//4;23//4,core_a;core_b;core_c;expansion,4725//256,0//1,4725//256,true,true,true
459,L00,base_1;base_2;base_3;inactive,true,4//1;15//4;17//4,core_a;core_b;core_c,175//16,0//1,175//16,true,true,true
459,L01,base_1;base_2;base_3;closure_carrier;inactive,true,4//1;15//4;17//4,core_a;core_b;core_c;expansion,175//16,0//1,175//16,true,true,true
459,L10,base_1;base_2;base_3;frontier_addition;inactive,true,4//1;15//4;21//4,core_a;core_b;core_c,2275//192,0//1,2275//192,true,true,true
459,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,4//1;15//4;21//4,core_a;core_b;core_c;expansion,2275//192,0//1,2275//192,true,true,true
460,L00,base_1;base_2;base_3;inactive,true,4//1;4//1;17//4,core_a;core_b;core_c,8575//768,61909//16384,734527//49152,true,true,true
460,L01,base_1;base_2;base_3;closure_carrier;inactive,true,4//1;4//1;17//4,core_a;core_b;core_c;expansion,8575//768,61909//16384,734527//49152,true,true,true
460,L10,base_1;base_2;base_3;frontier_addition;inactive,true,4//1;4//1;5//1,core_a;core_b;core_c,2275//192,871//256,11713//768,true,true,true
460,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,4//1;4//1;5//1,core_a;core_b;core_c;expansion,2275//192,871//256,11713//768,true,true,true
461,L00,base_1;base_2;base_3;inactive,true,23//4;23//4;6//1,core_a;core_b;core_c,6125//384,13997//49152,265999//16384,true,true,true
461,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,6125//384,13997//49152,265999//16384,true,true,true
461,L10,base_1;base_2;base_3;frontier_addition;inactive,true,31//4;23//4;6//1,core_a;core_b;core_c,2275//128,0//1,2275//128,true,true,true
461,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,31//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,2275//128,0//1,2275//128,true,true,true
462,L00,base_1;base_2;base_3;inactive,true,17//4;4//1;17//4,core_a;core_b;core_c,4375//384,0//1,4375//384,true,true,true
462,L01,base_1;base_2;base_3;closure_carrier;inactive,true,17//4;4//1;17//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,4375//384,0//1,4375//384,true,true,true
462,L10,base_1;base_2;base_3;frontier_addition;inactive,true,19//4;4//1;17//4,core_a;core_b;core_c,2275//192,0//1,2275//192,true,true,true
462,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,19//4;4//1;17//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,2275//192,0//1,2275//192,true,true,true
463,L00,base_1;base_2;base_3;inactive,true,23//4;25//4;6//1,core_a;core_b;core_c,525//32,4913//2048,38513//2048,true,true,true
463,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;25//4;6//1,core_a;core_b;core_c;expansion,525//32,4913//2048,38513//2048,true,true,true
463,L10,base_1;base_2;base_3;frontier_addition;inactive,true,23//4;33//4;6//1,core_a;core_b;core_c,875//48,1429//1024,60287//3072,true,true,true
463,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,23//4;33//4;6//1,core_a;core_b;core_c;expansion,875//48,1429//1024,60287//3072,true,true,true
464,L00,base_1;base_2;base_3;inactive,true,17//4;4//1;15//4,core_a;core_b;core_c,175//16,0//1,175//16,true,true,true
464,L01,base_1;base_2;base_3;closure_carrier;inactive,true,17//4;4//1;15//4,core_a;core_b;core_c;expansion,175//16,0//1,175//16,true,true,true
464,L10,base_1;base_2;base_3;frontier_addition;inactive,true,19//4;4//1;15//4,core_a;core_b;core_c,4375//384,0//1,4375//384,true,true,true
464,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,19//4;4//1;15//4,core_a;core_b;core_c;expansion,4375//384,0//1,4375//384,true,true,true
465,L00,base_1;base_2;base_3;inactive,true,6//1;23//4;23//4,core_a;core_b;core_c,6125//384,257//512,25271//1536,true,true,true
465,L01,base_1;base_2;base_3;closure_carrier;inactive,true,6//1;23//4;23//4,core_a;core_b;core_c;expansion,6125//384,257//512,25271//1536,true,true,true
465,L10,base_1;base_2;base_3;frontier_addition;inactive,true,6//1;23//4;33//4,core_a;core_b;core_c,875//48,61//256,14183//768,true,true,true
465,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,6//1;23//4;33//4,core_a;core_b;core_c;expansion,875//48,61//256,14183//768,true,true,true
466,L00,base_1;base_2;base_3;inactive,true,23//4;6//1;25//4,core_a;core_b;core_c,525//32,0//1,525//32,true,true,true
466,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;6//1;25//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,525//32,0//1,525//32,true,true,true
466,L10,base_1;base_2;base_3;frontier_addition;inactive,true,23//4;6//1;31//4,core_a;core_b;core_c,2275//128,0//1,2275//128,true,true,true
466,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,23//4;6//1;31//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,2275//128,0//1,2275//128,true,true,true
467,L00,base_1;base_2;base_3;inactive,true,4//1;4//1;17//4,core_a;core_b;core_c,8575//768,61//256,4379//384,true,true,true
467,L01,base_1;base_2;base_3;closure_carrier;inactive,true,4//1;4//1;17//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,8575//768,61//256,4379//384,true,true,true
467,L10,base_1;base_2;base_3;frontier_addition;inactive,true,4//1;5//1;17//4,core_a;core_b;core_c,9275//768,17//128,9377//768,true,true,true
467,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,4//1;5//1;17//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,9275//768,17//128,9377//768,true,true,true
468,L00,base_1;base_2;base_3;inactive,true,23//4;6//1;23//4,core_a;core_b;core_c,6125//384,0//1,6125//384,true,true,true
468,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;6//1;23//4,core_a;core_b;core_c;expansion,6125//384,0//1,6125//384,true,true,true
468,L10,base_1;base_2;base_3;frontier_addition;inactive,true,23//4;33//4;23//4,core_a;core_b;core_c,13825//768,0//1,13825//768,true,true,true
468,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,23//4;33//4;23//4,core_a;core_b;core_c;expansion,13825//768,0//1,13825//768,true,true,true
469,L00,base_1;base_2;base_3;inactive,true,23//4;25//4;6//1,core_a;core_b;core_c,525//32,0//1,525//32,true,true,true
469,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;25//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,525//32,0//1,525//32,true,true,true
469,L10,base_1;base_2;base_3;frontier_addition;inactive,true,23//4;25//4;8//1,core_a;core_b;core_c,875//48,0//1,875//48,true,true,true
469,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,23//4;25//4;8//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,875//48,0//1,875//48,true,true,true
470,L00,base_1;base_2;base_3;inactive,true,4//1;4//1;17//4,core_a;core_b;core_c,8575//768,109//1024,34627//3072,true,true,true
470,L01,base_1;base_2;base_3;closure_carrier;inactive,true,4//1;4//1;17//4,core_a;core_b;core_c;expansion,8575//768,109//1024,34627//3072,true,true,true
470,L10,base_1;base_2;base_3;frontier_addition;inactive,true,19//4;4//1;17//4,core_a;core_b;core_c,2275//192,1447//24576,97549//8192,true,true,true
470,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,19//4;4//1;17//4,core_a;core_b;core_c;expansion,2275//192,1447//24576,97549//8192,true,true,true
471,L00,base_1;base_2;base_3;inactive,true,6//1;6//1;23//4,core_a;core_b;core_c,12425//768,0//1,12425//768,true,true,true
471,L01,base_1;base_2;base_3;closure_carrier;inactive,true,6//1;6//1;23//4,core_a;core_b;core_c;expansion,12425//768,0//1,12425//768,true,true,true
471,L10,base_1;base_2;base_3;frontier_addition;inactive,true,6//1;6//1;8//1,core_a;core_b;core_c,875//48,0//1,875//48,true,true,true
471,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,6//1;6//1;8//1,core_a;core_b;core_c;expansion,875//48,0//1,875//48,true,true,true
472,L00,base_1;base_2;base_3;inactive,true,17//4;4//1;15//4,core_a;core_b;core_c,175//16,34109//65536,750909//65536,true,true,true
472,L01,base_1;base_2;base_3;closure_carrier;inactive,true,17//4;4//1;15//4,core_a;core_b;core_c;expansion,175//16,34109//65536,750909//65536,true,true,true
472,L10,base_1;base_2;base_3;frontier_addition;inactive,true,5//1;4//1;15//4,core_a;core_b;core_c,2975//256,2867//12288,145667//12288,true,true,true
472,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,5//1;4//1;15//4,core_a;core_b;core_c;expansion,2975//256,2867//12288,145667//12288,true,true,true
473,L00,base_1;base_2;base_3;inactive,true,15//4;15//4;15//4,core_a;core_b;core_c,2625//256,0//1,2625//256,true,true,true
473,L01,base_1;base_2;base_3;closure_carrier;inactive,true,15//4;15//4;15//4,core_a;core_b;core_c;expansion,2625//256,0//1,2625//256,true,true,true
473,L10,base_1;base_2;base_3;frontier_addition;inactive,true,15//4;21//4;15//4,core_a;core_b;core_c,2975//256,0//1,2975//256,true,true,true
473,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,15//4;21//4;15//4,core_a;core_b;core_c;expansion,2975//256,0//1,2975//256,true,true,true
474,L00,base_1;base_2;base_3;inactive,true,6//1;6//1;23//4,core_a;core_b;core_c,12425//768,0//1,12425//768,true,true,true
474,L01,base_1;base_2;base_3;closure_carrier;inactive,true,6//1;6//1;23//4,core_a;core_b;core_c;expansion,12425//768,0//1,12425//768,true,true,true
474,L10,base_1;base_2;base_3;frontier_addition;inactive,true,8//1;6//1;23//4,core_a;core_b;core_c,13825//768,0//1,13825//768,true,true,true
474,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,8//1;6//1;23//4,core_a;core_b;core_c;expansion,13825//768,0//1,13825//768,true,true,true
475,L00,base_1;base_2;base_3;inactive,true,23//4;6//1;25//4,core_a;core_b;core_c,525//32,0//1,525//32,true,true,true
475,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;6//1;25//4,core_a;core_b;core_c;expansion,525//32,0//1,525//32,true,true,true
475,L10,base_1;base_2;base_3;frontier_addition;inactive,true,23//4;6//1;31//4,core_a;core_b;core_c,2275//128,0//1,2275//128,true,true,true
475,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,23//4;6//1;31//4,core_a;core_b;core_c;expansion,2275//128,0//1,2275//128,true,true,true
476,L00,base_1;base_2;base_3;inactive,true,17//4;17//4;4//1,core_a;core_b;core_c,4375//384,0//1,4375//384,true,true,true
476,L01,base_1;base_2;base_3;closure_carrier;inactive,true,17//4;17//4;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,4375//384,0//1,4375//384,true,true,true
476,L10,base_1;base_2;base_3;frontier_addition;inactive,true,19//4;17//4;4//1,core_a;core_b;core_c,2275//192,0//1,2275//192,true,true,true
476,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,19//4;17//4;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,2275//192,0//1,2275//192,true,true,true
477,L00,base_1;base_2;base_3;inactive,true,17//4;17//4;4//1,core_a;core_b;core_c,4375//384,54293//65536,2402879//196608,true,true,true
477,L01,base_1;base_2;base_3;closure_carrier;inactive,true,17//4;17//4;4//1,core_a;core_b;core_c;expansion,4375//384,54293//65536,2402879//196608,true,true,true
477,L10,base_1;base_2;base_3;frontier_addition;inactive,true,5//1;17//4;4//1,core_a;core_b;core_c,9275//768,10859//16384,626177//49152,true,true,true
477,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,5//1;17//4;4//1,core_a;core_b;core_c;expansion,9275//768,10859//16384,626177//49152,true,true,true
478,L00,base_1;base_2;base_3;inactive,true,6//1;6//1;6//1,core_a;core_b;core_c,525//32,26233//16384,295033//16384,true,true,true
478,L01,base_1;base_2;base_3;closure_carrier;inactive,true,6//1;6//1;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,525//32,26233//16384,295033//16384,true,true,true
478,L10,base_1;base_2;base_3;frontier_addition;inactive,true,33//4;6//1;6//1,core_a;core_b;core_c,4725//256,4477//4096,80077//4096,true,true,true
478,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,33//4;6//1;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,4725//256,4477//4096,80077//4096,true,true,true
479,L00,base_1;base_2;base_3;inactive,true,6//1;25//4;6//1,core_a;core_b;core_c,12775//768,56715//32768,1805345//98304,true,true,true
479,L01,base_1;base_2;base_3;closure_carrier;inactive,true,6//1;25//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,12775//768,56715//32768,1805345//98304,true,true,true
479,L10,base_1;base_2;base_3;frontier_addition;inactive,true,6//1;25//4;33//4,core_a;core_b;core_c,7175//384,1309//2048,118727//6144,true,true,true
479,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,6//1;25//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,7175//384,1309//2048,118727//6144,true,true,true
480,L00,base_1;base_2;base_3;inactive,true,23//4;23//4;25//4,core_a;core_b;core_c,12425//768,104355//65536,3493865//196608,true,true,true
480,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;23//4;25//4,core_a;core_b;core_c;expansion,12425//768,104355//65536,3493865//196608,true,true,true
480,L10,base_1;base_2;base_3;frontier_addition;inactive,true,23//4;31//4;25//4,core_a;core_b;core_c,13825//768,135707//196608,1224969//65536,true,true,true
480,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,23//4;31//4;25//4,core_a;core_b;core_c;expansion,13825//768,135707//196608,1224969//65536,true,true,true
481,L00,base_1;base_2;base_3;inactive,true,15//4;15//4;4//1,core_a;core_b;core_c,4025//384,135707//196608,732169//65536,true,true,true
481,L01,base_1;base_2;base_3;closure_carrier;inactive,true,15//4;15//4;4//1,core_a;core_b;core_c;expansion,4025//384,135707//196608,732169//65536,true,true,true
481,L10,base_1;base_2;base_3;frontier_addition;inactive,true,19//4;15//4;4//1,core_a;core_b;core_c,4375//384,1145//3072,36145//3072,true,true,true
481,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,19//4;15//4;4//1,core_a;core_b;core_c;expansion,4375//384,1145//3072,36145//3072,true,true,true
482,L00,base_1;base_2;base_3;inactive,true,25//4;23//4;25//4,core_a;core_b;core_c,12775//768,384063//262144,14233789//786432,true,true,true
482,L01,base_1;base_2;base_3;closure_carrier;inactive,true,25//4;23//4;25//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,12775//768,384063//262144,14233789//786432,true,true,true
482,L10,base_1;base_2;base_3;frontier_addition;inactive,true,25//4;23//4;8//1,core_a;core_b;core_c,875//48,10247//16384,926741//49152,true,true,true
482,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,25//4;23//4;8//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,875//48,10247//16384,926741//49152,true,true,true
483,L00,base_1;base_2;base_3;inactive,true,25//4;6//1;6//1,core_a;core_b;core_c,12775//768,49579//16384,966337//49152,true,true,true
483,L01,base_1;base_2;base_3;closure_carrier;inactive,true,25//4;6//1;6//1,core_a;core_b;core_c;expansion,12775//768,49579//16384,966337//49152,true,true,true
483,L10,base_1;base_2;base_3;frontier_addition;inactive,true,25//4;33//4;6//1,core_a;core_b;core_c,7175//384,7771//4096,252913//12288,true,true,true
483,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,25//4;33//4;6//1,core_a;core_b;core_c;expansion,7175//384,7771//4096,252913//12288,true,true,true
484,L00,base_1;base_2;base_3;inactive,true,25//4;23//4;25//4,core_a;core_b;core_c,12775//768,14721//16384,861763//49152,true,true,true
484,L01,base_1;base_2;base_3;closure_carrier;inactive,true,25//4;23//4;25//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,12775//768,14721//16384,861763//49152,true,true,true
484,L10,base_1;base_2;base_3;frontier_addition;inactive,true,25//4;23//4;33//4,core_a;core_b;core_c,4725//256,7483//16384,309883//16384,true,true,true
484,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,25//4;23//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,4725//256,7483//16384,309883//16384,true,true,true
485,L00,base_1;base_2;base_3;inactive,true,15//4;15//4;15//4,core_a;core_b;core_c,2625//256,4879//49152,508879//49152,true,true,true
485,L01,base_1;base_2;base_3;closure_carrier;inactive,true,15//4;15//4;15//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,2625//256,4879//49152,508879//49152,true,true,true
485,L10,base_1;base_2;base_3;frontier_addition;inactive,true,15//4;5//1;15//4,core_a;core_b;core_c,4375//384,0//1,4375//384,true,true,true
485,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,15//4;5//1;15//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,4375//384,0//1,4375//384,true,true,true
486,L00,base_1;base_2;base_3;inactive,true,6//1;6//1;23//4,core_a;core_b;core_c,12425//768,0//1,12425//768,true,true,true
486,L01,base_1;base_2;base_3;closure_carrier;inactive,true,6//1;6//1;23//4,core_a;core_b;core_c;expansion,12425//768,0//1,12425//768,true,true,true
486,L10,base_1;base_2;base_3;frontier_addition;inactive,true,6//1;31//4;23//4,core_a;core_b;core_c,2275//128,0//1,2275//128,true,true,true
486,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,6//1;31//4;23//4,core_a;core_b;core_c;expansion,2275//128,0//1,2275//128,true,true,true
487,L00,base_1;base_2;base_3;inactive,true,6//1;6//1;23//4,core_a;core_b;core_c,12425//768,0//1,12425//768,true,true,true
487,L01,base_1;base_2;base_3;closure_carrier;inactive,true,6//1;6//1;23//4,core_a;core_b;core_c;expansion,12425//768,0//1,12425//768,true,true,true
487,L10,base_1;base_2;base_3;frontier_addition;inactive,true,33//4;6//1;23//4,core_a;core_b;core_c,875//48,0//1,875//48,true,true,true
487,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,33//4;6//1;23//4,core_a;core_b;core_c;expansion,875//48,0//1,875//48,true,true,true
488,L00,base_1;base_2;base_3;inactive,true,25//4;25//4;23//4,core_a;core_b;core_c,12775//768,0//1,12775//768,true,true,true
488,L01,base_1;base_2;base_3;closure_carrier;inactive,true,25//4;25//4;23//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,12775//768,0//1,12775//768,true,true,true
