slice_factor,slice_level,n,metric,parameter,defined_n,exact_value
project_cost,low,512,registered_capacity_nonconcavity_frequency,all,512,31//256
project_cost,low,512,attainable_capacity_nonconcavity_frequency,all,512,473//512
project_cost,low,512,lambda_breakpoint_count,all,512,549//128
project_cost,low,512,positive_lambda_breakpoint_count,all,512,421//128
project_cost,low,512,normalized_value_capacity,B0,512,0//1
project_cost,low,512,normalized_value_capacity,B25,512,131639545568169595651508085158142820292887964054970495534359493402751029775396351562533087517388386292449894021143418947443604391995548060327991989128095888519182149428876174140547596281996816109724920394553614214514489832493109911719295625454893117295353730850496760512411051700537035971984302048010090051612123701149859504652190902521203798215164324893602336400946392510804509558694602719318709198026790885379738049468901374248648774920431444351434735989621809101334755740455330429810885240581023056840161624968169760692627609530842589218013428971716465852309684851441383545882173575666679800090449158933540255400830394119951965508627004911852962738118694945222318423204721917967061527238449952285977061354922154292981262225384766895517388598465514794103300113286878857729323450964745558039428426386156536003952104127939767541219//179589133013699644337355393522641990496174347397647420069508027366627055292275794837964489963068748383868615662096769954338621294019839003584499548518105533590209036818027095093002475024407334506892997338000955692572450729802097005887982799812153106554466532015476574718212151245636693059998888232828514382351165319438399173951196636816395748304239549202767105536560252721693866253571580364667525027449505613004923444069859829264058838918451334341768089317438845999074360264910077622966040953579331289767701236997535532191494512269501241466368086697792645711008338563620358844486248989433655142253847604806305713537197194732714238362993119335561403239251608904365995032379830099955272395215093452723682629380469025504123388065819509780901744096779449484731113298952051609844430296465630592257149997050316375773958254322311430144000
project_cost,low,512,normalized_value_capacity,B50,512,219363358767605736648463160006864154781399605644072847890244673244997711320279168286768471305197081509363083384842248837280808306701273925165650260745129679137255672303040224979952163502398490232278753023163020400558066341269934146788200997950532472542814523975322941159584986736527574187487840203081610292850146687068957529780116308874939293026543842776098238409368412339543737534653653216176440713940401346847621104721521475224476025401179466283056467364857941846070051660954179756642695032310756434282606096145139873954894828443155667864842954446432016685401649107066895229171372440358138660150358437274654719794852659533832219135671614615644887161//237499108212375128576487691387551497249791509058516915973608498128260026719913275829664899144471858156426145193974082942031938257036145791113557975805385949564437647401599911958182934842519265954052818530337740931888960590031348737917173003023652262516019016503180494774947307830300411577710782237182831230491346511450325919966949367234988050059130624870625595558585886223291016775910211513452445510276455187652950519260065811408113779387290177314774835730972097012791564573732949082190646195995861611497616129941889236528238140334607336229159021038291640937201848755675426202214594589719089959612340466578671220273668806537895801505999664771432448000
project_cost,low,512,normalized_value_capacity,B75,512,491850394521045240408701010870201426783067933086168408754763385298995728279955820575560452547500554217019616078471370192336036582075257881107816582031602655301124386729988015167983110056847720413790512625728138829322063309236112953679194762675117005513754427//495800640397135353738579768929171846244322242295001256610561504837192594553789940120134978476215836151420289070750384720223621637482370550297636466605759942066894092394798645570241928209251520045684960117330436706063472209062038508986941621076885069062799360
project_cost,low,512,normalized_value_capacity,B100,512,1//1
project_cost,low,512,registered_capacity_shadow,B0_B25,512,2311249375//603979776
project_cost,low,512,registered_capacity_shadow,B25_B50,512,21126429461//18119393280
project_cost,low,512,registered_capacity_shadow,B50_B75,512,1541137069//3623878656
project_cost,low,512,registered_capacity_shadow,B75_B100,512,1685563//23592960
project_cost,low,512,resource_demand_elasticity,E025_050,512,-534517//3548160
project_cost,low,512,operational_elasticity_contribution,E025_050,512,-122048287962316571180973763131729790462989693921018653969700147897886085567980861294836318776807561186251175537253968382434112688457106135990953172061309325167021221722302416184313581448791294612550168964126318085103627//4229936853003483555392760779292085321759533403060603288298899056179923457201997883579016450805416788196395739258687096831486122460062314265839020351852642733512716304092233722420862419592029964205510958666344583555635200
project_cost,low,512,generative_elasticity_contribution,E025_050,512,178582216720425566424281763126000293103793808373217582305501915926186517115927688970872426259311087848578293773083995983488637009130355677419913019859440432210925238942114294450060117521287818085982433945327009510578859515366653766990705792150574796689213759979952293257738142686652732954486995290389//68620975308848807640388546463402430606256409884814429695323991174165753779351823994339324850233468098362251500461387580937239535776291604245827971108624714827336363665437916696319176493825992701650884760284410608912503823229967729475987445474318774798350977941316984181490949787454449859442470653460480
project_cost,low,512,productive_value_elasticity,E025_050,512,-8144950164263468573464015166021378526362750241966089901587354974716493961655842089759080658261975288645387149841481487377447428617647363530098827225196432250828670794822340453594161811123473093793811640748725254509367317488066529738539743030187046417838079254772779619162749127697554044343019741953259//310271874004124991484053475635958358482834006416983904603259194543476733595633845333256755901773336616996783100172302698496130915352131894795729343050958638812597433798271919990534075534284990923732469370663961844125914416039806240932096344369527474566706574902127033739277261000691172809440836208230400
project_cost,low,512,resource_demand_elasticity,E050_100,512,-1075061//3548160
project_cost,low,512,operational_elasticity_contribution,E050_100,512,-17739245339167735851081882169227760500359510299357608893201712415094517365176016652239212929990846171078114069516889248408053744301099657621938096996887380013078345139391284640989023562673835118809737113323135984193974623050325699353731523557453432457460291489782740599508862397565410253846586020708387686441503341340024967019220656686316626778288448530656360287039148501380511673543638339741722185105137510267815596420993642655805693109113693659//201552262700140671490329317617254631562280912793941923133713218649843255784416184863145798116542554179378205221025496181839168350336101630498976330523388573262172678512508249692542861253138678944518057076008193863537783289268563883034547434837984323219774502605813390832430399037615397753136607300408696197116140965747624034104734206864968889200455209019206994497591150330996094794735576520834746897076508755645071328583147499680049273569167564800
project_cost,low,512,generative_elasticity_contribution,E050_100,512,9811738794089858467714530027975181273875320792350576376967750534658429880073253785212332107660235860485097725994072787734089282508809408319043048813276260526306072386898658255152771587678222498064946777787606329570645528499685390178024143701741021298488909705387537151423145375471672594943283012617000917517365242719265699133087911672898180329167735012076791477549022819593272455047403200107790614974744401251938902872704038308097392280787711619976588674091967809678818313010831202980159998215114335339//16267677281104519523347658718021040834526273073138999521076550106430107863204402437610661478778482445848862079699841826249267469609254975223063247631426232627614249665164715603695565994786792649174116248989640826344293217996642234731256403244623178906598218477667046608131690487416947446545250994120901834436522548368490353429522376021519529468884987998961108128430685528947213272827024369785691799321950267669284043178627593621427326948502747813836675630021403533350698112508220495073095987193325819494400
project_cost,low,512,productive_value_elasticity,E050_100,512,-3575282126781601257013496903074826068164741478712256558521039469603838166714037547777944739018701154990567639464194302124971927983816382383063917978798494494309065806487526542820996350505539018530486983617958155873824340781350931774996524749339366853969698765758882504810552783225078408621276107791811159501489799176960133627872277720762167801626174366089609799564907262900512817748387542633166083302829721913624563942771945641768535803350698082411438573572249023984630053060706969398396546527186591395912427//40902444786032474137173838412911745882341559395257093329658991664969722407598455683865176489728390821571281364557781996921344260974602469920442943238213174242876679607358925194624234117433586236333599191547961051242977910906790524735152331126501529237735266514745895151018753540042399584638028189405927968033189442347832733979746535325024671361664828434350280345143761320892110894182456679901682988991394159101370443813799381204215399420059837505125422461718552566745916569244635271397810599919988776839577600
project_cost,low,512,resource_demand_elasticity,E100_200,512,-116093//322560
project_cost,low,512,operational_elasticity_contribution,E100_200,512,-78181348808440273498246990247085880958298694137583357787894596501658705439366275478378023952125783774504948024452388987504334965901006441519368057196490815675650925905289490429357516877277925791831119909418667573996166807482034216178264443581378090858358575682382030337697//562363920680214187150873684775116273129696995826378638239073510413911115566514421404962294065203321628651758435862105380179122162632091966645070865023419175479179922464638676834084048049294852681715353755936798557131822604640205356631800761590774287639283772438060401561600
project_cost,low,512,generative_elasticity_contribution,E100_200,512,-83340446714141809380256058430274944509508127064936798749637761197814298024064512563685427233557336628578485479063993963043774532267560483404041028905250536541661146441616342265529094300134572331008857400724694866019259551349620767802780298857104349245196292311236574214076782564525238907617932178140672377291164377811130082149698780809738911797518453467938069084242627571//5651453517194755933257631022115998675463131457835978636094928570045683103493925741180256262407588836463175564316696943869886117465956325491327040080403583572457926628837004078928435000214742013604591392025890691694728100703242643689092703768113445674853288650119261763074686003952576359449883579420118487561019530566384983201725484754298505258945032650429438034792380825600
project_cost,low,512,productive_value_elasticity,E100_200,512,-2135183995618772592108314689102252851771175640460049244962183231782597070412886989861968597042473149279593458720437101035627240117864498526294982460161224971789015304126667840019028984692202286690038855755878701185320121301148016764441344069655555998444348447506210969960316899640325202688327082202919387393558317026003289203403231191066364536607342603507683007385505393676011//13885621291747515328013999421339008745612913991902999508885239496602243385284575546079889636735445771190022361526124391088310190613854691732190537477551604837529125727052519021927164795527621127426481050207613429493946943427867175544100773158254736023114530213343026151874503511711480115168363954635231123937424986601607903726639516041311427421227945222105129251484879688499200
project_cost,low,512,resource_demand_elasticity,E200_400,512,-6353//30720
project_cost,low,512,operational_elasticity_contribution,E200_400,512,-1574649089789388767139799027152997696402396645593255194544574673957190698909847939180354633962798354133960122232992614376974810775553814003438608537495633599228235230750743893236905983661848090799317320539799674434170013939202340886678095049937978873//15623946150114594078298483050011394143151013478374337243723598054324765319849627727380856801864514999146782897137622062245481319672453755036933229956462335753624721164993467746482877411095091546595272251187398837963408627966301027108187776060673966080
project_cost,low,512,generative_elasticity_contribution,E200_400,512,-22646002567285339211571142361647987164386683363169433009005295286459619174293835888214599393464918855663730496043741715243089864478214366072724562177914736659979007041856874474807779908565275626923543854849719618094055073899869176043519761544609195669427376714150520520682242944378713021421681978189//1349804123916137000137218715760332639218218721363990613761021228911738089196172056462222520068535162218592887229943701722763330088303935907482520019488354142564768376272409528081692151923830076873228075517476999743211494690155142216288264462470591719818083877640427086603741655992093047637684609679360
project_cost,low,512,productive_value_elasticity,E200_400,512,-95211071617535512329502637988494497342831767929323772983024681915026694079066199251492278036693230491654293275242595691660582777391776033783457964063096592371141120421203030797425213542874667242815651486150637614698077306668488569910749925800504664324856079614250587350037135621734141216443828573703//809882474349682200082331229456199583530931232818394368256612737347042853517703233877333512041121097331155732337966221033657998052982361544489512011693012485538861025763445716849015291154298046123936845310486199845926896814093085329772958677482355031890850326584256251962244993595255828582610765807616
project_cost,high,512,greedy_positive_frequency,all,512,0//1
project_cost,high,512,greedy_optimality_gap_mean,all,512,0//1
project_cost,high,512,greedy_optimality_gap_max,all,512,0//1
project_cost,high,512,safe_weight_compression_ratio,all,512,31//160
project_cost,high,512,safe_cardinality_compression_ratio,all,512,1//8
project_cost,high,512,frontier_only_positive_loss_frequency,all,512,105//512
project_cost,high,512,frontier_only_normalized_value_loss,all,512,3673708579298209502358698170767391678856323812003655619990591949568556544168272124528786657550240009309477984682440003668438445699923884742748678354544991692189746695504024810928751764832755084189609168936037149748793840476086247807568166345323764109911732249385090803974212791515841681372240885892626107328056937655605993855829530242708031139764828379884961160641774515//192672116657862537618732892509831508210259922147744800590149943269856598135408948440423556070476696959766956805352592191774367308232166705988349550407676754767442089104966883842444304610680443909282018873065483778517125442101442173924160531448070611310016122204232410391487980613500904049603238773647595757214745602593488268790504231080081949127225542743554702526590500864
project_cost,high,512,registered_capacity_nonconcavity_frequency,all,512,35//512
project_cost,high,512,attainable_capacity_nonconcavity_frequency,all,512,7//8
project_cost,high,512,lambda_breakpoint_count,all,512,247//64
project_cost,high,512,positive_lambda_breakpoint_count,all,512,183//64
project_cost,high,512,normalized_value_capacity,B0,512,0//1
project_cost,high,512,normalized_value_capacity,B25,512,3016914691646402740682229878439483909480993992425768145258894253589862088421843492681047662546288257174405805931546003869832297138690789364056387969757068410893088034513467818164790045647050583334622581727537805281525378352631458629079318537863957939086183569870494786083195927758896327289715716860157715306893567891326598714457268226527553179999584994508173206800295681205760535100195362251235607190559222684820319001550714641500561716561227//4142186863189774111430450209856758515077236001118775924491460158297001584093861348834756791627038638090858680939027850506019699609529274106900895463625476679567178369425124204459262309216431448928699960432744825710729256648645144017050376081635917936640296873297562215809733730428000690219630230066381670980205499757289444051213626053242519602414752821492921156699675087071222131510694648847490785627165240178431601134438427023807916277760000
project_cost,high,512,normalized_value_capacity,B50,512,125093152854709447752032804177011475891642716355905842801164982745108556957519438440490771947566801378749418844706993349451945740735244033437998830578324075070648287292569886006666383079454021414697855037793776948672334032043792602027723365848409036129123312657909022688103094483854268902100229505363718578353522458489878877749943//134983247957797282635316221103494483671589434055835939069753186551413696319346072638669663568953601053911429359729270964076535496991358788737951600847187511740873093184379151471364166735024391439036101833748404155712576286124468882154970967894313094669120086577335441459749664649110234385260980586930834697682622181709266354176000
project_cost,high,512,normalized_value_capacity,B75,512,33081904719446057315568913545739228198773951329720564989660122326091148606831063761790405774649942789//33209373490860412005836244716235393477100469834129121940673802701541087837673226756336709837940850688
project_cost,high,512,normalized_value_capacity,B100,512,1//1
project_cost,high,512,registered_capacity_shadow,B0_B25,512,261992348413//72477573120
project_cost,high,512,registered_capacity_shadow,B25_B50,512,169425050017//144955146240
project_cost,high,512,registered_capacity_shadow,B50_B75,512,60084879149//144955146240
project_cost,high,512,registered_capacity_shadow,B75_B100,512,38558521//1132462080
project_cost,high,512,resource_demand_elasticity,E025_050,512,-165173//1290240
project_cost,high,512,operational_elasticity_contribution,E025_050,512,-20014005184129008008612489900259673091754442761896959824952272170266563391974673151958311429484560310284987777512333673//828400322958865604614224079420900906114236672012616798824896828614488997481128127145316758199269059143837793618226284544
project_cost,high,512,generative_elasticity_contribution,E025_050,512,2333194393239995921325221362061999877260257864358737079872272084090101422410498968165928702665001482494319371579639800803679207380313135656445444993237393851//855704849598227748425266155031583552755370936886918643659802627868885273561806727746446306291886714766694778241909536412674358243640589284675036843138416640000
project_cost,high,512,productive_value_elasticity,E025_050,512,-297643268550321132460504757734382152916314833936816616618345849358734052063218546287260048701677468049901377223998571098963307733888014234073286639521175334039//13887027068969931368234874921198836349618209387517771190897319771231647936300432058787099206031076554024203492644845613808303473980127994731033441055638487040000
project_cost,high,512,resource_demand_elasticity,E050_100,512,-2285761//7096320
project_cost,high,512,operational_elasticity_contribution,E050_100,512,-159933066213610435396540150208810108479839356491218142710315114549529748364488555243064279475082198544173724335144631913539115678731861694142767933757189103272370389//1668460873507200899019541307514526993278829087103881611112786265076574313656636762905403316578547678955244548875537259606150053015311314549770838175611402404394539520
project_cost,high,512,generative_elasticity_contribution,E050_100,512,2771080913338345435203571005412542165011279595438738865235557028526181685571293105618927066403951674478480979866718447282141670584266673368743285371288194949762447010703339073119003897635928036238140382711934022762998767//977389717053305775679088812749726359269460920508847968703902665252245796193111263055058250357263084804814715385472483731325245405238118363111436560233498973373169708441497008006538966560858582929963410849223875694519910400
project_cost,high,512,productive_value_elasticity,E050_100,512,-3321189128000384643524482398306973899121373357919273257292728167974962969570687747025907588759069162523831384133829714319456970721328458468776173500199913112593761974738216593656681259341560087815139516437093611332863132269//35703471428829581570394950159857651123902072449176152268536679713037919966818946726893598439521198568458231662022259552773704552744286559028953064935588403674396375820127625998356511660840775294088663419845178047429227315200
project_cost,high,512,resource_demand_elasticity,E100_200,512,-74537//215040
project_cost,high,512,operational_elasticity_contribution,E100_200,512,-152658351652014830529450759266972150634258245082447628211948845757540220110993377466643812289333587183426480977384059200184966058334663784127816083991//1092477032850881302532821933900336660913104840622210452739586914446928021722112205562267998551529960441509176794159264039742197263335456850205546700800
project_cost,high,512,generative_elasticity_contribution,E100_200,512,-1284719332571667169520663779688955761929964905477237651600574489421324797186293784814353837994543859564497400752335922471002184403992939509834445819310964506847384527542958530703631387//132231548173470902452315433404398926199907751668499720545064689800202824871027194664536240848228359670405262015973650224969902068846271082515683478558826689107922340262258425078808576000
project_cost,high,512,productive_value_elasticity,E100_200,512,-131881249722510162396233232229877863796389802758976061447950709274590848139469151792570778842680151874589253277555113816767317816439868216909553196521272900509386935162761319907050197980408707//882434145812388893896184265596349198501390589892317703585155245977363331697137751901510814212807983652842145942660573384964369436140774288331244641497952585919498053428495636179346229886976000
project_cost,high,512,resource_demand_elasticity,E200_400,512,-5807//30720
project_cost,high,512,operational_elasticity_contribution,E200_400,512,-64354891929668749966248489265002613965414759358802813060585956271232872202344042461176947692602023340148872043//695222754590460410264623839940353196498361807819545585908024380100057338772922462518087157724558706224503357440
project_cost,high,512,generative_elasticity_contribution,E200_400,512,-795678937050645502502968689063090560642154416788817735288706310407938175255887393407387540145210499874931547384370669236935191547306278353154392937356326183//49741546021736720715681525786808351176410788249837569178604298674256428869941413705248950587826234643188652781535569062797885747804114307086080880415599866880
project_cost,high,512,productive_value_elasticity,E200_400,512,-11623747864607219968274867845032633732012565434155550444171599036133984378390241956694433784516724719704874303556821544203928464494004205963591572761323377253858871//107068592540566539791840400230632198521479347860709796506827161003253521560099401672410585713523533795918472503136258346696912847201359810378262661813069429573713920
duration,short,512,greedy_positive_frequency,all,512,0//1
duration,short,512,greedy_optimality_gap_mean,all,512,0//1
duration,short,512,greedy_optimality_gap_max,all,512,0//1
duration,short,512,safe_weight_compression_ratio,all,512,31//160
duration,short,512,safe_cardinality_compression_ratio,all,512,1//8
duration,short,512,frontier_only_positive_loss_frequency,all,512,75//128
duration,short,512,frontier_only_normalized_value_loss,all,512,3089708491386816167893270412051072863257956359891868778928416099702745250407425317885158729301616662937387774093331697392762481343758909493004206079295342787819443642340356995649378678020406493003788148131095631975518074305378088880641664635688849895129623134534508074983510634306920236632689468893996256396292773542731492457467338323659021605544495051771703604822859689424312638234118136052592224581267893092609622043877896612455785301567277000427816368565638329234290878426068968162776234944452132026960872626758286900830906427051613527274664090938738844302380973527611325188725165373537047796295548317707795233705693532765561515597613106545175609786911686872444534082536489169296376401741166832952262563497508590770617848574325080610961492583010439243305335075106914303062493237430789810653049385788246322059805696584128811892032314366891378917339418074380499344707163311155551121334349316805886267084207146737260416880030891//47180544435589549488216263337846236951493880342944959537581854201536699424044493039235439932124061695994243659655492867366169575328888784620238668509424484235857821363235663099263274307435041318740696489709187898674745334488890245289273569437637036168354450604021824825468947187583355555003491707453637308117284147644824017809537900073152779895826564415317414226330551056917717214936553683465243799956762542440417343918579333281124875349734208711568410778496756015541679192431603950214740071414297234486209045981219474231776927364286540155808509173265194631853092149966206884821111111329866459425495045685769810773316229679428798048172377405483324969551719964115774124121975277534805604095051082693322419868869790975728056139397163482989253735971257164198863994514109923156472118690494842003280413403278856714879422129429585958095496846139367041086135736166501098056898920048200705581769047587448984109731795670413391231947653120
duration,short,512,registered_capacity_nonconcavity_frequency,all,512,81//512
duration,short,512,attainable_capacity_nonconcavity_frequency,all,512,235//256
duration,short,512,lambda_breakpoint_count,all,512,2219//512
duration,short,512,positive_lambda_breakpoint_count,all,512,1707//512
duration,short,512,normalized_value_capacity,B0,512,0//1
duration,short,512,normalized_value_capacity,B25,512,31249717538985318871218140416500540360160725901865610360527308534111747822265705795702775797009513517321026134201157348081075634424255773328378677503372281815913829471928214494268805445514176113028424501103841541530909712393955119585455607662833109587611699897021128177137240662767214882522423712827456989285447163954754777293439461421394260980885881288523012553454066413346363534073998405276877558344412803843865086120847904804311754053025676564861126608979451446379689372065465703388669800842562511970891323293605184901328820578332388834178386342662104688378191767907614186613416077202251523378078421154228472516060495708478785505159500229751827761274787460747214161359478029908804083981396763414871997099448442114620984394922269150786768357294905566084331577307503430654064788504897985853344099184769047546109788073454631227307487371376962226760167705654974790075658232349004602119332123580783286386384741673096272094248266074500775929990002904189910420555545337916642730107804702626759034724132136033012769604351391490945925068253914240912242113//41744844864661159205451439410228585740995881721667512452818583000124094356175320640651410856693498840793506618653078962224645689580350051613705057562647277555696836592563266265163590619241185645448005917987217518045850008143091909249009345280808757890664716101623704190389822878002224070443363703953290199347498246866590396775899248267131419388882687758644093001883229824644616359115193444512914829021998741570949231935928615185158435502988404512231651536151987410434945144978716451713752417541070377305271322115810055309560313190322934834578575491433426958439036979113135241373596463675368438395313207064858646115395945231163871463038973847335141556882760973373092547357618381435315204734784352225512883447526419217515661063765970783965608560995030800521893700412786366545128891052350560886820801076193994220512023601324146193438363491326702826148363731387409573180692780577423952012468023317323188445747972173119191333342541655868853930241661173402129505235202099654310410504460506558306131688612046961618255802080537214493084524051289747619840000
duration,short,512,normalized_value_capacity,B50,512,477373540611697580160952000143284822654833939436021999193548601205633486318644711555976481179634420702306203585584017255712304942047835291458123990094095837754783019145735965210714967443933829336856035447239269867008996961206784494804998761072234161159259957031311139734383339915849137805988663359590585814313392430956116208878633962738469231457315105834545274569521596551236141447050123468242732449537995086903305655360244749140571683011633665730987493462885677308425749536568961629263727458159645312182867462863643224562552314030521630777099021983623376180294539834224419062834878609692420283197417081767912685278295478512836827900408572001882446363941675570878978418446527332373544101701496683456984204873585266178837708909946616390762514546607069708444972981363767316529762894071236577061111209//517077345988994842385703289748018003375772674207151827178197997456099373151599061443264123855626975809074867692343614416151856903232471898230574207059128044567123031518232735215566391532835303335936887831033745057551005541473160656155977272818474522495085061848106054453541772263301165522882970403393847391377183585411957480989899954100479282525775033979426197540591905288215388551063360951766728641871287353870828688581852880398864893950836730790892375641582856692000195830382058310339502807659275642678828047179496230955768899907148264988163544951009194259427205758511480085347216124752270904187297172009306251307118357250259004230460609535979289818679129472765784645142001087960285015856911346884596552994326377871775073385815333071020164147653709840859121298144792012515624638912350738330419200
duration,short,512,normalized_value_capacity,B75,512,502696453949434215784845423022518487927433350632246623250549613372257617277573953311807647810656105988225111705253596015099914135789063529190000303724392633125552689000830658344578581556129091095285986427440265222849440241699809653677546191767190010211366866543046670086047170824486477//508244000337892949276158819907244783219600894370475148703475000385614826315632217838118648397241997706273721588333793969245110960946464390340577482351078738624554553133524927391547689161113424260445937654975999529960627200913970224885551683177878768732292668113355028812262734951874560
duration,short,512,normalized_value_capacity,B100,512,1//1
duration,short,512,registered_capacity_shadow,B0_B25,512,2135174719//536870912
duration,short,512,registered_capacity_shadow,B25_B50,512,157754302433//144955146240
duration,short,512,registered_capacity_shadow,B50_B75,512,60669922229//144955146240
duration,short,512,registered_capacity_shadow,B75_B100,512,111426887//1132462080
duration,short,512,resource_demand_elasticity,E025_050,512,-94945//709632
duration,short,512,operational_elasticity_contribution,E025_050,512,-665103486945696516132292498920968291604456187592029829179369260192651775183411757178267000388424654291568733048703330166883464124402381741477171822075022132473992603583711516951323258060323394815188297891038994519287574714227055605358996177017270381915224861272638346275107511301624308602829379117//21413604916784962744391088004921952231091363594316567431763334440748434534724279560750063947860649041785262872808340268133478762902236942481455815624879889324803053863183812931775950485961700216028506995659473907584548994594401226001757578525142421202958000650287185537362242195190451062689746406400
duration,short,512,generative_elasticity_contribution,E025_050,512,95415340854520532050803130918960578113282484485833692741983510495868515299802141576061806948252935962840539572788354825249775576568721878339826932812143473928096631354436856733307272618291147391331269499321127256586349569687262944780151161486784513066989975969135786072306175491003158206407056092217879849179445811974611388991810458181762163876210838484473677055398411320909707929401550580743//11587221712276412046580317820297535833805474531155980846438872487678513134989092679399156705909859344516129983675052433121301754675411262230716252920645841480815599253608949612042995687582477213129861637427716551006841584505433095270171668160509330124090421562276692658327322878559403341805766154578758524664489994921044201920055325283424974311201667960761542321963525928299656093252219371520000
duration,short,512,productive_value_elasticity,E025_050,512,-558007389215055695823661581884297605440844854340008546921078339885195943635163680720096857867380375781557602817763264381672895828223213384344919684275811211685526240088461443093839446741895692013539029301044416025820717925872493004029212611771684195134590779309643914686828092994194470289406418688564492761574266831745390191016546579089552965217992844424990617538000589321730358848014867171261//24446854385809947963122996726774593146436891359755341006099427529234653768232348232624471620590846843173407444439827972933636645504262747539399397812434728582331546963267225074921122155672711833029669094689925692735032244892229538883851466222984921970709290976421326225853682512464186257857909489224970064707991561734002939333606004675296225853457970025076496373889258407530203596354747432960000
duration,short,512,resource_demand_elasticity,E050_100,512,-257449//788480
duration,short,512,operational_elasticity_contribution,E050_100,512,-143754604016972883001858771402677412438099613353362480242763059869947288384241082668215375967420997109994947937446714065558823712159350287198241248688755778047973841495885210693372263724904626237622753294407985567309971405511100035091606242003637681334008053640393086420131809707538198911106271069211075343699712544538152548870646094657976916466601694787389830445644149679898344123605210933096627131842929878061852616279992642062690749626089562860515036658336522997081900372386342892041640972686704842082229344729064167714760929//1485736493232377809758442422339175373744369094177777959400745102952749528257506841516115458678196720158898790042962241786791979662233106536850329833344599752981813015295424031876801780201152952181547966291401087947850233662932728807699846777569296551319694719449779167410217934250597064090162717894436969374037582774710614776120340376388101418666245414608268793071700731962352466110074995330622977034205664649319388871853185345046179929372304550784224434052281964765797347403178084257935062626829415170795093300422199395242598400
duration,short,512,generative_elasticity_contribution,E050_100,512,19861423546931945307848380837851510737498366542237943576100375740039080240860939410876763507086644813702740972076086035339245684103145611401280940104691665174408208898029552164617304307972415508379163397483781465091119290531144176666801156856028727240616750459056271390507109878251173935496893058880856666864853828685696695404978982320640530452078837703387509497072300551124787752730554780965535989974116468515408268349450599368992537101999866906917806979155441096188934470944324523551496499094492799345976863025793903138362925953944622839596039638544977488646351341229995619153950524071717741686727336839795793268026269388222328187//6064977413214752724771162547958559161985676742761303128085541723714884058126269974662062260252271591324357826256571391608252726596891653394376574233524752952673143824184476910386369919319390521039829406677072457765375808584534968301291630642452901562680798620566526066502673606658629866800564608674424588138227378107742657611787175383199196315703718684807204741776906035738955334975927512427196232911303803636900741423569645441930944622229788843966954015570578019581107007299980971748993237739176183137896119578940940283720649189569165748997422665318549493714769621660503010447642401509330991360629603847516800492014733709798788300800
duration,short,512,productive_value_elasticity,E050_100,512,-121067860582308688495537335526509829614792811973063617077634390925795122260235559759373832254923864166692791608460340925964666032065312550061801218325306097912554953656461208251853146324390951887632920247899048400401831423590029443445250746226652637166068481640919363813472263351137888284929025416264812902527730218048029479087487493140522843250023358053781547633636206054583354703797132485578359243795798056139808083390708605129512240894393300039964324091951040067473145907198683283998288719537427235244052574353441511693468957937267235829385042803230330795586986876200471841387342510814656852769083005968767522953246245019963376543641957//1295097081885638652589459737003426847772935454619020386062002323056905197120109311579412788867489318796629397145349485249851462479320452990874990532104175171254965112784880646013174273461704693691282052013602021413845054037715843526152910932497465240990169695039914276662781413945063845866992164842510603277272659638993043878448198069802206783666424976797676078944815184153589305364754633221166201987181080317212873621364791378733608121797082420374171459622894518567290847017816036764364769007110464618716923686528311565364856265993030946543662643684127103239370760700518831341958215491098011902174763716787195026663350192189303857387929600
duration,short,512,resource_demand_elasticity,E100_200,512,-44405//129024
duration,short,512,operational_elasticity_contribution,E100_200,512,-2681837132543158409216656059239987996888521984101095439384936437559469712547719142954308038342571024037949191114237132232606244118375842075053906563140169971753414480970400637952748424585078194787836417284689036214724681465664697363654289658686948535088635305232380749158803787518549433305471536682914376731633036153157911145263916808239//22331347914254699159235890521634538021845797423125481573661051920927389740721677481482440695662107370713415406971269118648530656489268742631940220011484364639445613243483130553078144689894769581956035995664953500491084734804357722339723262608360134511811738125307899589372990531023275325022586704975834226081737454051626683833734666485760
duration,short,512,generative_elasticity_contribution,E100_200,512,-34537842801864979781747175777318400829462102658910620900989767480318667271427394402260296944506788524658735472054508966671530725881861946302277670954838827136193458748115011507413904855180013282882190837763630931970152874615761900338968224732177115855951090754432694737533631328233116617596210652800198066122445900811118880728480567955177726800085626678588735063176798651409980849471347881682729603565437298698105682868399050953023839030877051385589448652320926107531//1455610291429991800397507507129632659121480366983212999629937873880515985545840587456826030366448011973392825135108553163371807045244594014918247890431027692142589777628008680907789275399414583746133481844872655483304276934578859518909707670741363408461325203675903338795171891387289998700660458035121482530911259059983037339924673220727832766848341505973654862231726380894807609027699602193697805704523160654593591126629400610673914087420699180024907016849308581888000
duration,short,512,productive_value_elasticity,E100_200,512,-39566461313349368273734197160355637948352760368315719484178367924503136410064734470014508906924410316118608678976509117346271447170992992856055940621751106205413022287257778934700755878563730548683168186576753720580162598392316454535991546623763492362862220988471840330613460092209257846487031625065882224988064693446728520233666964752475106043386355663657630156728376657829783631543628811434707365224119546181006474439285712681296138354804995096803505339105105600298159//275110345080268450275128918847500572573959789359827256930058258163417521268163871029340119739258674262971243950535516547877271531551228268819548851291464233814949467971693640691572173050489356328019228068680931886344508340635404449073934749770117684199190463494745731032287487472197809754424826568637960198342227962336794057245763238717560392934336544629020768961796285989118638106235224814608885278154877363718188722932956715417369762522512145024707426184519321976832000
duration,short,512,resource_demand_elasticity,E200_400,512,-293//1280
