trial_id,lambda_id,lambda,optimal_net_value,optimal_masks,optimal_library_ids,optimal_burdens,operational_values,generative_values,total_values,optimizer_count,enumeration_certificate
646,L025,1//4,2035//192,17,base_1;frontier_addition;inactive,5//1,2275//192,0//1,2275//192,1,complete-enumeration:32
646,L050,1//2,2497//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
646,L100,1//1,2369//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
646,L200,2//1,2113//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
646,L400,4//1,1601//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
647,L0,0//1,138731//6144,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;9//1,13825//768,9377//2048,138731//6144,2,complete-enumeration:32
647,L025,1//4,127979//6144,30,base_2;base_3;closure_carrier;frontier_addition;inactive,7//1,13825//768,9377//2048,138731//6144,1,complete-enumeration:32
647,L050,1//2,117227//6144,30,base_2;base_3;closure_carrier;frontier_addition;inactive,7//1,13825//768,9377//2048,138731//6144,1,complete-enumeration:32
647,L100,1//1,95723//6144,30,base_2;base_3;closure_carrier;frontier_addition;inactive,7//1,13825//768,9377//2048,138731//6144,1,complete-enumeration:32
647,L200,2//1,1693543//196608,24,closure_carrier;frontier_addition;inactive,3//1,875//96,360397//65536,2873191//196608,1,complete-enumeration:32
647,L400,4//1,491//96,16,frontier_addition;inactive,1//1,875//96,0//1,875//96,1,complete-enumeration:32
648,L0,0//1,66283//3072,27;31,base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;10//1,13825//768,3661//1024,66283//3072,2,complete-enumeration:32
648,L025,1//4,60139//3072,27,base_1;base_2;closure_carrier;frontier_addition;inactive,8//1,13825//768,3661//1024,66283//3072,1,complete-enumeration:32
648,L050,1//2,53995//3072,27,base_1;base_2;closure_carrier;frontier_addition;inactive,8//1,13825//768,3661//1024,66283//3072,1,complete-enumeration:32
648,L100,1//1,41707//3072,27,base_1;base_2;closure_carrier;frontier_addition;inactive,8//1,13825//768,3661//1024,66283//3072,1,complete-enumeration:32
648,L200,2//1,103//12,17,base_1;frontier_addition;inactive,3//1,175//12,0//1,175//12,1,complete-enumeration:32
648,L400,4//1,1789//384,16,frontier_addition;inactive,1//1,3325//384,0//1,3325//384,1,complete-enumeration:32
649,L0,0//1,42351//2048,27;31,base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,11//1;15//1,4725//256,4551//2048,42351//2048,2,complete-enumeration:32
649,L025,1//4,36719//2048,27,base_1;base_2;closure_carrier;frontier_addition;inactive,11//1,4725//256,4551//2048,42351//2048,1,complete-enumeration:32
649,L050,1//2,31087//2048,27,base_1;base_2;closure_carrier;frontier_addition;inactive,11//1,4725//256,4551//2048,42351//2048,1,complete-enumeration:32
649,L100,1//1,1285//128,17,base_1;frontier_addition;inactive,5//1,1925//128,0//1,1925//128,1,complete-enumeration:32
649,L200,2//1,5639//768,16,frontier_addition;inactive,1//1,7175//768,0//1,7175//768,1,complete-enumeration:32
649,L400,4//1,4103//768,16,frontier_addition;inactive,1//1,7175//768,0//1,7175//768,1,complete-enumeration:32
650,L0,0//1,149663//8192,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,11//1;15//1,875//48,989//24576,149663//8192,2,complete-enumeration:32
650,L025,1//4,767//48,22,base_2;base_3;frontier_addition;inactive,9//1,875//48,0//1,875//48,1,complete-enumeration:32
650,L050,1//2,659//48,22,base_2;base_3;frontier_addition;inactive,9//1,875//48,0//1,875//48,1,complete-enumeration:32
650,L100,1//1,115//12,20,base_3;frontier_addition;inactive,5//1,175//12,0//1,175//12,1,complete-enumeration:32
650,L200,2//1,2557//384,16,frontier_addition;inactive,1//1,3325//384,0//1,3325//384,1,complete-enumeration:32
650,L400,4//1,1789//384,16,frontier_addition;inactive,1//1,3325//384,0//1,3325//384,1,complete-enumeration:32
651,L0,0//1,4725//256,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;8//1;10//1,4725//256,0//1,4725//256,4,complete-enumeration:32
651,L025,1//4,4405//256,22,base_2;base_3;frontier_addition;inactive,5//1,4725//256,0//1,4725//256,1,complete-enumeration:32
651,L050,1//2,4085//256,22,base_2;base_3;frontier_addition;inactive,5//1,4725//256,0//1,4725//256,1,complete-enumeration:32
651,L100,1//1,3445//256,22,base_2;base_3;frontier_addition;inactive,5//1,4725//256,0//1,4725//256,1,complete-enumeration:32
651,L200,2//1,103//12,18;20,base_2;frontier_addition;inactive|base_3;frontier_addition;inactive,3//1,175//12,0//1,175//12,2,complete-enumeration:32
651,L400,4//1,4103//768,16,frontier_addition;inactive,1//1,7175//768,0//1,7175//768,1,complete-enumeration:32
652,L0,0//1,4725//256,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1;13//1;15//1,4725//256,0//1,4725//256,4,complete-enumeration:32
652,L025,1//4,4149//256,22,base_2;base_3;frontier_addition;inactive,9//1,4725//256,0//1,4725//256,1,complete-enumeration:32
652,L050,1//2,3573//256,22,base_2;base_3;frontier_addition;inactive,9//1,4725//256,0//1,4725//256,1,complete-enumeration:32
652,L100,1//1,7535//768,20,base_3;frontier_addition;inactive,5//1,11375//768,0//1,11375//768,1,complete-enumeration:32
652,L200,2//1,2557//384,16,frontier_addition;inactive,1//1,3325//384,0//1,3325//384,1,complete-enumeration:32
652,L400,4//1,1789//384,16,frontier_addition;inactive,1//1,3325//384,0//1,3325//384,1,complete-enumeration:32
653,L0,0//1,13825//768,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;12//1;13//1;16//1,13825//768,0//1,13825//768,4,complete-enumeration:32
653,L025,1//4,12097//768,22,base_2;base_3;frontier_addition;inactive,9//1,13825//768,0//1,13825//768,1,complete-enumeration:32
653,L050,1//2,10369//768,22,base_2;base_3;frontier_addition;inactive,9//1,13825//768,0//1,13825//768,1,complete-enumeration:32
653,L100,1//1,7535//768,20,base_3;frontier_addition;inactive,5//1,11375//768,0//1,11375//768,1,complete-enumeration:32
653,L200,2//1,5639//768,16,frontier_addition;inactive,1//1,7175//768,0//1,7175//768,1,complete-enumeration:32
653,L400,4//1,4103//768,16,frontier_addition;inactive,1//1,7175//768,0//1,7175//768,1,complete-enumeration:32
654,L0,0//1,9275//768,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;8//1;9//1;12//1;13//1;16//1,9275//768,0//1,9275//768,8,complete-enumeration:32
654,L025,1//4,8315//768,17,base_1;frontier_addition;inactive,5//1,9275//768,0//1,9275//768,1,complete-enumeration:32
654,L050,1//2,3833//384,16,frontier_addition;inactive,1//1,4025//384,0//1,4025//384,1,complete-enumeration:32
654,L100,1//1,3641//384,16,frontier_addition;inactive,1//1,4025//384,0//1,4025//384,1,complete-enumeration:32
654,L200,2//1,3257//384,16,frontier_addition;inactive,1//1,4025//384,0//1,4025//384,1,complete-enumeration:32
654,L400,4//1,2489//384,16,frontier_addition;inactive,1//1,4025//384,0//1,4025//384,1,complete-enumeration:32
655,L0,0//1,71811//4096,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,2975//256,24211//4096,71811//4096,4,complete-enumeration:32
655,L025,1//4,66691//4096,25,base_1;closure_carrier;frontier_addition;inactive,5//1,2975//256,24211//4096,71811//4096,1,complete-enumeration:32
655,L050,1//2,61571//4096,25,base_1;closure_carrier;frontier_addition;inactive,5//1,2975//256,24211//4096,71811//4096,1,complete-enumeration:32
655,L100,1//1,51331//4096,25,base_1;closure_carrier;frontier_addition;inactive,5//1,2975//256,24211//4096,71811//4096,1,complete-enumeration:32
655,L200,2//1,51503//6144,24,closure_carrier;frontier_addition;inactive,3//1,7525//768,9389//2048,88367//6144,1,complete-enumeration:32
655,L400,4//1,4453//768,16,frontier_addition;inactive,1//1,7525//768,0//1,7525//768,1,complete-enumeration:32
656,L0,0//1,13475//768,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1;13//1;15//1,13475//768,0//1,13475//768,4,complete-enumeration:32
656,L025,1//4,11747//768,22,base_2;base_3;frontier_addition;inactive,9//1,13475//768,0//1,13475//768,1,complete-enumeration:32
656,L050,1//2,10019//768,22,base_2;base_3;frontier_addition;inactive,9//1,13475//768,0//1,13475//768,1,complete-enumeration:32
656,L100,1//1,2395//256,18,base_2;frontier_addition;inactive,5//1,3675//256,0//1,3675//256,1,complete-enumeration:32
656,L200,2//1,5639//768,16,frontier_addition;inactive,1//1,7175//768,0//1,7175//768,1,complete-enumeration:32
656,L400,4//1,4103//768,16,frontier_addition;inactive,1//1,7175//768,0//1,7175//768,1,complete-enumeration:32
657,L0,0//1,875//48,21;23;29;31,base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;12//1;13//1;16//1,875//48,0//1,875//48,4,complete-enumeration:32
657,L025,1//4,767//48,21,base_1;base_3;frontier_addition;inactive,9//1,875//48,0//1,875//48,1,complete-enumeration:32
657,L050,1//2,659//48,21,base_1;base_3;frontier_addition;inactive,9//1,875//48,0//1,875//48,1,complete-enumeration:32
657,L100,1//1,7535//768,20,base_3;frontier_addition;inactive,5//1,11375//768,0//1,11375//768,1,complete-enumeration:32
657,L200,2//1,1763//256,16,frontier_addition;inactive,1//1,2275//256,0//1,2275//256,1,complete-enumeration:32
657,L400,4//1,1251//256,16,frontier_addition;inactive,1//1,2275//256,0//1,2275//256,1,complete-enumeration:32
658,L0,0//1,289903//12288,29;31,base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,12//1;16//1,7175//384,20101//4096,289903//12288,2,complete-enumeration:32
658,L025,1//4,253039//12288,29,base_1;base_3;closure_carrier;frontier_addition;inactive,12//1,7175//384,20101//4096,289903//12288,1,complete-enumeration:32
658,L050,1//2,216175//12288,29,base_1;base_3;closure_carrier;frontier_addition;inactive,12//1,7175//384,20101//4096,289903//12288,1,complete-enumeration:32
658,L100,1//1,665767//49152,24,closure_carrier;frontier_addition;inactive,4//1,7525//768,126925//16384,862375//49152,1,complete-enumeration:32
658,L200,2//1,469159//49152,24,closure_carrier;frontier_addition;inactive,4//1,7525//768,126925//16384,862375//49152,1,complete-enumeration:32
658,L400,4//1,713//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
659,L0,0//1,2975//256,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1;11//1;13//1;15//1,2975//256,0//1,2975//256,8,complete-enumeration:32
659,L025,1//4,2655//256,17,base_1;frontier_addition;inactive,5//1,2975//256,0//1,2975//256,1,complete-enumeration:32
659,L050,1//2,1829//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
659,L100,1//1,1733//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
659,L200,2//1,1541//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
659,L400,4//1,1157//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
660,L0,0//1,106031//8192,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6//1;8//1;10//1,2975//256,10831//8192,106031//8192,4,complete-enumeration:32
660,L025,1//4,93743//8192,25,base_1;closure_carrier;frontier_addition;inactive,6//1,2975//256,10831//8192,106031//8192,1,complete-enumeration:32
660,L050,1//2,2591//256,17,base_1;frontier_addition;inactive,3//1,2975//256,0//1,2975//256,1,complete-enumeration:32
660,L100,1//1,2369//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
660,L200,2//1,2113//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
660,L400,4//1,1601//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
661,L0,0//1,2275//128,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,2275//128,0//1,2275//128,4,complete-enumeration:32
661,L025,1//4,2115//128,22,base_2;base_3;frontier_addition;inactive,5//1,2275//128,0//1,2275//128,1,complete-enumeration:32
661,L050,1//2,1955//128,22,base_2;base_3;frontier_addition;inactive,5//1,2275//128,0//1,2275//128,1,complete-enumeration:32
661,L100,1//1,1635//128,22,base_2;base_3;frontier_addition;inactive,5//1,2275//128,0//1,2275//128,1,complete-enumeration:32
661,L200,2//1,2139//256,18;20,base_2;frontier_addition;inactive|base_3;frontier_addition;inactive,3//1,3675//256,0//1,3675//256,2,complete-enumeration:32
661,L400,4//1,1789//384,16,frontier_addition;inactive,1//1,3325//384,0//1,3325//384,1,complete-enumeration:32
662,L0,0//1,2975//256,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;8//1;9//1;12//1;13//1;16//1,2975//256,0//1,2975//256,8,complete-enumeration:32
662,L025,1//4,2655//256,17,base_1;frontier_addition;inactive,5//1,2975//256,0//1,2975//256,1,complete-enumeration:32
662,L050,1//2,7141//768,16,frontier_addition;inactive,1//1,7525//768,0//1,7525//768,1,complete-enumeration:32
662,L100,1//1,6757//768,16,frontier_addition;inactive,1//1,7525//768,0//1,7525//768,1,complete-enumeration:32
662,L200,2//1,5989//768,16,frontier_addition;inactive,1//1,7525//768,0//1,7525//768,1,complete-enumeration:32
662,L400,4//1,4453//768,16,frontier_addition;inactive,1//1,7525//768,0//1,7525//768,1,complete-enumeration:32
663,L0,0//1,758389//49152,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,2275//192,58663//16384,758389//49152,4,complete-enumeration:32
663,L025,1//4,696949//49152,25,base_1;closure_carrier;frontier_addition;inactive,5//1,2275//192,58663//16384,758389//49152,1,complete-enumeration:32
663,L050,1//2,635509//49152,25,base_1;closure_carrier;frontier_addition;inactive,5//1,2275//192,58663//16384,758389//49152,1,complete-enumeration:32
663,L100,1//1,512629//49152,25,base_1;closure_carrier;frontier_addition;inactive,5//1,2275//192,58663//16384,758389//49152,1,complete-enumeration:32
663,L200,2//1,5639//768,16,frontier_addition;inactive,1//1,7175//768,0//1,7175//768,1,complete-enumeration:32
663,L400,4//1,4103//768,16,frontier_addition;inactive,1//1,7175//768,0//1,7175//768,1,complete-enumeration:32
664,L0,0//1,4725//256,21;23;29;31,base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1;13//1;15//1,4725//256,0//1,4725//256,4,complete-enumeration:32
664,L025,1//4,4149//256,21,base_1;base_3;frontier_addition;inactive,9//1,4725//256,0//1,4725//256,1,complete-enumeration:32
664,L050,1//2,3573//256,21,base_1;base_3;frontier_addition;inactive,9//1,4725//256,0//1,4725//256,1,complete-enumeration:32
664,L100,1//1,1285//128,17,base_1;frontier_addition;inactive,5//1,1925//128,0//1,1925//128,1,complete-enumeration:32
664,L200,2//1,683//96,16,frontier_addition;inactive,1//1,875//96,0//1,875//96,1,complete-enumeration:32
664,L400,4//1,491//96,16,frontier_addition;inactive,1//1,875//96,0//1,875//96,1,complete-enumeration:32
665,L0,0//1,2975//256,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;7//1;9//1,2975//256,0//1,2975//256,8,complete-enumeration:32
665,L025,1//4,2783//256,17,base_1;frontier_addition;inactive,3//1,2975//256,0//1,2975//256,1,complete-enumeration:32
665,L050,1//2,2591//256,17,base_1;frontier_addition;inactive,3//1,2975//256,0//1,2975//256,1,complete-enumeration:32
665,L100,1//1,1733//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
665,L200,2//1,1541//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
665,L400,4//1,1157//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
666,L0,0//1,2275//192,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;6//1;7//1;8//1;10//1,2275//192,0//1,2275//192,8,complete-enumeration:32
666,L025,1//4,2131//192,17,base_1;frontier_addition;inactive,3//1,2275//192,0//1,2275//192,1,complete-enumeration:32
666,L050,1//2,1987//192,17,base_1;frontier_addition;inactive,3//1,2275//192,0//1,2275//192,1,complete-enumeration:32
666,L100,1//1,2369//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
666,L200,2//1,2113//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
666,L400,4//1,1601//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
667,L0,0//1,20713//1024,27;31,base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,12//1;16//1,4725//256,1813//1024,20713//1024,2,complete-enumeration:32
667,L025,1//4,17641//1024,27,base_1;base_2;closure_carrier;frontier_addition;inactive,12//1,4725//256,1813//1024,20713//1024,1,complete-enumeration:32
667,L050,1//2,14569//1024,27,base_1;base_2;closure_carrier;frontier_addition;inactive,12//1,4725//256,1813//1024,20713//1024,1,complete-enumeration:32
667,L100,1//1,7535//768,17,base_1;frontier_addition;inactive,5//1,11375//768,0//1,11375//768,1,complete-enumeration:32
667,L200,2//1,5989//768,16,frontier_addition;inactive,1//1,7525//768,0//1,7525//768,1,complete-enumeration:32
667,L400,4//1,4453//768,16,frontier_addition;inactive,1//1,7525//768,0//1,7525//768,1,complete-enumeration:32
668,L0,0//1,297005//24576,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6//1;8//1;10//1,9275//768,205//24576,297005//24576,4,complete-enumeration:32
668,L025,1//4,8699//768,17,base_1;frontier_addition;inactive,3//1,9275//768,0//1,9275//768,1,complete-enumeration:32
668,L050,1//2,8123//768,17,base_1;frontier_addition;inactive,3//1,9275//768,0//1,9275//768,1,complete-enumeration:32
668,L100,1//1,6971//768,17,base_1;frontier_addition;inactive,3//1,9275//768,0//1,9275//768,1,complete-enumeration:32
668,L200,2//1,5989//768,16,frontier_addition;inactive,1//1,7525//768,0//1,7525//768,1,complete-enumeration:32
668,L400,4//1,4453//768,16,frontier_addition;inactive,1//1,7525//768,0//1,7525//768,1,complete-enumeration:32
669,L0,0//1,164581//12288,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;11//1;15//1,2275//192,6327//4096,164581//12288,4,complete-enumeration:32
669,L025,1//4,143077//12288,25,base_1;closure_carrier;frontier_addition;inactive,7//1,2275//192,6327//4096,164581//12288,1,complete-enumeration:32
669,L050,1//2,121573//12288,25,base_1;closure_carrier;frontier_addition;inactive,7//1,2275//192,6327//4096,164581//12288,1,complete-enumeration:32
669,L100,1//1,2369//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
669,L200,2//1,2113//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
669,L400,4//1,1601//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
670,L0,0//1,312943//16384,27;31,base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,12//1;16//1,2275//128,21743//16384,312943//16384,2,complete-enumeration:32
670,L025,1//4,263791//16384,27,base_1;base_2;closure_carrier;frontier_addition;inactive,12//1,2275//128,21743//16384,312943//16384,1,complete-enumeration:32
670,L050,1//2,1699//128,19,base_1;base_2;frontier_addition;inactive,9//1,2275//128,0//1,2275//128,1,complete-enumeration:32
670,L100,1//1,115//12,18,base_2;frontier_addition;inactive,5//1,175//12,0//1,175//12,1,complete-enumeration:32
670,L200,2//1,1763//256,16,frontier_addition;inactive,1//1,2275//256,0//1,2275//256,1,complete-enumeration:32
670,L400,4//1,1251//256,16,frontier_addition;inactive,1//1,2275//256,0//1,2275//256,1,complete-enumeration:32
671,L0,0//1,208277//16384,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6//1;8//1;10//1,2975//256,17877//16384,208277//16384,4,complete-enumeration:32
671,L025,1//4,183701//16384,25,base_1;closure_carrier;frontier_addition;inactive,6//1,2975//256,17877//16384,208277//16384,1,complete-enumeration:32
671,L050,1//2,7807//768,1,base_1;inactive,2//1,8575//768,0//1,8575//768,1,complete-enumeration:32
671,L100,1//1,7039//768,1,base_1;inactive,2//1,8575//768,0//1,8575//768,1,complete-enumeration:32
671,L200,2//1,5989//768,16,frontier_addition;inactive,1//1,7525//768,0//1,7525//768,1,complete-enumeration:32
671,L400,4//1,4453//768,16,frontier_addition;inactive,1//1,7525//768,0//1,7525//768,1,complete-enumeration:32
672,L0,0//1,1599//128,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;12//1;16//1,2975//256,223//256,1599//128,4,complete-enumeration:32
672,L025,1//4,1343//128,25,base_1;closure_carrier;frontier_addition;inactive,8//1,2975//256,223//256,1599//128,1,complete-enumeration:32
672,L050,1//2,1829//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
672,L100,1//1,1733//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
672,L200,2//1,1541//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
672,L400,4//1,1157//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
673,L0,0//1,42539//3072,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;12//1;16//1,9275//768,1813//1024,42539//3072,4,complete-enumeration:32
673,L025,1//4,36395//3072,25,base_1;closure_carrier;frontier_addition;inactive,8//1,9275//768,1813//1024,42539//3072,1,complete-enumeration:32
673,L050,1//2,30251//3072,25,base_1;closure_carrier;frontier_addition;inactive,8//1,9275//768,1813//1024,42539//3072,1,complete-enumeration:32
673,L100,1//1,2369//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
673,L200,2//1,2113//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
673,L400,4//1,1601//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
674,L0,0//1,2975//256,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;7//1;9//1,2975//256,0//1,2975//256,8,complete-enumeration:32
674,L025,1//4,2783//256,17,base_1;frontier_addition;inactive,3//1,2975//256,0//1,2975//256,1,complete-enumeration:32
674,L050,1//2,2591//256,17,base_1;frontier_addition;inactive,3//1,2975//256,0//1,2975//256,1,complete-enumeration:32
674,L100,1//1,6689//768,1,base_1;inactive,2//1,8225//768,0//1,8225//768,1,complete-enumeration:32
674,L200,2//1,969//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
674,L400,4//1,713//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
