trial_id,batch_id,within_batch_order,principal_cell_id,canonical_index,replicate_id,theorem_regime,boundary_mechanism,frontier_density,module_overlap,module_complementarity,project_cost,duration,admission,persistence,schedule_key,trial_seed,catalog_seed,project_seed,deletion_seed,trial_seed_draw,arithmetic,theorem_evidence,horizon,discount_factor,source_library_ids,source_size,source_closure_size,source_passive_value,source_research_option_premium,source_total_value,realized_frontier_supplier_fraction,realized_module_overlap,descendant_quality,frontier_only_signed_total_dynamic_loss,innovation_safe_signed_total_dynamic_loss,silent_generative_asset_count,active_asset_count,frontier_closure_J,interaction_sign,frontier_only_compression_ratio,innovation_safe_compression_ratio,four_raw_witnesses,all_compressed_states_have_raw_witnesses,raw_compressed_value_comparisons,raw_compressed_values_agree,rectangle_consistency,project_laws_follow_actual_state,frontier_density_gate,module_overlap_gate,frontier_independent_availability,frontier_independent_cost,frontier_independent_generation,frontier_independent_verification,frontier_independent_completion,frontier_independent_primitives,frontier_independent_menus,poor_to_rich_menu_inclusion,antitone_recursive_descendant_gap,nonnegative_rich_exposure,zero_poor_exposure,common_gap_action_value_identities,minimum_rich_exposure,maximum_poor_exposure,computed_primitive_predicate,primitive_interaction_sign_gate,frontier_only_passive_zero_gate,innovation_safe_exact_zero_gate,all_decompositions_exact,all_exact_outputs_rational,all_hard_gates_pass
487,4,103,C018,402,4,boundary,positive_poor_exposure,dense,low,weak,low,long,low,low,15524047104206617545,163176017406654867,1248106160984581544,6439079185538424208,8223984637690848747,1432262449629020169,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,875//48,0//1,875//48,3//4,0//1,8//3,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0//1,243//6400,false,true,true,true,true,true,true
488,4,104,C016,400,4,boundary,positive_poor_exposure,dense,high,strong,high,short,low,low,15890837569259055414,5782102710109274644,713837214552852747,1719963213352358906,5020011167996220498,9335479570944775686,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,7175//384,0//1,7175//384,3//4,1//1,4//1,0//1,0//1,0,5,0//1,zero,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0//1,891//4736,false,true,true,true,true,true,true
489,4,105,C123,507,4,boundary,positive_poor_exposure,sparse,high,weak,high,long,high,high,16028312463210317204,8004994420285476137,8207970313188067377,4078446142325130488,7324126289939494735,1643594531098057570,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,1575//128,0//1,1575//128,1//2,1//1,11//3,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0//1,81//1280,false,true,true,true,true,true,true
490,4,106,C067,451,4,boundary,positive_poor_exposure,sparse,high,weak,low,short,low,high,16031651774103813011,3141115549791019716,3034884070713765021,7242952239500409662,5987836119090366206,16324544777921208943,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2975//256,953//2048,24753//2048,1//2,1//1,11//3,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0//1,225//2368,false,true,true,true,true,true,true
491,4,107,C103,487,4,boundary,positive_poor_exposure,sparse,high,strong,low,short,high,high,16112724524730258375,9046047246837872900,2488138033899769059,7504334290443759612,2630156703114498835,9449146560306407101,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//192,11881//4096,181243//12288,1//2,1//1,4//1,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0//1,81//448,false,true,true,true,true,true,true
492,4,108,C026,410,4,boundary,positive_poor_exposure,dense,low,weak,high,long,low,low,16310233450486791312,4089583327758786932,7825375433804150231,457067315014354274,3283408016534688846,6208017176283533560,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,4725//256,0//1,4725//256,3//4,0//1,4//1,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0//1,243//6400,false,true,true,true,true,true,true
493,4,109,C063,447,4,boundary,positive_poor_exposure,sparse,high,strong,high,long,high,low,16342243608986410215,2574584566207678046,3227947569493513281,6514594683082714918,2534064240083685114,3872884740323894027,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2975//256,0//1,2975//256,1//2,1//1,3//1,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0//1,243//6400,false,true,true,true,true,true,true
494,4,110,C061,445,4,boundary,positive_poor_exposure,sparse,low,strong,high,long,high,low,16547958909858910939,3728790708294105753,4820258449491463756,2204886066802108464,7527180812025335800,11323471994926710243,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,9275//768,0//1,9275//768,1//2,0//1,5//1,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0//1,81//1280,false,true,true,true,true,true,true
495,4,111,C069,453,4,boundary,positive_poor_exposure,sparse,low,strong,low,short,low,high,16703140893093249485,629090312785236937,3244350460487721095,5792389990080675152,2090824914028911968,7267207965795945909,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,9275//768,953//2048,77059//6144,1//2,0//1,13//3,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0//1,2493//18944,false,true,true,true,true,true,true
496,4,112,C114,498,4,boundary,positive_poor_exposure,dense,low,weak,low,long,high,high,16711622233890604724,1673025846964836156,8087530522161959952,7725638390732489756,1386104176192110954,1692919218936661015,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,13475//768,17//128,13577//768,3//4,0//1,11//3,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0//1,81//800,false,true,true,true,true,true,true
497,4,113,C075,459,4,boundary,positive_poor_exposure,sparse,high,weak,high,short,low,high,16793487812056471316,9220592052804833831,7425232638394927706,2550530582805493458,8544201627731610352,7453193211637882055,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,9275//768,0//1,9275//768,1//2,1//1,13//3,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0//1,1089//8960,false,true,true,true,true,true,true
498,4,114,C064,448,4,boundary,positive_poor_exposure,dense,high,strong,high,long,high,low,16969518676342752641,5855706985042980327,3422279885446711705,1958228959345759702,4519366048910874072,16454207892047806687,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,7175//384,0//1,7175//384,3//4,1//1,13//3,0//1,0//1,0,5,0//1,zero,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0//1,81//800,false,true,true,true,true,true,true
499,4,115,C090,474,4,boundary,positive_poor_exposure,dense,low,weak,high,long,low,high,17012221275822908376,577279313303596815,3720458084895550938,2007730054077544481,6254120509661801690,817099772950360926,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,13475//768,0//1,13475//768,3//4,0//1,4//1,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0//1,27//800,false,true,true,true,true,true,true
500,4,116,C055,439,4,boundary,positive_poor_exposure,sparse,high,strong,low,long,high,low,17046783316052315696,2809942169372965946,150307277606602021,715338922831851976,4661950669219261930,8305260544044991132,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,9275//768,17//128,9377//768,1//2,1//1,13//3,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0//1,243//6400,false,true,true,true,true,true,true
501,4,117,C022,406,4,boundary,positive_poor_exposure,dense,low,strong,low,long,low,low,17145608609366149560,4155354924469918759,3005024767079036828,8093079471573013984,7394340537109619834,14530517287783942562,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,875//48,0//1,875//48,3//4,0//1,4//1,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0//1,27//640,false,true,true,true,true,true,true
502,4,118,C043,427,4,boundary,positive_poor_exposure,sparse,high,weak,high,short,high,low,17149351894134892693,8914686503545203547,4997347586929953,6874478099960204871,7271349599547704367,8177611891203360834,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2975//256,0//1,2975//256,1//2,1//1,4//1,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0//1,1485//4736,false,true,true,true,true,true,true
503,4,119,C013,397,4,boundary,positive_poor_exposure,sparse,low,strong,high,short,low,low,17415196105068325341,5080531250288797799,5931073720276758678,5399289997192483318,474111137402211158,3939257512942708784,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,9275//768,0//1,9275//768,1//2,0//1,4//1,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0//1,99//1184,false,true,true,true,true,true,true
504,4,120,C045,429,4,boundary,positive_poor_exposure,sparse,low,strong,high,short,high,low,17446375366430872728,398382021162740420,5826088645092725266,1124078229881418150,7822179954296569564,197599855713489871,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,9275//768,10215//16384,624245//49152,1//2,0//1,14//3,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0//1,11709//37888,false,true,true,true,true,true,true
505,4,121,C081,465,4,boundary,positive_poor_exposure,sparse,low,weak,low,long,low,high,17633561490598898150,8688974191282673560,2754283668718026379,1715283503446482836,8530202173267740163,10181080110835563295,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2275//192,0//1,2275//192,1//2,0//1,11//3,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0//1,27//1600,false,true,true,true,true,true,true
506,4,122,C068,452,4,boundary,positive_poor_exposure,dense,high,weak,low,short,low,high,17848283485185018141,1732902797609830624,4546729709964092972,8441566548678983582,8285359516433406233,7136134189147376826,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,875//48,10859//16384,928577//49152,3//4,1//1,14//3,0//1,0//1,0,5,0//1,zero,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0//1,1683//9472,false,true,true,true,true,true,true
507,4,123,C001,385,4,boundary,positive_poor_exposure,sparse,low,weak,low,short,low,low,17889136618742942624,2691594947761558368,6733893200469335668,4741060631271721885,7079510347134900323,14490138597226510252,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,9275//768,0//1,9275//768,1//2,0//1,10//3,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0//1,495//4736,false,true,true,true,true,true,true
508,4,124,C036,420,4,boundary,positive_poor_exposure,dense,high,weak,low,short,high,low,18026415912032520935,8586718933959304869,3385434896926960482,3536112790633816224,5141809616604065757,372163199713703195,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,875//48,11881//4096,259643//12288,3//4,1//1,13//3,0//1,0//1,0,5,0//1,zero,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0//1,243//448,false,true,true,true,true,true,true
509,4,125,C037,421,4,boundary,positive_poor_exposure,sparse,low,strong,low,short,high,low,18116197575788709909,7505488021041765233,5883119557130500438,5257590654758365006,3271055167148459101,1122027595977180980,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,1575//128,11881//4096,62281//4096,1//2,0//1,10//3,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0//1,135//448,false,true,true,true,true,true,true
510,4,126,C087,471,4,boundary,positive_poor_exposure,sparse,high,strong,low,long,low,high,18181512162006472975,8173326031505859426,3801300363366445138,5334305586396907236,8978950573290135611,3747436413964830227,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,1575//128,0//1,1575//128,1//2,1//1,3//1,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0//1,27//1280,false,true,true,true,true,true,true
511,4,127,C020,404,4,boundary,positive_poor_exposure,dense,high,weak,low,long,low,low,18250865722558860231,2123683627147271658,6348950782185844477,2848431704218534726,5113371246694126952,10148082183909334609,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,7175//384,0//1,7175//384,3//4,1//1,14//3,0//1,0//1,0,5,0//1,zero,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0//1,27//800,false,true,true,true,true,true,true
512,4,128,C084,468,4,boundary,positive_poor_exposure,dense,high,weak,low,long,low,high,18413646024610249987,4433718217901138756,3712973185569003160,5832866695425328684,801976830500140294,12921425865471397911,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,875//48,0//1,875//48,3//4,1//1,3//1,0//1,0//1,0,5,0//1,zero,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0//1,81//3200,false,true,true,true,true,true,true
513,5,1,C113,625,5,primitive_eligible,none,sparse,low,weak,low,long,high,high,175136284654268847,4341019107894576230,4516068711244887589,5161269835593238201,5748208716659391235,10805872041095105211,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2975//256,61//256,759//64,1//2,0//1,14//3,61//256,0//1,1,5,-27//256,substitution,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
514,5,2,C050,562,5,primitive_eligible,none,dense,low,weak,low,long,high,low,215744042456450329,3706336087345299963,2987467572570646704,5743105046010975315,4592100326593255335,5218686342978257968,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,875//48,17//128,7051//384,3//4,0//1,13//3,17//128,0//1,1,5,-81//512,substitution,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
515,5,3,C087,599,5,primitive_eligible,none,sparse,high,strong,low,long,low,high,377484461306005995,8208853746678430713,982472786103579258,3391437243535564610,3546937265391920398,14719664422110170345,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,1575//128,0//1,1575//128,1//2,1//1,14//3,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
516,5,4,C020,532,5,primitive_eligible,none,dense,high,weak,low,long,low,low,465376594641661780,6298835355203198820,4847316026614687356,4882183913306188706,8511993187389261660,9417337737931661714,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,13825//768,0//1,13825//768,3//4,1//1,13//3,0//1,0//1,0,5,0//1,zero,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
517,5,5,C103,615,5,primitive_eligible,none,sparse,high,strong,low,short,high,high,643481883542221599,4732382446988037949,431794042400815998,3014494423085522353,1059673539689473022,6604878160670003472,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//192,15991//4096,193573//12288,1//2,1//1,16//3,15991//4096,0//1,1,5,-2055//8192,substitution,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
518,5,6,C109,621,5,primitive_eligible,none,sparse,low,strong,high,short,high,high,671116373799572571,8426034617482513273,5447453909654402289,9092609805631721054,6245784583542845599,8310599136549948699,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,4375//384,135707//196608,2375707//196608,1//2,0//1,11//3,135707//196608,0//1,1,5,-34195//196608,substitution,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
519,5,7,C014,526,5,primitive_eligible,none,dense,low,strong,high,short,low,low,877682365484283797,8175042144780379488,7748731540688243326,8874988149352965241,2401952790821757533,10286367590749652890,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,875//48,0//1,875//48,3//4,0//1,11//3,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
520,5,8,C019,531,5,primitive_eligible,none,sparse,high,weak,low,long,low,low,903957916810236481,2063503936235036655,5065189111293303201,9171018349669378682,6059773072184219432,13210990442744888462,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,9275//768,0//1,9275//768,1//2,1//1,16//3,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
521,5,9,C083,595,5,primitive_eligible,none,sparse,high,weak,low,long,low,high,1064126236711112392,211630512840148634,412560006939565204,7152210823535218683,3867338232170615977,15090831220566766195,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2975//256,0//1,2975//256,1//2,1//1,10//3,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
522,5,10,C013,525,5,primitive_eligible,none,sparse,low,strong,high,short,low,low,1220215179172029153,7688654294565832441,3216741224594130930,547531987703209427,4643295592526252642,9229114963785168258,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,8575//768,0//1,8575//768,1//2,0//1,10//3,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
523,5,11,C102,614,5,primitive_eligible,none,dense,low,strong,low,short,high,high,1535822942753987372,1770121635626005244,1617717492224715890,2333109291060963021,1825492605542659967,9156732993030595845,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,875//48,871//256,16613//768,3//4,0//1,14//3,871//256,0//1,1,5,-2055//2048,substitution,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
524,5,12,C032,544,5,primitive_eligible,none,dense,high,strong,high,long,low,low,1717430047099558303,5076919252281637905,1156226109217979785,2834235478639461547,448262162687502758,11374954786215963506,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,4725//256,0//1,4725//256,3//4,1//1,4//1,0//1,0//1,0,5,0//1,zero,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
525,5,13,C065,577,5,primitive_eligible,none,sparse,low,weak,low,short,low,high,2032697756994190329,1446576445591922289,118900108023290976,1071610054311881386,7514448306056305071,8726527053853017175,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,9625//768,7483//16384,638449//49152,1//2,0//1,11//3,7483//16384,0//1,1,5,-211//1024,substitution,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
526,5,14,C123,635,5,primitive_eligible,none,sparse,high,weak,high,long,high,high,2040533214201434615,3103442971976462343,7234386385222383913,6327138440134589609,3879751719865998431,11469305706512019347,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2975//256,0//1,2975//256,1//2,1//1,8//3,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
527,5,15,C120,632,5,primitive_eligible,none,dense,high,strong,low,long,high,high,2245279936231625451,7541059301434223313,8152271924425410335,335167249927176481,7617816948812593837,3384822909861062653,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,13825//768,61//256,1751//96,3//4,1//1,16//3,61//256,0//1,1,5,-27//128,substitution,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
528,5,16,C034,546,5,primitive_eligible,none,dense,low,weak,low,short,high,low,2254013562882932071,7902134917410555366,1176778576000129557,90975030949751412,4248073345932210076,850776639526314402,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,14525//768,4913//2048,130939//6144,3//4,0//1,13//3,4913//2048,0//1,1,5,-2055//2048,substitution,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
529,5,17,C101,613,5,primitive_eligible,none,sparse,low,strong,low,short,high,high,2272580678861566206,8422091975660175486,257000322463006789,8608281488076842863,5230718295394707552,13541995784809270558,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,9625//768,7771//4096,177313//12288,1//2,0//1,11//3,7771//4096,0//1,1,5,-10275//16384,substitution,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
530,5,18,C066,578,5,primitive_eligible,none,dense,low,weak,low,short,low,high,2417620742608183163,2737883137336686715,8962023128949508043,422529062926718366,2451894911074989249,13561640577721389703,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2275//128,2735//4096,75535//4096,3//4,0//1,14//3,2735//4096,0//1,1,5,-32571//65536,substitution,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
531,5,19,C104,616,5,primitive_eligible,none,dense,high,strong,low,short,high,high,2461720027983392818,76617997196179413,4949624308016599223,4353055206983026654,3991990220780901792,14560554918995953232,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//128,7771//4096,80571//4096,3//4,1//1,11//3,7771//4096,0//1,1,5,-6165//8192,substitution,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
532,5,20,C081,593,5,primitive_eligible,none,sparse,low,weak,low,long,low,high,2748928859377219255,7679374426999656316,2277133391483846858,243547824078301488,1460560566523722593,8124545616535104105,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,4375//384,0//1,4375//384,1//2,0//1,10//3,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
533,5,21,C090,602,5,primitive_eligible,none,dense,low,weak,high,long,low,high,2819049713858842894,7968890466993461316,5153393321324088770,7872127870748281401,8406000773524396052,7509266520536605305,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,875//48,0//1,875//48,3//4,0//1,11//3,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
534,5,22,C022,534,5,primitive_eligible,none,dense,low,strong,low,long,low,low,2916362789240765272,2000412147116352681,3115749158609729441,6437848275080212680,8729658476872198910,6697142083615351753,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//128,0//1,2275//128,3//4,0//1,5//1,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
535,5,23,C039,551,5,primitive_eligible,none,sparse,high,strong,low,short,high,low,2990077102034517995,6521337158115582042,5083340233980294220,2986548616361894693,8287086282261724088,4438747478011955694,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//192,3661//4096,156583//12288,1//2,1//1,3//1,3661//4096,0//1,1,5,-10275//16384,substitution,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
536,5,24,C004,516,5,primitive_eligible,none,dense,high,weak,low,short,low,low,3583384032128507258,7019232960057010493,1619521792492028789,4752609761070106717,2330970238100451557,4093216832272398551,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,875//48,2097//8192,454291//24576,3//4,1//1,11//3,2097//8192,0//1,1,5,-2897//8192,substitution,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
537,5,25,C116,628,5,primitive_eligible,none,dense,high,weak,low,long,high,high,3689467876111261897,1171936834582268082,5883397675940055680,7774300201657291631,1898785615876474742,5355304942606721772,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2275//128,1447//24576,438247//24576,3//4,1//1,4//1,1447//24576,0//1,1,5,-3761//24576,substitution,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
