trial_id,mask,library_ids,cardinality,burden,frontier,closure,frontier_preserved,closure_preserved,exact_safe,operational_value,generative_value,total_productive_value,channel_decomposition_gate
405,0,inactive,1,0//1,0//1;0//1;0//1,,false,false,false,0//1,0//1,0//1,true
405,1,base_1;inactive,2,2//1,4//1;15//4;4//1,core_a,false,false,false,8225//768,0//1,8225//768,true
405,2,base_2;inactive,2,2//1,7//4;7//4;9//4,core_c,false,false,false,4025//768,0//1,4025//768,true
405,3,base_1;base_2;inactive,3,4//1,4//1;15//4;4//1,core_a;core_c,false,false,false,8225//768,0//1,8225//768,true
405,4,base_3;inactive,2,2//1,3//4;1//1;5//4,core_b,false,false,false,175//64,0//1,175//64,true
405,5,base_1;base_3;inactive,3,4//1,4//1;15//4;4//1,core_a;core_b,false,false,false,8225//768,0//1,8225//768,true
405,6,base_2;base_3;inactive,3,4//1,7//4;7//4;9//4,core_b;core_c,false,false,false,4025//768,0//1,4025//768,true
405,7,base_1;base_2;base_3;inactive,4,6//1,4//1;15//4;4//1,core_a;core_b;core_c,false,false,false,8225//768,0//1,8225//768,true
405,8,closure_carrier;inactive,2,3//1,3//4;3//4;5//4,bridge;trigger_a;trigger_b,false,false,false,1925//768,181//1024,8243//3072,true
405,9,base_1;closure_carrier;inactive,3,5//1,4//1;15//4;4//1,bridge;core_a;trigger_a;trigger_b,false,false,false,8225//768,0//1,8225//768,true
405,10,base_2;closure_carrier;inactive,3,5//1,7//4;7//4;9//4,bridge;core_c;trigger_a;trigger_b,false,false,false,4025//768,73//1024,16319//3072,true
405,11,base_1;base_2;closure_carrier;inactive,4,7//1,4//1;15//4;4//1,bridge;core_a;core_c;trigger_a;trigger_b,false,false,false,8225//768,0//1,8225//768,true
405,12,base_3;closure_carrier;inactive,3,5//1,3//4;1//1;5//4,bridge;core_b;trigger_a;trigger_b,false,false,false,175//64,43//256,743//256,true
405,13,base_1;base_3;closure_carrier;inactive,4,7//1,4//1;15//4;4//1,bridge;core_a;core_b;trigger_a;trigger_b,false,false,false,8225//768,0//1,8225//768,true
405,14,base_2;base_3;closure_carrier;inactive,4,7//1,7//4;7//4;9//4,bridge;core_b;core_c;trigger_a;trigger_b,false,false,false,4025//768,73//1024,16319//3072,true
405,15,base_1;base_2;base_3;closure_carrier;inactive,5,9//1,4//1;15//4;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,8225//768,0//1,8225//768,true
405,16,frontier_addition;inactive,2,1//1,13//4;5//1;3//1,,false,false,false,2625//256,0//1,2625//256,true
405,17,base_1;frontier_addition;inactive,3,3//1,4//1;5//1;4//1,core_a,true,false,false,2275//192,0//1,2275//192,true
405,18,base_2;frontier_addition;inactive,3,3//1,13//4;5//1;3//1,core_c,false,false,false,2625//256,0//1,2625//256,true
405,19,base_1;base_2;frontier_addition;inactive,4,5//1,4//1;5//1;4//1,core_a;core_c,true,false,false,2275//192,0//1,2275//192,true
405,20,base_3;frontier_addition;inactive,3,3//1,13//4;5//1;3//1,core_b,false,false,false,2625//256,0//1,2625//256,true
405,21,base_1;base_3;frontier_addition;inactive,4,5//1,4//1;5//1;4//1,core_a;core_b,true,false,false,2275//192,0//1,2275//192,true
405,22,base_2;base_3;frontier_addition;inactive,4,5//1,13//4;5//1;3//1,core_b;core_c,false,false,false,2625//256,0//1,2625//256,true
405,23,base_1;base_2;base_3;frontier_addition;inactive,5,7//1,4//1;5//1;4//1,core_a;core_b;core_c,true,false,false,2275//192,0//1,2275//192,true
405,24,closure_carrier;frontier_addition;inactive,3,4//1,13//4;5//1;3//1,bridge;trigger_a;trigger_b,false,false,false,2625//256,0//1,2625//256,true
405,25,base_1;closure_carrier;frontier_addition;inactive,4,6//1,4//1;5//1;4//1,bridge;core_a;trigger_a;trigger_b,true,false,false,2275//192,0//1,2275//192,true
405,26,base_2;closure_carrier;frontier_addition;inactive,4,6//1,13//4;5//1;3//1,bridge;core_c;trigger_a;trigger_b,false,false,false,2625//256,0//1,2625//256,true
405,27,base_1;base_2;closure_carrier;frontier_addition;inactive,5,8//1,4//1;5//1;4//1,bridge;core_a;core_c;trigger_a;trigger_b,true,false,false,2275//192,0//1,2275//192,true
405,28,base_3;closure_carrier;frontier_addition;inactive,4,6//1,13//4;5//1;3//1,bridge;core_b;trigger_a;trigger_b,false,false,false,2625//256,0//1,2625//256,true
405,29,base_1;base_3;closure_carrier;frontier_addition;inactive,5,8//1,4//1;5//1;4//1,bridge;core_a;core_b;trigger_a;trigger_b,true,false,false,2275//192,0//1,2275//192,true
405,30,base_2;base_3;closure_carrier;frontier_addition;inactive,5,8//1,13//4;5//1;3//1,bridge;core_b;core_c;trigger_a;trigger_b,false,false,false,2625//256,0//1,2625//256,true
405,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,10//1,4//1;5//1;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,true,true,true,2275//192,0//1,2275//192,true
406,0,inactive,1,0//1,0//1;0//1;0//1,,false,false,false,0//1,0//1,0//1,true
406,1,base_1;inactive,2,2//1,17//4;17//4;4//1,core_a,false,false,false,4375//384,0//1,4375//384,true
406,2,base_2;inactive,2,2//1,9//4;9//4;7//4,core_b,false,false,false,4375//768,0//1,4375//768,true
406,3,base_1;base_2;inactive,3,4//1,17//4;17//4;4//1,core_a;core_b,false,false,false,4375//384,0//1,4375//384,true
406,4,base_3;inactive,2,2//1,5//4;5//4;1//1,core_c,false,false,false,1225//384,0//1,1225//384,true
406,5,base_1;base_3;inactive,3,4//1,17//4;17//4;4//1,core_a;core_c,false,false,false,4375//384,0//1,4375//384,true
406,6,base_2;base_3;inactive,3,4//1,9//4;9//4;7//4,core_b;core_c,false,false,false,4375//768,0//1,4375//768,true
406,7,base_1;base_2;base_3;inactive,4,6//1,17//4;17//4;4//1,core_a;core_b;core_c,false,false,false,4375//384,0//1,4375//384,true
406,8,closure_carrier;inactive,2,3//1,5//4;1//1;5//4,bridge;trigger_a;trigger_b,false,false,false,1225//384,1//3072,3267//1024,true
406,9,base_1;closure_carrier;inactive,3,5//1,17//4;17//4;4//1,bridge;core_a;trigger_a;trigger_b,false,false,false,4375//384,0//1,4375//384,true
406,10,base_2;closure_carrier;inactive,3,5//1,9//4;9//4;7//4,bridge;core_b;trigger_a;trigger_b,false,false,false,4375//768,0//1,4375//768,true
406,11,base_1;base_2;closure_carrier;inactive,4,7//1,17//4;17//4;4//1,bridge;core_a;core_b;trigger_a;trigger_b,false,false,false,4375//384,0//1,4375//384,true
406,12,base_3;closure_carrier;inactive,3,5//1,5//4;5//4;5//4,bridge;core_c;trigger_a;trigger_b,false,false,false,875//256,0//1,875//256,true
406,13,base_1;base_3;closure_carrier;inactive,4,7//1,17//4;17//4;4//1,bridge;core_a;core_c;trigger_a;trigger_b,false,false,false,4375//384,0//1,4375//384,true
406,14,base_2;base_3;closure_carrier;inactive,4,7//1,9//4;9//4;7//4,bridge;core_b;core_c;trigger_a;trigger_b,false,false,false,4375//768,0//1,4375//768,true
406,15,base_1;base_2;base_3;closure_carrier;inactive,5,9//1,17//4;17//4;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,4375//384,0//1,4375//384,true
406,16,frontier_addition;inactive,2,1//1,3//1;5//1;3//1,,false,false,false,1925//192,0//1,1925//192,true
406,17,base_1;frontier_addition;inactive,3,3//1,17//4;5//1;4//1,core_a,true,false,false,9275//768,0//1,9275//768,true
406,18,base_2;frontier_addition;inactive,3,3//1,3//1;5//1;3//1,core_b,false,false,false,1925//192,0//1,1925//192,true
406,19,base_1;base_2;frontier_addition;inactive,4,5//1,17//4;5//1;4//1,core_a;core_b,true,false,false,9275//768,0//1,9275//768,true
406,20,base_3;frontier_addition;inactive,3,3//1,3//1;5//1;3//1,core_c,false,false,false,1925//192,0//1,1925//192,true
406,21,base_1;base_3;frontier_addition;inactive,4,5//1,17//4;5//1;4//1,core_a;core_c,true,false,false,9275//768,0//1,9275//768,true
406,22,base_2;base_3;frontier_addition;inactive,4,5//1,3//1;5//1;3//1,core_b;core_c,false,false,false,1925//192,0//1,1925//192,true
406,23,base_1;base_2;base_3;frontier_addition;inactive,5,7//1,17//4;5//1;4//1,core_a;core_b;core_c,true,false,false,9275//768,0//1,9275//768,true
406,24,closure_carrier;frontier_addition;inactive,3,4//1,3//1;5//1;3//1,bridge;trigger_a;trigger_b,false,false,false,1925//192,0//1,1925//192,true
406,25,base_1;closure_carrier;frontier_addition;inactive,4,6//1,17//4;5//1;4//1,bridge;core_a;trigger_a;trigger_b,true,false,false,9275//768,0//1,9275//768,true
406,26,base_2;closure_carrier;frontier_addition;inactive,4,6//1,3//1;5//1;3//1,bridge;core_b;trigger_a;trigger_b,false,false,false,1925//192,0//1,1925//192,true
406,27,base_1;base_2;closure_carrier;frontier_addition;inactive,5,8//1,17//4;5//1;4//1,bridge;core_a;core_b;trigger_a;trigger_b,true,false,false,9275//768,0//1,9275//768,true
406,28,base_3;closure_carrier;frontier_addition;inactive,4,6//1,3//1;5//1;3//1,bridge;core_c;trigger_a;trigger_b,false,false,false,1925//192,0//1,1925//192,true
406,29,base_1;base_3;closure_carrier;frontier_addition;inactive,5,8//1,17//4;5//1;4//1,bridge;core_a;core_c;trigger_a;trigger_b,true,false,false,9275//768,0//1,9275//768,true
406,30,base_2;base_3;closure_carrier;frontier_addition;inactive,5,8//1,3//1;5//1;3//1,bridge;core_b;core_c;trigger_a;trigger_b,false,false,false,1925//192,0//1,1925//192,true
406,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,10//1,17//4;5//1;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,true,true,true,9275//768,0//1,9275//768,true
407,0,inactive,1,0//1,0//1;0//1;0//1,,false,false,false,0//1,0//1,0//1,true
407,1,base_1;inactive,2,4//1,25//4;7//4;7//4,core_a;core_b;core_c,false,false,false,2275//256,0//1,2275//256,true
407,2,base_2;inactive,2,4//1,2//1;6//1;7//4,core_a;core_b;core_c,false,false,false,2275//256,0//1,2275//256,true
407,3,base_1;base_2;inactive,3,8//1,25//4;6//1;7//4,core_a;core_b;core_c,false,false,false,1225//96,0//1,1225//96,true
407,4,base_3;inactive,2,4//1,2//1;9//4;23//4,core_a;core_b;core_c,false,false,false,875//96,0//1,875//96,true
407,5,base_1;base_3;inactive,3,8//1,25//4;9//4;23//4,core_a;core_b;core_c,false,false,false,3325//256,0//1,3325//256,true
407,6,base_2;base_3;inactive,3,8//1,2//1;6//1;23//4,core_a;core_b;core_c,false,false,false,9625//768,0//1,9625//768,true
407,7,base_1;base_2;base_3;inactive,4,12//1,25//4;6//1;23//4,core_a;core_b;core_c,false,false,false,525//32,0//1,525//32,true
407,8,closure_carrier;inactive,2,3//1,3//4;1//1;5//4,bridge;trigger_a;trigger_b,false,false,false,175//64,0//1,175//64,true
407,9,base_1;closure_carrier;inactive,3,7//1,25//4;7//4;7//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,2275//256,0//1,2275//256,true
407,10,base_2;closure_carrier;inactive,3,7//1,2//1;6//1;7//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,2275//256,0//1,2275//256,true
407,11,base_1;base_2;closure_carrier;inactive,4,11//1,25//4;6//1;7//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,1225//96,0//1,1225//96,true
407,12,base_3;closure_carrier;inactive,3,7//1,2//1;9//4;23//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,875//96,0//1,875//96,true
407,13,base_1;base_3;closure_carrier;inactive,4,11//1,25//4;9//4;23//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,3325//256,0//1,3325//256,true
407,14,base_2;base_3;closure_carrier;inactive,4,11//1,2//1;6//1;23//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,9625//768,0//1,9625//768,true
407,15,base_1;base_2;base_3;closure_carrier;inactive,5,15//1,25//4;6//1;23//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,525//32,0//1,525//32,true
407,16,frontier_addition;inactive,2,1//1,5//4;1//1;8//1,,false,false,false,7175//768,0//1,7175//768,true
407,17,base_1;frontier_addition;inactive,3,5//1,25//4;7//4;8//1,core_a;core_b;core_c,false,false,false,175//12,0//1,175//12,true
407,18,base_2;frontier_addition;inactive,3,5//1,2//1;6//1;8//1,core_a;core_b;core_c,false,false,false,175//12,0//1,175//12,true
407,19,base_1;base_2;frontier_addition;inactive,4,9//1,25//4;6//1;8//1,core_a;core_b;core_c,true,false,false,4725//256,0//1,4725//256,true
407,20,base_3;frontier_addition;inactive,3,5//1,2//1;9//4;8//1,core_a;core_b;core_c,false,false,false,8575//768,0//1,8575//768,true
407,21,base_1;base_3;frontier_addition;inactive,4,9//1,25//4;9//4;8//1,core_a;core_b;core_c,false,false,false,1925//128,0//1,1925//128,true
407,22,base_2;base_3;frontier_addition;inactive,4,9//1,2//1;6//1;8//1,core_a;core_b;core_c,false,false,false,175//12,0//1,175//12,true
407,23,base_1;base_2;base_3;frontier_addition;inactive,5,13//1,25//4;6//1;8//1,core_a;core_b;core_c,true,false,false,4725//256,0//1,4725//256,true
407,24,closure_carrier;frontier_addition;inactive,3,4//1,5//4;1//1;8//1,bridge;trigger_a;trigger_b,false,false,false,7175//768,0//1,7175//768,true
407,25,base_1;closure_carrier;frontier_addition;inactive,4,8//1,25//4;7//4;8//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,175//12,0//1,175//12,true
407,26,base_2;closure_carrier;frontier_addition;inactive,4,8//1,2//1;6//1;8//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,175//12,0//1,175//12,true
407,27,base_1;base_2;closure_carrier;frontier_addition;inactive,5,12//1,25//4;6//1;8//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,true,true,true,4725//256,0//1,4725//256,true
407,28,base_3;closure_carrier;frontier_addition;inactive,4,8//1,2//1;9//4;8//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,8575//768,0//1,8575//768,true
407,29,base_1;base_3;closure_carrier;frontier_addition;inactive,5,12//1,25//4;9//4;8//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,1925//128,0//1,1925//128,true
407,30,base_2;base_3;closure_carrier;frontier_addition;inactive,5,12//1,2//1;6//1;8//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,175//12,0//1,175//12,true
407,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,16//1,25//4;6//1;8//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,true,true,true,4725//256,0//1,4725//256,true
408,0,inactive,1,0//1,0//1;0//1;0//1,,false,false,false,0//1,0//1,0//1,true
408,1,base_1;inactive,2,4//1,25//4;2//1;9//4,core_a;core_b;core_c,false,false,false,1225//128,62807//8192,141207//8192,true
408,2,base_2;inactive,2,4//1,2//1;25//4;2//1,core_a;core_b;core_c,false,false,false,7175//768,127669//16384,842207//49152,true
408,3,base_1;base_2;inactive,3,8//1,25//4;25//4;9//4,core_a;core_b;core_c,false,false,false,10325//768,90679//16384,932837//49152,true
408,4,base_3;inactive,2,4//1,9//4;9//4;23//4,core_a;core_b;core_c,false,false,false,7175//768,127669//16384,842207//49152,true
408,5,base_1;base_3;inactive,3,8//1,25//4;9//4;23//4,core_a;core_b;core_c,false,false,false,3325//256,94789//16384,307589//16384,true
408,6,base_2;base_3;inactive,3,8//1,9//4;25//4;23//4,core_a;core_b;core_c,false,false,false,3325//256,94789//16384,307589//16384,true
408,7,base_1;base_2;base_3;inactive,4,12//1,25//4;25//4;23//4,core_a;core_b;core_c,false,false,false,12775//768,61909//16384,1003327//49152,true
408,8,closure_carrier;inactive,2,3//1,1//1;3//4;1//1,bridge;trigger_a;trigger_b,false,false,false,1925//768,189319//16384,691157//49152,true
408,9,base_1;closure_carrier;inactive,3,7//1,25//4;2//1;9//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,1225//128,62807//8192,141207//8192,true
408,10,base_2;closure_carrier;inactive,3,7//1,2//1;25//4;2//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,7175//768,127669//16384,842207//49152,true
408,11,base_1;base_2;closure_carrier;inactive,4,11//1,25//4;25//4;9//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,10325//768,90679//16384,932837//49152,true
408,12,base_3;closure_carrier;inactive,3,7//1,9//4;9//4;23//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,7175//768,127669//16384,842207//49152,true
408,13,base_1;base_3;closure_carrier;inactive,4,11//1,25//4;9//4;23//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,3325//256,94789//16384,307589//16384,true
408,14,base_2;base_3;closure_carrier;inactive,4,11//1,9//4;25//4;23//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,3325//256,94789//16384,307589//16384,true
408,15,base_1;base_2;base_3;closure_carrier;inactive,5,15//1,25//4;25//4;23//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,12775//768,61909//16384,1003327//49152,true
408,16,frontier_addition;inactive,2,1//1,3//4;8//1;5//4,,false,false,false,875//96,0//1,875//96,true
408,17,base_1;frontier_addition;inactive,3,5//1,25//4;8//1;9//4,core_a;core_b;core_c,false,false,false,1925//128,38147//8192,161347//8192,true
408,18,base_2;frontier_addition;inactive,3,5//1,2//1;8//1;2//1,core_a;core_b;core_c,false,false,false,175//16,28321//4096,73121//4096,true
408,19,base_1;base_2;frontier_addition;inactive,4,9//1,25//4;8//1;9//4,core_a;core_b;core_c,false,false,false,1925//128,38147//8192,161347//8192,true
408,20,base_3;frontier_addition;inactive,3,5//1,9//4;8//1;23//4,core_a;core_b;core_c,false,false,false,175//12,20101//4096,239503//12288,true
408,21,base_1;base_3;frontier_addition;inactive,4,9//1,25//4;8//1;23//4,core_a;core_b;core_c,true,false,false,875//48,11881//4096,259643//12288,true
408,22,base_2;base_3;frontier_addition;inactive,4,9//1,9//4;8//1;23//4,core_a;core_b;core_c,false,false,false,175//12,20101//4096,239503//12288,true
408,23,base_1;base_2;base_3;frontier_addition;inactive,5,13//1,25//4;8//1;23//4,core_a;core_b;core_c,true,false,false,875//48,11881//4096,259643//12288,true
408,24,closure_carrier;frontier_addition;inactive,3,4//1,1//1;8//1;5//4,bridge;trigger_a;trigger_b,false,false,false,7175//768,127669//16384,842207//49152,true
408,25,base_1;closure_carrier;frontier_addition;inactive,4,8//1,25//4;8//1;9//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,1925//128,38147//8192,161347//8192,true
408,26,base_2;closure_carrier;frontier_addition;inactive,4,8//1,2//1;8//1;2//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,175//16,28321//4096,73121//4096,true
408,27,base_1;base_2;closure_carrier;frontier_addition;inactive,5,12//1,25//4;8//1;9//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,1925//128,38147//8192,161347//8192,true
408,28,base_3;closure_carrier;frontier_addition;inactive,4,8//1,9//4;8//1;23//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,175//12,20101//4096,239503//12288,true
408,29,base_1;base_3;closure_carrier;frontier_addition;inactive,5,12//1,25//4;8//1;23//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,true,true,true,875//48,11881//4096,259643//12288,true
408,30,base_2;base_3;closure_carrier;frontier_addition;inactive,5,12//1,9//4;8//1;23//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,175//12,20101//4096,239503//12288,true
408,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,16//1,25//4;8//1;23//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,true,true,true,875//48,11881//4096,259643//12288,true
409,0,inactive,1,0//1,0//1;0//1;0//1,,false,false,false,0//1,0//1,0//1,true
409,1,base_1;inactive,2,2//1,17//4;4//1;15//4,core_c,false,false,false,175//16,49579//16384,228779//16384,true
409,2,base_2;inactive,2,2//1,9//4;9//4;7//4,core_b,false,false,false,4375//768,0//1,4375//768,true
409,3,base_1;base_2;inactive,3,4//1,17//4;4//1;15//4,core_b;core_c,false,false,false,175//16,49579//16384,228779//16384,true
409,4,base_3;inactive,2,2//1,1//1;3//4;5//4,core_a,false,false,false,175//64,0//1,175//64,true
409,5,base_1;base_3;inactive,3,4//1,17//4;4//1;15//4,core_a;core_c,false,false,false,175//16,49579//16384,228779//16384,true
409,6,base_2;base_3;inactive,3,4//1,9//4;9//4;7//4,core_a;core_b,false,false,false,4375//768,0//1,4375//768,true
409,7,base_1;base_2;base_3;inactive,4,6//1,17//4;4//1;15//4,core_a;core_b;core_c,false,false,false,175//16,49579//16384,228779//16384,true
409,8,closure_carrier;inactive,2,2//1,3//4;1//1;1//1,expansion,false,false,false,1925//768,62807//8192,250021//24576,true
409,9,base_1;closure_carrier;inactive,3,4//1,17//4;4//1;15//4,core_c;expansion,false,false,false,175//16,49579//16384,228779//16384,true
409,10,base_2;closure_carrier;inactive,3,4//1,9//4;9//4;7//4,core_b;expansion,false,false,false,4375//768,24211//4096,142633//12288,true
409,11,base_1;base_2;closure_carrier;inactive,4,6//1,17//4;4//1;15//4,core_b;core_c;expansion,false,false,false,175//16,49579//16384,228779//16384,true
409,12,base_3;closure_carrier;inactive,3,4//1,1//1;1//1;5//4,core_a;expansion,false,false,false,2275//768,3797//512,15941//1536,true
409,13,base_1;base_3;closure_carrier;inactive,4,6//1,17//4;4//1;15//4,core_a;core_c;expansion,false,false,false,175//16,49579//16384,228779//16384,true
409,14,base_2;base_3;closure_carrier;inactive,4,6//1,9//4;9//4;7//4,core_a;core_b;expansion,false,false,false,4375//768,24211//4096,142633//12288,true
409,15,base_1;base_2;base_3;closure_carrier;inactive,5,8//1,17//4;4//1;15//4,core_a;core_b;core_c;expansion,false,true,false,175//16,49579//16384,228779//16384,true
409,16,frontier_addition;inactive,2,1//1,11//4;3//1;5//1,,false,false,false,7525//768,0//1,7525//768,true
409,17,base_1;frontier_addition;inactive,3,3//1,17//4;4//1;5//1,core_c,true,false,false,9275//768,4913//2048,88939//6144,true
409,18,base_2;frontier_addition;inactive,3,3//1,11//4;3//1;5//1,core_b,false,false,false,7525//768,0//1,7525//768,true
409,19,base_1;base_2;frontier_addition;inactive,4,5//1,17//4;4//1;5//1,core_b;core_c,true,false,false,9275//768,4913//2048,88939//6144,true
409,20,base_3;frontier_addition;inactive,3,3//1,11//4;3//1;5//1,core_a,false,false,false,7525//768,0//1,7525//768,true
409,21,base_1;base_3;frontier_addition;inactive,4,5//1,17//4;4//1;5//1,core_a;core_c,true,false,false,9275//768,4913//2048,88939//6144,true
409,22,base_2;base_3;frontier_addition;inactive,4,5//1,11//4;3//1;5//1,core_a;core_b,false,false,false,7525//768,0//1,7525//768,true
409,23,base_1;base_2;base_3;frontier_addition;inactive,5,7//1,17//4;4//1;5//1,core_a;core_b;core_c,true,false,false,9275//768,4913//2048,88939//6144,true
409,24,closure_carrier;frontier_addition;inactive,3,3//1,11//4;3//1;5//1,expansion,false,false,false,7525//768,29927//8192,330581//24576,true
409,25,base_1;closure_carrier;frontier_addition;inactive,4,5//1,17//4;4//1;5//1,core_c;expansion,true,false,false,9275//768,4913//2048,88939//6144,true
409,26,base_2;closure_carrier;frontier_addition;inactive,4,5//1,11//4;3//1;5//1,core_b;expansion,false,false,false,7525//768,29927//8192,330581//24576,true
409,27,base_1;base_2;closure_carrier;frontier_addition;inactive,5,7//1,17//4;4//1;5//1,core_b;core_c;expansion,true,false,false,9275//768,4913//2048,88939//6144,true
409,28,base_3;closure_carrier;frontier_addition;inactive,4,5//1,11//4;3//1;5//1,core_a;expansion,false,false,false,7525//768,29927//8192,330581//24576,true
409,29,base_1;base_3;closure_carrier;frontier_addition;inactive,5,7//1,17//4;4//1;5//1,core_a;core_c;expansion,true,false,false,9275//768,4913//2048,88939//6144,true
409,30,base_2;base_3;closure_carrier;frontier_addition;inactive,5,7//1,11//4;3//1;5//1,core_a;core_b;expansion,false,false,false,7525//768,29927//8192,330581//24576,true
409,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,9//1,17//4;4//1;5//1,core_a;core_b;core_c;expansion,true,true,true,9275//768,4913//2048,88939//6144,true
410,0,inactive,1,0//1,0//1;0//1;0//1,,false,false,false,0//1,0//1,0//1,true
410,1,base_1;inactive,2,4//1,4//1;17//4;17//4,core_a;core_b;core_c,false,false,false,4375//384,0//1,4375//384,true
410,2,base_2;inactive,2,4//1,7//4;2//1;2//1,core_a;core_b;core_c,false,false,false,4025//768,0//1,4025//768,true
410,3,base_1;base_2;inactive,3,8//1,4//1;17//4;17//4,core_a;core_b;core_c,false,false,false,4375//384,0//1,4375//384,true
410,4,base_3;inactive,2,4//1,1//1;5//4;1//1,core_a;core_b;core_c,false,false,false,2275//768,0//1,2275//768,true
410,5,base_1;base_3;inactive,3,8//1,4//1;17//4;17//4,core_a;core_b;core_c,false,false,false,4375//384,0//1,4375//384,true
410,6,base_2;base_3;inactive,3,8//1,7//4;2//1;2//1,core_a;core_b;core_c,false,false,false,4025//768,0//1,4025//768,true
410,7,base_1;base_2;base_3;inactive,4,12//1,4//1;17//4;17//4,core_a;core_b;core_c,false,false,false,4375//384,0//1,4375//384,true
410,8,closure_carrier;inactive,2,2//1,5//4;3//4;1//1,expansion,false,false,false,175//64,0//1,175//64,true
410,9,base_1;closure_carrier;inactive,3,6//1,4//1;17//4;17//4,core_a;core_b;core_c;expansion,false,true,false,4375//384,0//1,4375//384,true
410,10,base_2;closure_carrier;inactive,3,6//1,7//4;2//1;2//1,core_a;core_b;core_c;expansion,false,true,false,4025//768,0//1,4025//768,true
410,11,base_1;base_2;closure_carrier;inactive,4,10//1,4//1;17//4;17//4,core_a;core_b;core_c;expansion,false,true,false,4375//384,0//1,4375//384,true
410,12,base_3;closure_carrier;inactive,3,6//1,5//4;5//4;1//1,core_a;core_b;core_c;expansion,false,true,false,1225//384,0//1,1225//384,true
410,13,base_1;base_3;closure_carrier;inactive,4,10//1,4//1;17//4;17//4,core_a;core_b;core_c;expansion,false,true,false,4375//384,0//1,4375//384,true
410,14,base_2;base_3;closure_carrier;inactive,4,10//1,7//4;2//1;2//1,core_a;core_b;core_c;expansion,false,true,false,4025//768,0//1,4025//768,true
410,15,base_1;base_2;base_3;closure_carrier;inactive,5,14//1,4//1;17//4;17//4,core_a;core_b;core_c;expansion,false,true,false,4375//384,0//1,4375//384,true
410,16,frontier_addition;inactive,2,1//1,11//4;5//1;13//4,,false,false,false,1925//192,0//1,1925//192,true
410,17,base_1;frontier_addition;inactive,3,5//1,4//1;5//1;17//4,core_a;core_b;core_c,true,false,false,9275//768,0//1,9275//768,true
410,18,base_2;frontier_addition;inactive,3,5//1,11//4;5//1;13//4,core_a;core_b;core_c,false,false,false,1925//192,0//1,1925//192,true
410,19,base_1;base_2;frontier_addition;inactive,4,9//1,4//1;5//1;17//4,core_a;core_b;core_c,true,false,false,9275//768,0//1,9275//768,true
410,20,base_3;frontier_addition;inactive,3,5//1,11//4;5//1;13//4,core_a;core_b;core_c,false,false,false,1925//192,0//1,1925//192,true
410,21,base_1;base_3;frontier_addition;inactive,4,9//1,4//1;5//1;17//4,core_a;core_b;core_c,true,false,false,9275//768,0//1,9275//768,true
410,22,base_2;base_3;frontier_addition;inactive,4,9//1,11//4;5//1;13//4,core_a;core_b;core_c,false,false,false,1925//192,0//1,1925//192,true
410,23,base_1;base_2;base_3;frontier_addition;inactive,5,13//1,4//1;5//1;17//4,core_a;core_b;core_c,true,false,false,9275//768,0//1,9275//768,true
