trial_id,interval_id,lower_lambda,upper_lambda,lower_optimal_burdens,upper_optimal_burdens,demand_defined,resource_demand_elasticity,channel_defined,operational_contribution,generative_contribution,productive_value_elasticity,channel_decomposition_gate
518,E100_200,1//1,2//1,2//1,1//1,true,-1//2,true,-1//8,0//1,-1//8,true
518,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
519,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
519,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
519,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-1//5,0//1,-1//5,true
519,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-25//64,0//1,-25//64,true
520,E025_050,1//4,1//2,5//1,1//1,true,-4//5,true,-8//53,0//1,-8//53,true
520,E050_100,1//2,1//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
520,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
520,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
521,E025_050,1//4,1//2,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
521,E050_100,1//2,1//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
521,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
521,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
522,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
522,E050_100,1//2,1//1,3//1,1//1,true,-2//3,true,-6//49,0//1,-6//49,true
522,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
522,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
523,E025_050,1//4,1//2,8//1,8//1,true,0//1,true,0//1,0//1,0//1,true
523,E050_100,1//2,1//1,8//1,6//1,true,-1//4,true,-2625//16613,92475//1063232,-75525//1063232,true
523,E100_200,1//1,2//1,6//1,4//1,true,-1//3,true,-40000//141101,154125//987707,-125875//987707,true
523,E200_400,2//1,4//1,4//1,1//1,true,-3//4,true,-1400//107729,-51729//107729,-53129//107729,true
524,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
524,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-17//81,0//1,-17//81,true
524,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-3//8,0//1,-3//8,true
524,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
525,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
525,E050_100,1//2,1//1,3//1,2//1,true,-1//3,true,-4//55,0//1,-4//55,true
525,E100_200,1//1,2//1,2//1,1//1,true,-1//2,true,-2//17,0//1,-2//17,true
525,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
526,E025_050,1//4,1//2,5//1,1//1,true,-4//5,true,-2//17,0//1,-2//17,true
526,E050_100,1//2,1//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
526,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
526,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
527,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
527,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-15//79,0//1,-15//79,true
527,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-3//8,0//1,-3//8,true
527,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
528,E025_050,1//4,1//2,7//1,7//1,true,0//1,true,0//1,0//1,0//1,true
528,E050_100,1//2,1//1,7//1,5//1,true,-2//7,true,-22400//130939,12330//130939,-10070//130939,true
528,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-4800//17267,18495//120869,-15105//120869,true
528,E200_400,2//1,4//1,3//1,2//1,true,-1//3,true,-11550//26441,1485//6176,-166155//846112,true
529,E025_050,1//4,1//2,6//1,4//1,true,-1//3,true,-25200//177313,55485//709252,-45315//709252,true
529,E050_100,1//2,1//1,4//1,3//1,true,-1//4,true,100800//663937,-148737//663937,-47937//663937,true
529,E100_200,1//1,2//1,3//1,1//1,true,-2//3,true,-9//55,0//1,-9//55,true
529,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
530,E025_050,1//4,1//2,7//1,5//1,true,-2//7,true,0//1,-547//15107,-547//15107,true
530,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
530,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-5//26,0//1,-5//26,true
530,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-23//63,0//1,-23//63,true
531,E025_050,1//4,1//2,12//1,8//1,true,-1//3,true,-14000//80571,10275//107428,-25175//322284,true
531,E050_100,1//2,1//1,8//1,4//1,true,-1//2,true,-246400//891327,45210//297109,-110770//891327,true
531,E100_200,1//1,2//1,4//1,4//1,true,0//1,true,0//1,0//1,0//1,true
531,E200_400,2//1,4//1,4//1,1//1,true,-3//4,true,0//1,-321357//780557,-321357//780557,true
532,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
532,E050_100,1//2,1//1,3//1,1//1,true,-2//3,true,-4//25,0//1,-4//25,true
532,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
532,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
533,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
533,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
533,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-7//40,0//1,-7//40,true
533,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-4//11,0//1,-4//11,true
534,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
534,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
534,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-7//39,0//1,-7//39,true
534,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-13//32,0//1,-13//32,true
535,E025_050,1//4,1//2,4//1,4//1,true,0//1,true,0//1,0//1,0//1,true
535,E050_100,1//2,1//1,4//1,1//1,true,-3//4,true,0//1,-40461//298061,-40461//298061,true
535,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
535,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
536,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
536,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-7//40,0//1,-7//40,true
536,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-14//33,0//1,-14//33,true
536,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
537,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
537,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-7//39,0//1,-7//39,true
537,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-3//8,0//1,-3//8,true
537,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
538,E025_050,1//4,1//2,5//1,4//1,true,-1//5,true,-2//51,0//1,-2//51,true
538,E050_100,1//2,1//1,4//1,1//1,true,-3//4,true,-1//7,0//1,-1//7,true
538,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
538,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
539,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
539,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
539,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-5//26,0//1,-5//26,true
539,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-8//21,0//1,-8//21,true
540,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
540,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
540,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-16//79,0//1,-16//79,true
540,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-8//21,0//1,-8//21,true
541,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
541,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
541,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-5//26,0//1,-5//26,true
541,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-8//21,0//1,-8//21,true
542,E025_050,1//4,1//2,5//1,1//1,true,-4//5,true,-7//51,0//1,-7//51,true
542,E050_100,1//2,1//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
542,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
542,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
543,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
543,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-7//39,0//1,-7//39,true
543,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-25//64,0//1,-25//64,true
543,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
544,E025_050,1//4,1//2,4//1,4//1,true,0//1,true,0//1,0//1,0//1,true
544,E050_100,1//2,1//1,4//1,4//1,true,0//1,true,0//1,0//1,0//1,true
544,E100_200,1//1,2//1,4//1,1//1,true,-3//4,true,0//1,-1873//7473,-1873//7473,true
544,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
545,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
545,E050_100,1//2,1//1,3//1,2//1,true,-1//3,true,-3//52,0//1,-3//52,true
545,E100_200,1//1,2//1,2//1,1//1,true,-1//2,true,-6//49,0//1,-6//49,true
545,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
546,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
546,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
546,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-15//79,0//1,-15//79,true
546,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-25//64,0//1,-25//64,true
547,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
547,E050_100,1//2,1//1,3//1,1//1,true,-2//3,true,-2//13,0//1,-2//13,true
547,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
547,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
548,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
548,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
548,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-17//81,0//1,-17//81,true
548,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-23//64,0//1,-23//64,true
549,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
549,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-16//81,0//1,-16//81,true
549,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-27//65,0//1,-27//65,true
549,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
550,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
550,E050_100,1//2,1//1,5//1,1//1,true,-4//5,true,-11//53,0//1,-11//53,true
550,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
550,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
551,E025_050,1//4,1//2,5//1,1//1,true,-4//5,true,-2//13,0//1,-2//13,true
551,E050_100,1//2,1//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
551,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
551,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
552,E025_050,1//4,1//2,11//1,7//1,true,-4//11,true,-14000//84681,3425//37636,-25175//338724,true
552,E050_100,1//2,1//1,7//1,3//1,true,-4//7,true,-246400//940647,45210//313549,-110770//940647,true
552,E100_200,1//1,2//1,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
552,E200_400,2//1,4//1,3//1,2//1,true,-1//3,true,-336000//829877,184950//829877,-151050//829877,true
553,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
553,E050_100,1//2,1//1,3//1,2//1,true,-1//3,true,-1//17,0//1,-1//17,true
553,E100_200,1//1,2//1,2//1,1//1,true,-1//2,true,-5//48,0//1,-5//48,true
553,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
554,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
554,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
554,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-1//5,0//1,-1//5,true
554,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-25//64,0//1,-25//64,true
555,E025_050,1//4,1//2,5//1,1//1,true,-4//5,true,-2//13,0//1,-2//13,true
555,E050_100,1//2,1//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
555,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
555,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
556,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
556,E050_100,1//2,1//1,3//1,2//1,true,-1//3,true,-2//27,0//1,-2//27,true
556,E100_200,1//1,2//1,2//1,1//1,true,-1//2,true,-3//25,0//1,-3//25,true
556,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
557,E025_050,1//4,1//2,12//1,8//1,true,-1//3,true,-9800//60287,43155//482296,-1855//25384,true
557,E050_100,1//2,1//1,8//1,4//1,true,-1//2,true,-140000//447051,51375//298034,-6625//47058,true
557,E100_200,1//1,2//1,4//1,4//1,true,0//1,true,0//1,0//1,0//1,true
557,E200_400,2//1,4//1,4//1,1//1,true,-3//4,true,0//1,-309027//768227,-309027//768227,true
558,E025_050,1//4,1//2,5//1,1//1,true,-4//5,true,-7//50,0//1,-7//50,true
558,E050_100,1//2,1//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
558,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
558,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
559,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
559,E050_100,1//2,1//1,3//1,1//1,true,-2//3,true,-1//10,0//1,-1//10,true
559,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
559,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
560,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
560,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-16//77,0//1,-16//77,true
560,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-21//61,0//1,-21//61,true
560,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
561,E025_050,1//4,1//2,5//1,1//1,true,-4//5,true,-7//52,0//1,-7//52,true
561,E050_100,1//2,1//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
561,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
561,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
562,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
562,E050_100,1//2,1//1,3//1,2//1,true,-1//3,true,-1//13,0//1,-1//13,true
562,E100_200,1//1,2//1,2//1,1//1,true,-1//2,true,-5//48,0//1,-5//48,true
562,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
563,E025_050,1//4,1//2,5//1,3//1,true,-2//5,true,0//1,-30741//613141,-30741//613141,true
563,E050_100,1//2,1//1,3//1,1//1,true,-2//3,true,-2//13,0//1,-2//13,true
563,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
563,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
564,E025_050,1//4,1//2,5//1,1//1,true,-4//5,true,-5//51,0//1,-5//51,true
564,E050_100,1//2,1//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
564,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
564,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
565,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
565,E050_100,1//2,1//1,3//1,2//1,true,-1//3,true,-3//52,0//1,-3//52,true
565,E100_200,1//1,2//1,2//1,1//1,true,-1//2,true,-6//49,0//1,-6//49,true
565,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
566,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
566,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
566,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-1//5,0//1,-1//5,true
566,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-3//8,0//1,-3//8,true
567,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
567,E050_100,1//2,1//1,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
567,E100_200,1//1,2//1,3//1,1//1,true,-2//3,true,0//1,-2613//10138,-2613//10138,true
567,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
568,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
568,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
568,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-3//16,0//1,-3//16,true
568,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-5//13,0//1,-5//13,true
569,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
569,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
569,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-3//16,0//1,-3//16,true
569,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-5//13,0//1,-5//13,true
570,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
570,E050_100,1//2,1//1,3//1,2//1,true,-1//3,true,-1//13,0//1,-1//13,true
570,E100_200,1//1,2//1,2//1,1//1,true,-1//2,true,-1//8,0//1,-1//8,true
570,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
571,E025_050,1//4,1//2,3//1,2//1,true,-1//3,true,-1//26,0//1,-1//26,true
571,E050_100,1//2,1//1,2//1,2//1,true,0//1,true,0//1,0//1,0//1,true
571,E100_200,1//1,2//1,2//1,1//1,true,-1//2,true,-3//25,0//1,-3//25,true
571,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
572,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
572,E050_100,1//2,1//1,3//1,1//1,true,-2//3,true,-2//13,0//1,-2//13,true
572,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
572,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
573,E025_050,1//4,1//2,11//1,7//1,true,-4//11,true,-84000//469769,361533//3758152,-310467//3758152,true
573,E050_100,1//2,1//1,7//1,3//1,true,-4//7,true,-215040//689537,590967//3447685,-484233//3447685,true
573,E100_200,1//1,2//1,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
573,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,0//1,-292863//740863,-292863//740863,true
574,E025_050,1//4,1//2,7//1,7//1,true,0//1,true,0//1,0//1,0//1,true
574,E050_100,1//2,1//1,7//1,5//1,true,-2//7,true,-21000//125339,92475//1002712,-75525//1002712,true
574,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-268800//927187,147960//927187,-120840//927187,true
574,E200_400,2//1,4//1,3//1,2//1,true,-1//3,true,-324800//806347,178785//806347,-146015//806347,true
575,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
575,E050_100,1//2,1//1,5//1,1//1,true,-4//5,true,-12//53,0//1,-12//53,true
575,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
575,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
576,E025_050,1//4,1//2,6//1,2//1,true,-2//3,true,-3200//90947,-6147//90947,-9347//90947,true
576,E050_100,1//2,1//1,2//1,2//1,true,0//1,true,0//1,0//1,0//1,true
576,E100_200,1//1,2//1,2//1,2//1,true,0//1,true,0//1,0//1,0//1,true
576,E200_400,2//1,4//1,2//1,1//1,true,-1//2,true,-3//17,0//1,-3//17,true
577,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
577,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-16//81,0//1,-16//81,true
577,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-27//65,0//1,-27//65,true
577,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
578,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
578,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-16//79,0//1,-16//79,true
578,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-22//63,0//1,-22//63,true
578,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
579,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
579,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-1//5,0//1,-1//5,true
579,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-3//8,0//1,-3//8,true
579,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
580,E025_050,1//4,1//2,8//1,4//1,true,-1//2,true,-8400//54877,8325//219508,-25275//219508,true
580,E050_100,1//2,1//1,4//1,1//1,true,-3//4,true,0//1,-26233//194233,-26233//194233,true
580,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
580,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
581,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
581,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-15//79,0//1,-15//79,true
581,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-11//32,0//1,-11//32,true
581,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
582,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
582,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
582,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-16//81,0//1,-16//81,true
582,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-27//65,0//1,-27//65,true
583,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
583,E050_100,1//2,1//1,3//1,1//1,true,-2//3,true,-7//54,0//1,-7//54,true
583,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
583,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
584,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
584,E050_100,1//2,1//1,3//1,1//1,true,-2//3,true,-7//52,0//1,-7//52,true
584,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
584,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
585,E025_050,1//4,1//2,5//1,3//1,true,-2//5,true,-12600//88939,55485//711512,-2385//37448,true
585,E050_100,1//2,1//1,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
585,E100_200,1//1,2//1,3//1,1//1,true,-2//3,true,0//1,-24771//95171,-24771//95171,true
585,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
586,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
586,E050_100,1//2,1//1,3//1,1//1,true,-2//3,true,-8//53,0//1,-8//53,true
586,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
586,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
587,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
587,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
587,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-3//16,0//1,-3//16,true
587,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-2//5,0//1,-2//5,true
588,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
588,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-1//5,0//1,-1//5,true
588,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-13//32,0//1,-13//32,true
588,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
589,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
589,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
589,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-16//79,0//1,-16//79,true
589,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-26//63,0//1,-26//63,true
590,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
590,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
590,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-14//79,0//1,-14//79,true
590,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-2//5,0//1,-2//5,true
591,E025_050,1//4,1//2,11//1,7//1,true,-4//11,true,-47600//271973,104805//1087892,-85595//1087892,true
591,E050_100,1//2,1//1,7//1,3//1,true,-4//7,true,-246400//1002297,45210//334099,-110770//1002297,true
591,E100_200,1//1,2//1,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
591,E200_400,2//1,4//1,3//1,2//1,true,-1//3,true,-43200//127361,166455//891527,-135945//891527,true
592,E025_050,1//4,1//2,11//1,7//1,true,-4//11,true,-50//307,42813//481376,-35587//481376,true
