strategy_id,ticker,coverage_potential,current_belief_improvement,average_validation_score,raw_parameter_novelty,locked_net_utility_improvement,coverage_rank,current_rank,average_rank,novelty_rank,locked_rank
KRE__mean_reversion_5__always__h5__half__signal_flip__vol_target_10,KRE,0.0,0.0,-0.023786012338803626,0.2857142857142857,-0.09846762275573179,1257,1222,1835,627,1129
KRE__mean_reversion_5__always__h5__unit__horizon__notional_cap_1,KRE,0.0,0.0,0.003881268636759347,0.14285714285714285,-0.12663708633028364,1258,1223,796,1758,1938
KRE__mean_reversion_5__always__h5__unit__horizon__vol_target_10,KRE,0.0,0.0,-0.007172911308567345,0.2857142857142857,-0.09088160560986891,1259,1224,1296,628,811
KRE__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,KRE,0.0,0.0,-0.049399461437467,0.14285714285714285,-0.15403067831454625,1260,1225,2135,1759,2148
KRE__mean_reversion_5__always__h5__unit__signal_flip__vol_target_10,KRE,0.0,0.0,-0.031977334039696284,0.2857142857142857,-0.10565845937850744,1261,1226,1983,629,1407
KRE__mean_reversion_5__trend_100__h20__half__horizon__notional_cap_1,KRE,0.0,0.0,-0.0073595449891541865,0.14285714285714285,-0.0965204714084283,1262,1227,1301,1760,1047
KRE__mean_reversion_5__trend_100__h20__half__horizon__vol_target_10,KRE,0.0,0.0,-0.013603024900236425,0.14285714285714285,-0.10473215525765653,1263,1228,1543,1761,1376
KRE__mean_reversion_5__trend_100__h20__half__signal_flip__notional_cap_1,KRE,0.0,0.0,-0.011974547051037584,0.2857142857142857,-0.1844172071037767,1264,1229,1493,630,2225
KRE__mean_reversion_5__trend_100__h20__half__signal_flip__vol_target_10,KRE,0.0,0.0,-0.013588044912486785,0.14285714285714285,-0.14885901449939137,1265,1230,1542,1762,2132
KRE__mean_reversion_5__trend_100__h20__unit__horizon__vol_target_10,KRE,0.0,0.0,-0.02104942478331381,0.14285714285714285,-0.11162587242472641,1266,1231,1753,1763,1610
KRE__mean_reversion_5__trend_100__h20__unit__signal_flip__notional_cap_1,KRE,0.0,0.0,-0.032900582480779886,0.14285714285714285,-0.3158437264026848,1267,1232,1997,1764,2305
KRE__mean_reversion_5__trend_100__h20__unit__signal_flip__vol_target_10,KRE,0.0,0.0,-0.018545067718810905,0.14285714285714285,-0.1559530738583098,1268,1233,1692,1765,2159
KRE__mean_reversion_5__trend_100__h5__half__horizon__notional_cap_1,KRE,0.0,0.0,-0.015474077956866892,0.2857142857142857,-0.09168578386192654,1269,1234,1605,631,834
KRE__mean_reversion_5__trend_100__h5__half__horizon__vol_target_10,KRE,0.0,0.0,-0.018836315832456454,0.2857142857142857,-0.09583899543504268,1270,1235,1699,632,1015
KRE__mean_reversion_5__trend_100__h5__half__signal_flip__notional_cap_1,KRE,0.0,0.0,-0.01843369248857771,0.2857142857142857,-0.08770032644192488,1271,1236,1690,633,700
KRE__mean_reversion_5__trend_100__h5__half__signal_flip__vol_target_10,KRE,0.0,0.0,-0.0193853891335342,0.14285714285714285,-0.09911856457138601,1272,1237,1710,1766,1161
KRE__mean_reversion_5__trend_100__h5__unit__horizon__notional_cap_1,KRE,0.0,0.0,-0.04203478559535316,0.14285714285714285,-0.11207676475483906,1273,1238,2091,1767,1621
KRE__mean_reversion_5__trend_100__h5__unit__horizon__vol_target_10,KRE,0.0,0.0,-0.027562270062695474,0.2857142857142857,-0.1012496855945373,1274,1239,1909,634,1236
KRE__mean_reversion_5__trend_100__h5__unit__signal_flip__notional_cap_1,KRE,0.0,0.0,-0.04436134547100406,0.2857142857142857,-0.09888469978071468,1275,1240,2108,635,1145
KRE__mean_reversion_5__trend_100__h5__unit__signal_flip__vol_target_10,KRE,0.0,0.0,-0.025306501174070097,0.14285714285714285,-0.1059098133026794,1276,1241,1862,1768,1420
KRE__momentum_20__always__h20__half__horizon__notional_cap_1,KRE,0.0,0.0,0.0214389246684019,0.14285714285714285,-0.05980668382635288,1277,1242,251,1769,234
KRE__momentum_20__always__h20__half__horizon__vol_target_10,KRE,0.0,0.0,0.01031532931309443,0.14285714285714285,-0.07831667927389019,1278,1243,556,1770,460
KRE__momentum_20__always__h20__half__signal_flip__notional_cap_1,KRE,0.0,0.0,0.014893610069598884,0.14285714285714285,-0.05776537341825649,1279,1244,409,1771,211
KRE__momentum_20__always__h20__half__signal_flip__vol_target_10,KRE,0.0,0.0,0.007090798398686274,0.2857142857142857,-0.07746787090999238,1280,1245,679,636,451
KRE__momentum_20__always__h20__unit__horizon__notional_cap_1,KRE,0.0,0.0,0.018846493586167343,0.14285714285714285,-0.09480074935022294,1281,1246,311,1772,978
KRE__momentum_20__always__h20__unit__horizon__vol_target_10,KRE,0.0,0.0,0.004720454177064773,0.2857142857142857,-0.08715510312062424,1282,1247,765,637,679
KRE__momentum_20__always__h20__unit__signal_flip__vol_target_10,KRE,0.0,0.0,0.004080265622029542,0.14285714285714285,-0.08041054463467003,1283,1248,790,1773,490
KRE__momentum_20__always__h5__half__horizon__notional_cap_1,KRE,0.0,0.0,0.020293722138952017,0.2857142857142857,-0.03033644833581664,1284,1249,278,638,42
KRE__momentum_20__always__h5__half__horizon__vol_target_10,KRE,0.0,0.0,0.009447411403057215,0.2857142857142857,-0.045883120490090246,1285,1250,583,639,111
KRE__momentum_20__always__h5__half__signal_flip__notional_cap_1,KRE,0.0,0.0,-0.005871892429078481,0.14285714285714285,-0.02380096389738215,1286,1251,1249,1774,27
KRE__momentum_20__always__h5__half__signal_flip__vol_target_10,KRE,0.0,0.0,-0.012090532295290465,0.2857142857142857,-0.05640654239691499,1287,1252,1496,640,200
KRE__momentum_20__always__h5__unit__horizon__notional_cap_1,KRE,0.003549975634636576,0.0,0.024034990304615596,0.14285714285714285,-0.017753823286329157,43,1253,209,1775,20
KRE__momentum_20__always__h5__unit__horizon__vol_target_10,KRE,0.0,0.0,0.0017657972506644037,0.2857142857142857,-0.04848905209455264,1288,1254,873,641,138
KRE__momentum_20__always__h5__unit__signal_flip__vol_target_10,KRE,0.0,0.0,-0.01951677426966804,0.14285714285714285,-0.05850650472310159,1289,1255,1714,1776,219
KRE__momentum_20__trend_100__h20__half__horizon__notional_cap_1,KRE,0.0,0.0,-0.004963978281002475,0.14285714285714285,-0.1288398760437671,1290,1256,1209,1777,1978
KRE__momentum_20__trend_100__h20__half__horizon__vol_target_10,KRE,0.0,0.0,-0.0103490671087537,0.2857142857142857,-0.12195328655962595,1291,1257,1420,642,1847
KRE__momentum_20__trend_100__h20__half__signal_flip__notional_cap_1,KRE,0.0,0.0,-0.0009184827059265203,0.2857142857142857,-0.08430171736964664,1292,1258,1003,643,574
KRE__momentum_20__trend_100__h20__half__signal_flip__vol_target_10,KRE,0.0,0.0,-0.003454944711743962,0.2857142857142857,-0.08335488773016121,1293,1259,1125,644,556
KRE__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,KRE,0.0,0.0,-0.029792285143087724,0.14285714285714285,-0.21937374715469699,1294,1260,1957,1778,2264
KRE__momentum_20__trend_100__h20__unit__horizon__vol_target_10,KRE,0.0,0.0,-0.015434413741669723,0.14285714285714285,-0.12872069474976838,1295,1261,1602,1779,1974
KRE__momentum_20__trend_100__h20__unit__signal_flip__notional_cap_1,KRE,0.0,0.0,-0.014276360076488182,0.14285714285714285,-0.11170819671894641,1296,1262,1570,1780,1612
KRE__momentum_20__trend_100__h20__unit__signal_flip__vol_target_10,KRE,0.0,0.0,-0.003581012567176989,0.2857142857142857,-0.08613915899013488,1297,1263,1133,645,640
KRE__momentum_20__trend_100__h5__half__horizon__notional_cap_1,KRE,0.0,0.0,0.0001870040023190956,0.14285714285714285,-0.06834595461051678,1298,1264,951,1781,329
KRE__momentum_20__trend_100__h5__half__horizon__vol_target_10,KRE,0.0,0.0,-0.002654001303616873,0.2857142857142857,-0.06945866194247852,1299,1265,1095,646,339
KRE__momentum_20__trend_100__h5__half__signal_flip__notional_cap_1,KRE,0.0,0.0,-0.014041961410280038,0.2857142857142857,-0.08020077625669944,1300,1266,1562,647,486
KRE__momentum_20__trend_100__h5__half__signal_flip__vol_target_10,KRE,0.0,0.0,-0.016328014587577905,0.2857142857142857,-0.08063737230956529,1301,1267,1627,648,495
KRE__momentum_20__trend_100__h5__unit__horizon__notional_cap_1,KRE,0.0,0.0,-0.012132629459722016,0.14285714285714285,-0.0788106337587386,1302,1268,1502,1782,471
KRE__momentum_20__trend_100__h5__unit__horizon__vol_target_10,KRE,0.0,0.0,-0.004021618090536971,0.14285714285714285,-0.07175520577280245,1303,1269,1150,1783,373
KRE__momentum_20__trend_100__h5__unit__signal_flip__notional_cap_1,KRE,0.0,0.0,-0.03926561670630302,0.14285714285714285,-0.10036586628941527,1304,1270,2068,1784,1206
KRE__momentum_20__trend_100__h5__unit__signal_flip__vol_target_10,KRE,0.0,0.0,-0.019459199516687488,0.2857142857142857,-0.08264464187734384,1305,1271,1712,649,542
KRE__momentum_60__always__h20__half__horizon__notional_cap_1,KRE,0.0,0.0,-0.007883091682641355,0.2857142857142857,-0.11404782091724047,1306,1272,1315,650,1683
KRE__momentum_60__always__h20__half__horizon__vol_target_10,KRE,0.0,0.0,-0.021044099766769762,0.2857142857142857,-0.10423130402642006,1307,1273,1752,651,1359
KRE__momentum_60__always__h20__half__signal_flip__notional_cap_1,KRE,0.0,0.0,0.0001878463708745691,0.2857142857142857,-0.0935634237595542,1308,1274,950,652,921
KRE__momentum_60__always__h20__half__signal_flip__vol_target_10,KRE,0.0,0.0,-0.009351004785536191,0.2857142857142857,-0.10031267897208451,1309,1275,1385,653,1204
KRE__momentum_60__always__h20__unit__horizon__notional_cap_1,KRE,0.0,0.0,-0.04112639534741721,0.14285714285714285,-0.20488043920820886,1310,1276,2083,1785,2246
KRE__momentum_60__always__h20__unit__horizon__vol_target_10,KRE,0.0,0.0,-0.029087551581556625,0.14285714285714285,-0.11425105614455788,1311,1277,1943,1786,1691
KRE__momentum_60__always__h20__unit__signal_flip__notional_cap_1,KRE,0.0,0.0,-0.017488166185817597,0.14285714285714285,-0.14195723213549272,1312,1278,1662,1787,2097
KRE__momentum_60__always__h20__unit__signal_flip__vol_target_10,KRE,0.0,0.0,-0.02084815651608002,0.14285714285714285,-0.10868955863924225,1313,1279,1748,1788,1524
KRE__momentum_60__always__h5__half__horizon__notional_cap_1,KRE,0.0,0.0,-0.033386121157121126,0.2857142857142857,-0.10991979109462985,1314,1280,2006,654,1556
KRE__momentum_60__always__h5__half__horizon__vol_target_10,KRE,0.0,0.0,-0.03463964260341731,0.2857142857142857,-0.1208068605329824,1315,1281,2021,655,1830
KRE__momentum_60__always__h5__half__signal_flip__notional_cap_1,KRE,0.0,0.0,-0.010744276690727719,0.14285714285714285,-0.10243205324582132,1316,1282,1435,1789,1291
KRE__momentum_60__always__h5__half__signal_flip__vol_target_10,KRE,0.0,0.0,-0.015808609449277564,0.14285714285714285,-0.10319573383955798,1317,1283,1619,1790,1321
KRE__momentum_60__always__h5__unit__horizon__notional_cap_1,KRE,0.0,0.0,-0.08500984551878604,0.14285714285714285,-0.17485607190504782,1318,1284,2244,1791,2204
KRE__momentum_60__always__h5__unit__horizon__vol_target_10,KRE,0.0,0.0,-0.038719698214770025,0.2857142857142857,-0.12808128744016245,1319,1285,2060,656,1961
KRE__momentum_60__always__h5__unit__signal_flip__notional_cap_1,KRE,0.0,0.0,-0.03771815922713942,0.14285714285714285,-0.15459630333970276,1320,1286,2054,1792,2153
KRE__momentum_60__always__h5__unit__signal_flip__vol_target_10,KRE,0.0,0.0,-0.023260275945965497,0.2857142857142857,-0.10945409384261476,1321,1287,1822,657,1541
KRE__momentum_60__trend_100__h20__half__horizon__notional_cap_1,KRE,0.0,0.0,0.021282129895650773,0.2857142857142857,-0.12386341629649612,1322,1288,256,658,1882
KRE__momentum_60__trend_100__h20__half__horizon__vol_target_10,KRE,0.0,0.0,0.00805425488082684,0.14285714285714285,-0.11595400773725949,1323,1289,646,1793,1727
KRE__momentum_60__trend_100__h20__half__signal_flip__notional_cap_1,KRE,0.0,0.0,0.006854904585459353,0.14285714285714285,-0.09496081852689302,1324,1290,683,1794,984
KRE__momentum_60__trend_100__h20__half__signal_flip__vol_target_10,KRE,0.0,0.0,-0.0025991960532658247,0.2857142857142857,-0.0981423333379038,1325,1291,1093,659,1117
KRE__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,KRE,0.0,0.0,0.02016480257147449,0.14285714285714285,-0.215941456655279,1326,1292,281,1795,2259
KRE__momentum_60__trend_100__h20__unit__horizon__vol_target_10,KRE,0.0,0.0,0.005069367361752531,0.14285714285714285,-0.1255581437144509,1327,1293,746,1796,1921
KRE__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,KRE,0.0,0.0,-0.0034826328505309194,0.14285714285714285,-0.14016529451168414,1328,1294,1127,1797,2085
KRE__momentum_60__trend_100__h20__unit__signal_flip__vol_target_10,KRE,0.0,0.0,-0.009744359054210294,0.14285714285714285,-0.1059350812177155,1329,1295,1393,1798,1421
KRE__momentum_60__trend_100__h5__half__horizon__notional_cap_1,KRE,0.0,0.0,-0.026823298509877032,0.2857142857142857,-0.11222341489571612,1330,1296,1892,660,1626
KRE__momentum_60__trend_100__h5__half__horizon__vol_target_10,KRE,0.0,0.0,-0.033618002928426954,0.2857142857142857,-0.1050037088435916,1331,1297,2009,661,1387
KRE__momentum_60__trend_100__h5__half__signal_flip__notional_cap_1,KRE,0.0,0.0,-0.020617651455129095,0.14285714285714285,-0.11532193261810667,1332,1298,1742,1799,1714
KRE__momentum_60__trend_100__h5__half__signal_flip__vol_target_10,KRE,0.0,0.0,-0.026685919405117386,0.2857142857142857,-0.10843348003156775,1333,1299,1890,662,1515
KRE__momentum_60__trend_100__h5__unit__horizon__notional_cap_1,KRE,0.0,0.0,-0.0704443037374409,0.14285714285714285,-0.16807097092497333,1334,1300,2226,1800,2191
KRE__momentum_60__trend_100__h5__unit__horizon__vol_target_10,KRE,0.0,0.0,-0.04084197139015318,0.2857142857142857,-0.11062571492198939,1335,1301,2080,663,1576
KRE__momentum_60__trend_100__h5__unit__signal_flip__notional_cap_1,KRE,0.0,0.0,-0.056192494532757625,0.2857142857142857,-0.1756850545331367,1336,1302,2177,664,2208
KRE__momentum_60__trend_100__h5__unit__signal_flip__vol_target_10,KRE,0.0,0.0,-0.034015173498328374,0.2857142857142857,-0.11378062295687258,1337,1303,2015,665,1672
LQD__mean_reversion_5__always__h20__half__horizon__notional_cap_1,LQD,0.0,0.0,0.011802602000121613,0.14285714285714285,-0.11926709046806513,1338,1304,506,1801,1802
LQD__mean_reversion_5__always__h20__half__horizon__vol_target_10,LQD,0.0,0.0,0.011802602000121613,0.2857142857142857,-0.12212653659392009,1339,1305,507,666,1851
LQD__mean_reversion_5__always__h20__half__signal_flip__notional_cap_1,LQD,0.0,0.0,0.0014937894679014426,0.14285714285714285,-0.09888625591176275,1340,1306,882,1802,1146
LQD__mean_reversion_5__always__h20__half__signal_flip__vol_target_10,LQD,0.0,0.0,0.0014937894679014426,0.2857142857142857,-0.10312746644004757,1341,1307,883,667,1320
LQD__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,LQD,0.0,0.0,0.02217947636296739,0.14285714285714285,-0.15336921534473527,1342,1308,233,1803,2146
LQD__mean_reversion_5__always__h20__unit__horizon__vol_target_10,LQD,0.0,0.0,0.02217947636296739,0.14285714285714285,-0.147796910449249,1343,1309,234,1804,2125
LQD__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,LQD,0.0,0.0,0.002244235773036828,0.14285714285714285,-0.11120134611793607,1344,1310,850,1805,1595
LQD__mean_reversion_5__always__h20__unit__signal_flip__vol_target_10,LQD,0.0,0.0,0.002244235773036828,0.2857142857142857,-0.11318989149363304,1345,1311,851,668,1659
LQD__mean_reversion_5__always__h5__half__horizon__notional_cap_1,LQD,0.0,0.0,0.005118166017684209,0.2857142857142857,-0.10162132279362276,1346,1312,742,669,1252
LQD__mean_reversion_5__always__h5__half__horizon__vol_target_10,LQD,0.0,0.0,0.005118166017684209,0.42857142857142855,-0.11031542771800923,1347,1313,743,11,1566
LQD__mean_reversion_5__always__h5__half__signal_flip__notional_cap_1,LQD,0.0,0.0,0.0028029231604739004,0.14285714285714285,-0.09415138664379011,1348,1314,831,1806,949
LQD__mean_reversion_5__always__h5__half__signal_flip__vol_target_10,LQD,0.0,0.0,0.0028029231604739004,0.2857142857142857,-0.10006955335500026,1349,1315,832,670,1191
LQD__mean_reversion_5__always__h5__unit__horizon__notional_cap_1,LQD,0.0,0.0,0.009285706996015669,0.14285714285714285,-0.11674985529879417,1350,1316,594,1807,1742
LQD__mean_reversion_5__always__h5__unit__horizon__vol_target_10,LQD,0.0,0.0,0.009285706996015669,0.2857142857142857,-0.12830837483126867,1351,1317,595,671,1965
LQD__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,LQD,0.0,0.0,0.00493633175159375,0.14285714285714285,-0.1009492585531995,1352,1318,753,1808,1227
LQD__mean_reversion_5__always__h5__unit__signal_flip__vol_target_10,LQD,0.0,0.0,0.00493633175159375,0.2857142857142857,-0.10866827779803655,1353,1319,754,672,1523
LQD__mean_reversion_5__trend_100__h20__half__horizon__notional_cap_1,LQD,0.0,0.0,0.013064120877337947,0.2857142857142857,-0.1053969044474516,1354,1320,466,673,1395
LQD__mean_reversion_5__trend_100__h20__half__horizon__vol_target_10,LQD,0.0,0.0,0.013064120877337947,0.14285714285714285,-0.10825690561205022,1355,1321,467,1809,1510
LQD__mean_reversion_5__trend_100__h20__half__signal_flip__notional_cap_1,LQD,0.0,0.0,0.0013563865984418063,0.2857142857142857,-0.09679479287509635,1356,1322,889,674,1055
LQD__mean_reversion_5__trend_100__h20__half__signal_flip__vol_target_10,LQD,0.0,0.0,0.0013563865984418063,0.14285714285714285,-0.09900322674876015,1357,1323,890,1810,1155
LQD__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1,LQD,0.0,0.0,0.0251660828734222,0.14285714285714285,-0.12316399113509499,1358,1324,189,1811,1870
LQD__mean_reversion_5__trend_100__h20__unit__horizon__vol_target_10,LQD,0.0,0.0,0.0251660828734222,0.14285714285714285,-0.1183347594113636,1359,1325,190,1812,1781
LQD__mean_reversion_5__trend_100__h20__unit__signal_flip__notional_cap_1,LQD,0.0,0.0,0.0022959788261999073,0.14285714285714285,-0.10487132544980772,1360,1326,847,1813,1381
LQD__mean_reversion_5__trend_100__h20__unit__signal_flip__vol_target_10,LQD,0.0,0.0,0.0022959788261999073,0.14285714285714285,-0.10123247513229952,1361,1327,848,1814,1235
LQD__mean_reversion_5__trend_100__h5__half__horizon__notional_cap_1,LQD,0.0,0.0,0.008223980650081043,0.2857142857142857,-0.1127338177204655,1362,1328,636,675,1649
LQD__mean_reversion_5__trend_100__h5__half__horizon__vol_target_10,LQD,0.0,0.0,0.008223980650081043,0.2857142857142857,-0.11099097724204358,1363,1329,637,676,1588
LQD__mean_reversion_5__trend_100__h5__half__signal_flip__notional_cap_1,LQD,0.0,0.0,0.0016729740918265637,0.2857142857142857,-0.10740345981797624,1364,1330,874,677,1476
LQD__mean_reversion_5__trend_100__h5__half__signal_flip__vol_target_10,LQD,0.0,0.0,0.0016729740918265637,0.14285714285714285,-0.10567731238754122,1365,1331,875,1815,1410
LQD__mean_reversion_5__trend_100__h5__unit__horizon__notional_cap_1,LQD,0.0,0.0,0.01592879064483975,0.14285714285714285,-0.13488446457691228,1366,1332,385,1816,2050
LQD__mean_reversion_5__trend_100__h5__unit__horizon__vol_target_10,LQD,0.0,0.0,0.01592879064483975,0.2857142857142857,-0.12391484750294404,1367,1333,386,678,1884
LQD__mean_reversion_5__trend_100__h5__unit__signal_flip__notional_cap_1,LQD,0.0,0.0,0.003010853442028304,0.2857142857142857,-0.12389062597172454,1368,1334,821,679,1883
LQD__mean_reversion_5__trend_100__h5__unit__signal_flip__vol_target_10,LQD,0.0,0.0,0.003010853442028304,0.14285714285714285,-0.11297352610824687,1369,1335,822,1817,1656
LQD__momentum_20__always__h20__half__horizon__notional_cap_1,LQD,0.0,0.0,0.019334893950988846,0.14285714285714285,-0.10330041583638849,1370,1336,297,1818,1325
LQD__momentum_20__always__h20__half__horizon__vol_target_10,LQD,0.0,0.0,0.019334893950988846,0.14285714285714285,-0.0989005006510284,1371,1337,298,1819,1147
LQD__momentum_20__always__h20__half__signal_flip__notional_cap_1,LQD,0.0,0.0,0.006187461042590506,0.2857142857142857,-0.09802847904162525,1372,1338,710,680,1109
LQD__momentum_20__always__h20__half__signal_flip__vol_target_10,LQD,0.0,0.0,0.006187461042590506,0.2857142857142857,-0.09700244540645536,1373,1339,711,681,1065
LQD__momentum_20__always__h20__unit__horizon__notional_cap_1,LQD,0.0,0.0,0.03734188740967899,0.14285714285714285,-0.11873952476715463,1374,1340,58,1820,1791
LQD__momentum_20__always__h20__unit__horizon__vol_target_10,LQD,0.0,0.0,0.03734188740967899,0.14285714285714285,-0.10173005257199431,1375,1341,59,1821,1261
LQD__momentum_20__always__h20__unit__signal_flip__notional_cap_1,LQD,0.0,0.0,0.011339357683875714,0.14285714285714285,-0.10599181574390451,1376,1342,528,1822,1425
LQD__momentum_20__always__h20__unit__signal_flip__vol_target_10,LQD,0.0,0.0,0.011339357683875714,0.2857142857142857,-0.10323540865776858,1377,1343,529,682,1322
LQD__momentum_20__always__h5__half__horizon__notional_cap_1,LQD,0.0,0.0,0.002903281813464028,0.2857142857142857,-0.1049694846523415,1378,1344,824,683,1385
LQD__momentum_20__always__h5__half__horizon__vol_target_10,LQD,0.0,0.0,0.002903281813464028,0.2857142857142857,-0.10418320737647471,1379,1345,825,684,1357
LQD__momentum_20__always__h5__half__signal_flip__notional_cap_1,LQD,0.0,0.0,-0.0034839176014759415,0.2857142857142857,-0.10698011440004515,1380,1346,1128,685,1454
LQD__momentum_20__always__h5__half__signal_flip__vol_target_10,LQD,0.0,0.0,-0.0034839176014759415,0.2857142857142857,-0.10619385663607549,1381,1347,1129,686,1431
LQD__momentum_20__always__h5__unit__horizon__notional_cap_1,LQD,0.0,0.0,0.004813333931121577,0.2857142857142857,-0.11974620066689651,1382,1348,760,687,1811
LQD__momentum_20__always__h5__unit__horizon__vol_target_10,LQD,0.0,0.0,0.004813333931121577,0.2857142857142857,-0.11776290981905956,1383,1349,761,688,1770
LQD__momentum_20__always__h5__unit__signal_flip__notional_cap_1,LQD,0.0,0.0,-0.007868640199226425,0.14285714285714285,-0.12353596926025474,1384,1350,1313,1823,1875
LQD__momentum_20__always__h5__unit__signal_flip__vol_target_10,LQD,0.0,0.0,-0.007868640199226425,0.2857142857142857,-0.12150880431992699,1385,1351,1314,689,1838
LQD__momentum_20__trend_100__h20__half__horizon__notional_cap_1,LQD,0.0,0.0,0.014428863267390842,0.14285714285714285,-0.11536632782939432,1386,1352,423,1824,1716
LQD__momentum_20__trend_100__h20__half__horizon__vol_target_10,LQD,0.0,0.0,0.014428863267390842,0.2857142857142857,-0.1115734361009705,1387,1353,424,690,1606
LQD__momentum_20__trend_100__h20__half__signal_flip__notional_cap_1,LQD,0.0,0.0,0.009345584265975577,0.2857142857142857,-0.10239231549390172,1388,1354,589,691,1289
LQD__momentum_20__trend_100__h20__half__signal_flip__vol_target_10,LQD,0.0,0.0,0.009345584265975577,0.2857142857142857,-0.10197279562230085,1389,1355,590,692,1274
LQD__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,LQD,0.0,0.0,0.027739472147464948,0.14285714285714285,-0.14189491836715873,1390,1356,157,1825,2096
LQD__momentum_20__trend_100__h20__unit__horizon__vol_target_10,LQD,0.0,0.0,0.027739472147464948,0.14285714285714285,-0.12278140084475897,1391,1357,158,1826,1865
LQD__momentum_20__trend_100__h20__unit__signal_flip__notional_cap_1,LQD,0.0,0.0,0.017800254392996196,0.14285714285714285,-0.11406747315873354,1392,1358,327,1827,1684
LQD__momentum_20__trend_100__h20__unit__signal_flip__vol_target_10,LQD,0.0,0.0,0.017800254392996196,0.2857142857142857,-0.10949197006875339,1393,1359,328,693,1544
LQD__momentum_20__trend_100__h5__half__horizon__notional_cap_1,LQD,0.0,0.0,0.0009330639517383874,0.14285714285714285,-0.10698115566983647,1394,1360,920,1828,1455
LQD__momentum_20__trend_100__h5__half__horizon__vol_target_10,LQD,0.0,0.0,0.0009330639517383874,0.2857142857142857,-0.10660626555125824,1395,1361,921,694,1444
LQD__momentum_20__trend_100__h5__half__signal_flip__notional_cap_1,LQD,0.0,0.0,-0.0016961369788744782,0.2857142857142857,-0.10834763307146607,1396,1362,1042,695,1512
LQD__momentum_20__trend_100__h5__half__signal_flip__vol_target_10,LQD,0.0,0.0,-0.0016961369788744782,0.2857142857142857,-0.10797274926652521,1397,1363,1043,696,1498
LQD__momentum_20__trend_100__h5__unit__horizon__notional_cap_1,LQD,0.0,0.0,0.0010305674126768784,0.14285714285714285,-0.12307559697852977,1398,1364,912,1829,1869
LQD__momentum_20__trend_100__h5__unit__horizon__vol_target_10,LQD,0.0,0.0,0.0010305674126768784,0.14285714285714285,-0.11878125345466194,1399,1365,913,1830,1792
LQD__momentum_20__trend_100__h5__unit__signal_flip__notional_cap_1,LQD,0.0,0.0,-0.00415878002996528,0.2857142857142857,-0.12562928400953133,1400,1366,1163,697,1923
LQD__momentum_20__trend_100__h5__unit__signal_flip__vol_target_10,LQD,0.0,0.0,-0.00415878002996528,0.2857142857142857,-0.12099116107861048,1401,1367,1164,698,1832
LQD__momentum_60__always__h20__half__horizon__notional_cap_1,LQD,0.0,0.0,0.0195630784214272,0.2857142857142857,-0.10407581241133686,1402,1368,292,699,1352
LQD__momentum_60__always__h20__half__horizon__vol_target_10,LQD,0.0,0.0,0.0195630784214272,0.14285714285714285,-0.10547760222936779,1403,1369,293,1831,1401
LQD__momentum_60__always__h20__half__signal_flip__notional_cap_1,LQD,0.0,0.0,0.01896603939085639,0.2857142857142857,-0.11261458174636747,1404,1370,306,700,1642
LQD__momentum_60__always__h20__half__signal_flip__vol_target_10,LQD,0.0,0.0,0.01896603939085639,0.2857142857142857,-0.11220574671302892,1405,1371,307,701,1625
LQD__momentum_60__always__h20__unit__horizon__notional_cap_1,LQD,0.0,0.0,0.03786841225486666,0.14285714285714285,-0.12153041790319594,1406,1372,55,1832,1839
LQD__momentum_60__always__h20__unit__signal_flip__notional_cap_1,LQD,0.0,0.0,0.03683380462224963,0.14285714285714285,-0.13502710414633895,1407,1373,63,1833,2053
LQD__momentum_60__always__h20__unit__signal_flip__vol_target_10,LQD,0.0,0.0,0.03683380462224963,0.14285714285714285,-0.1281442789115801,1408,1374,64,1834,1962
LQD__momentum_60__always__h5__half__horizon__notional_cap_1,LQD,0.0,0.0,0.005155110187109977,0.2857142857142857,-0.1046488243860249,1409,1375,740,702,1374
LQD__momentum_60__always__h5__half__horizon__vol_target_10,LQD,0.0,0.0,0.005155110187109977,0.2857142857142857,-0.1043208275275266,1410,1376,741,703,1360
LQD__momentum_60__always__h5__half__signal_flip__notional_cap_1,LQD,0.0,0.0,0.010905560953723135,0.14285714285714285,-0.11288399117773969,1411,1377,545,1835,1653
LQD__momentum_60__always__h5__half__signal_flip__vol_target_10,LQD,0.0,0.0,0.010905560953723135,0.14285714285714285,-0.11257740958547578,1412,1378,546,1836,1640
LQD__momentum_60__always__h5__unit__horizon__notional_cap_1,LQD,0.0,0.0,0.009282644246055419,0.14285714285714285,-0.11867749918827566,1413,1379,596,1837,1787
LQD__momentum_60__always__h5__unit__horizon__vol_target_10,LQD,0.0,0.0,0.009282644246055419,0.14285714285714285,-0.11556822736581715,1414,1380,597,1838,1721
LQD__momentum_60__always__h5__unit__signal_flip__notional_cap_1,LQD,0.0,0.0,0.020858911541442825,0.2857142857142857,-0.13500219179233655,1415,1381,265,704,2052
