strategy_id,ticker,directional_signal,entry_filter,holding_horizon,sizing_rule,exit_rule,risk_constraint,in_initial_library,in_safe_library,in_frontier_only_library,enabled_initial,enabled_safe,enabled_frontier_only,development_gross_utility,development_net_utility,validation_gross_utility,validation_net_utility,locked_gross_utility,locked_net_utility,mean_validation_turnover,coverage_selection_count,current_selection_count,average_selection_count,novelty_selection_count
IWF__mean_reversion_5__always__h20__half__horizon__notional_cap_1,IWF,mean_reversion_5,always,20,half,horizon,notional_cap_1,false,false,false,true,true,false,0.06546856411813164,0.06045800013716972,0.043768837855229226,0.03880902758448751,0.057829732887566196,0.052859818256618105,0.03934817170111288,0,0,0,0
IWF__mean_reversion_5__always__h20__half__horizon__vol_target_10,IWF,mean_reversion_5,always,20,half,horizon,vol_target_10,false,false,false,true,true,false,0.05707269298886922,0.05210308018429217,0.042545889172857544,0.03752818592594535,0.05992705971180588,0.05504656733131247,0.03981420903683595,0,0,0,0
IWF__mean_reversion_5__always__h20__half__signal_flip__notional_cap_1,IWF,mean_reversion_5,always,20,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.06580346553759098,0.05390188971209363,0.04246702502084292,0.030052197889467967,0.07157778560585487,0.059942889359773446,0.0985691573926868,0,0,0,0
IWF__mean_reversion_5__always__h20__half__signal_flip__vol_target_10,IWF,mean_reversion_5,always,20,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.06004979251209838,0.048752748099884384,0.03928660828498947,0.027124906056550584,0.0600417129792808,0.049635650459283004,0.0965450321225168,0,0,0,0
IWF__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,IWF,mean_reversion_5,always,20,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.1105767942208706,0.10054778333013552,0.07342700483904066,0.06350350302475423,0.07666905555662429,0.06670513630151237,0.07869634340222575,0,0,0,0
IWF__mean_reversion_5__always__h20__unit__horizon__vol_target_10,IWF,mean_reversion_5,always,20,unit,horizon,vol_target_10,false,false,false,true,true,false,0.066472199381487,0.05745952689127139,0.05118086647317671,0.04182172918545876,0.08163895418877004,0.07436450069992061,0.0742841301948613,0,0,0,0
IWF__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,IWF,mean_reversion_5,always,20,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.11894336148811213,0.09511851513976513,0.07607562313583585,0.05125574227329311,0.11580890394965176,0.09250620290809242,0.1971383147853736,0,0,0,0
IWF__mean_reversion_5__always__h20__unit__signal_flip__vol_target_10,IWF,mean_reversion_5,always,20,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.08596818892145594,0.06749242200803365,0.040085265781717325,0.019596621177555194,0.07496347848869232,0.061452694802309214,0.1626126786736182,0,0,0,0
IWF__mean_reversion_5__always__h5__half__horizon__notional_cap_1,IWF,mean_reversion_5,always,5,half,horizon,notional_cap_1,false,false,false,true,true,false,0.03349809594075062,0.02110772983826686,0.05903244510696872,0.046911862527813264,0.0572673380363538,0.04422561526057037,0.09618441971383147,0,0,0,0
IWF__mean_reversion_5__always__h5__half__horizon__vol_target_10,IWF,mean_reversion_5,always,5,half,horizon,vol_target_10,false,false,false,true,true,false,0.03320205955146908,0.02148092199059514,0.05687165381800412,0.04500877591124125,0.05269576442797348,0.04109069274868423,0.09412109392034496,0,0,0,0
IWF__mean_reversion_5__always__h5__half__signal_flip__notional_cap_1,IWF,mean_reversion_5,always,5,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.05598576258762223,0.041583193296142636,0.04411825258168168,0.029500326285166016,0.059682298500562246,0.04455161701145007,0.11605723370429252,0,0,0,0
IWF__mean_reversion_5__always__h5__half__signal_flip__vol_target_10,IWF,mean_reversion_5,always,5,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.05241622999460137,0.0388642744013601,0.04236861493323449,0.028110332720609962,0.0526607834024699,0.03937914628661277,0.11318222156078556,0,0,0,0
IWF__mean_reversion_5__always__h5__unit__horizon__notional_cap_1,IWF,mean_reversion_5,always,5,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.05274007382922747,0.027961390876246044,0.10885395530863802,0.08461009875990173,0.08458941891807037,0.05846386326803678,0.19236883942766295,0,0,0,0
IWF__mean_reversion_5__always__h5__unit__horizon__vol_target_10,IWF,mean_reversion_5,always,5,unit,horizon,vol_target_10,false,false,false,true,true,false,0.043810673107359505,0.025215885920936768,0.06929232474223201,0.049391415041091506,0.07097599867666136,0.05605413984857025,0.15780132568265523,0,0,0,0
IWF__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,IWF,mean_reversion_5,always,5,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.10034672982068751,0.0715245321249678,0.08062026310892062,0.051394980816339676,0.09539407794501553,0.06511936470716781,0.23211446740858505,0,0,0,0
IWF__mean_reversion_5__always__h5__unit__signal_flip__vol_target_10,IWF,mean_reversion_5,always,5,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.07510644804708237,0.053587185333975725,0.04452749787475994,0.02101594837939592,0.06814517401016032,0.051389730546254786,0.1865496011045442,0,0,0,0
IWF__mean_reversion_5__trend_100__h20__half__horizon__notional_cap_1,IWF,mean_reversion_5,trend_100,20,half,horizon,notional_cap_1,false,false,false,true,true,false,0.03455150683402307,0.03058456360780422,0.032111657007830495,0.02785151105588571,0.03852771585608253,0.03477007181129613,0.033783783783783786,0,0,0,0
IWF__mean_reversion_5__trend_100__h20__half__horizon__vol_target_10,IWF,mean_reversion_5,trend_100,20,half,horizon,vol_target_10,false,false,false,true,true,false,0.03522668725254886,0.031246778320472228,0.030991112686440905,0.026714624051420673,0.045496138689643514,0.041679689534140175,0.03391240327962187,0,0,0,0
IWF__mean_reversion_5__trend_100__h20__half__signal_flip__notional_cap_1,IWF,mean_reversion_5,trend_100,20,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.04013850407125704,0.030373487006272116,0.01704071307636592,0.006527792924194233,0.05390643653222069,0.045286184644864926,0.0834658187599364,0,0,0,0
IWF__mean_reversion_5__trend_100__h20__half__signal_flip__vol_target_10,IWF,mean_reversion_5,trend_100,20,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.039064190992632905,0.029581841690741732,0.015527771520912444,0.005089814894103694,0.049048353760458116,0.04079176098620915,0.0828683010482029,0,0,0,0
IWF__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1,IWF,mean_reversion_5,trend_100,20,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.057710885614237484,0.04977026502724289,0.055273279859620564,0.04674620956535494,0.052105349910816785,0.04458669742006548,0.06756756756756757,0,0,0,0
IWF__mean_reversion_5__trend_100__h20__unit__horizon__vol_target_10,IWF,mean_reversion_5,trend_100,20,unit,horizon,vol_target_10,false,false,false,true,true,false,0.04250736625238656,0.03476026270876431,0.0423645207454337,0.033807046146762054,0.06539783947050207,0.05923768519042555,0.06791212199683605,0,0,0,0
IWF__mean_reversion_5__trend_100__h20__unit__signal_flip__notional_cap_1,IWF,mean_reversion_5,trend_100,20,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.07313121098701494,0.05359697054164478,0.02857261065204547,0.007554316370862702,0.09737544724176059,0.08012178468438838,0.1669316375198728,0,0,0,0
IWF__mean_reversion_5__trend_100__h20__unit__signal_flip__vol_target_10,IWF,mean_reversion_5,trend_100,20,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.06257327051351107,0.04616444107589609,0.015242392415587565,-0.003231657547637646,0.06449922256739787,0.053215203558244994,0.14666605375827735,0,0,0,0
IWF__mean_reversion_5__trend_100__h5__half__horizon__notional_cap_1,IWF,mean_reversion_5,trend_100,5,half,horizon,notional_cap_1,false,false,false,true,true,false,0.018086800387074713,0.00891598442382112,0.040874816414051274,0.03145257105878038,0.04733965205812304,0.03831954607827095,0.07472178060413355,0,0,0,0
IWF__mean_reversion_5__trend_100__h5__half__horizon__vol_target_10,IWF,mean_reversion_5,trend_100,5,half,horizon,vol_target_10,false,false,false,true,true,false,0.016354924455027828,0.0073777658871612296,0.038659616292375,0.02928021538127045,0.04514840463023139,0.03649826255426459,0.074384829065314,0,0,0,0
IWF__mean_reversion_5__trend_100__h5__half__signal_flip__notional_cap_1,IWF,mean_reversion_5,trend_100,5,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.03572312807329475,0.024540552655029507,0.024825253716592745,0.0131058795153926,0.04555348795330045,0.03503018640601738,0.09300476947535771,0,0,0,0
IWF__mean_reversion_5__trend_100__h5__half__signal_flip__vol_target_10,IWF,mean_reversion_5,trend_100,5,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.03531220479397027,0.02442626738052772,0.023174687359031,0.01154049296096284,0.04226411148246324,0.032266348328391536,0.0923274531248245,0,0,0,0
IWF__mean_reversion_5__trend_100__h5__unit__horizon__notional_cap_1,IWF,mean_reversion_5,trend_100,5,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.029217151217173026,0.010891503258198395,0.07629825134777893,0.05743915863893701,0.08248336498924913,0.064431557921987,0.1494435612082671,0,0,0,0
IWF__mean_reversion_5__trend_100__h5__unit__horizon__vol_target_10,IWF,mean_reversion_5,trend_100,5,unit,horizon,vol_target_10,false,false,false,true,true,false,0.024210474332952574,0.00880034927133347,0.048557420219489736,0.03174157839912452,0.06342751829499463,0.051602891703336665,0.13330495651054314,0,0,0,0
IWF__mean_reversion_5__trend_100__h5__unit__signal_flip__notional_cap_1,IWF,mean_reversion_5,trend_100,5,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.06621275070377514,0.04384536293799893,0.04536119610643448,0.021920901209424033,0.08199247009619087,0.06093265023456258,0.18600953895071543,0,0,0,0
IWF__mean_reversion_5__trend_100__h5__unit__signal_flip__vol_target_10,IWF,mean_reversion_5,trend_100,5,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.05499913226898995,0.03653593562868735,0.024448944260182313,0.004133304369721229,0.058570366371073934,0.0452391658321693,0.16116392943666835,0,0,0,0
IWF__momentum_20__always__h20__half__horizon__notional_cap_1,IWF,momentum_20,always,20,half,horizon,notional_cap_1,false,false,false,true,true,false,0.06072779256117037,0.05538178110701055,0.049010812504244924,0.043800306657776886,0.03715955422508821,0.032036788872156524,0.04133545310015898,0,0,0,0
IWF__momentum_20__always__h20__half__horizon__vol_target_10,IWF,momentum_20,always,20,half,horizon,vol_target_10,false,false,false,true,true,false,0.05968454597189387,0.0543475338924268,0.049003822740110926,0.043749734819220204,0.04370343981155602,0.038597670472137045,0.041690381211938854,0,0,0,0
IWF__momentum_20__always__h20__half__signal_flip__notional_cap_1,IWF,momentum_20,always,20,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.05771357763568368,0.049497182306838874,0.038922372905887986,0.030100648308407807,0.04265040748792761,0.03571577216105348,0.06995230524642289,0,0,0,0
IWF__momentum_20__always__h20__half__signal_flip__vol_target_10,IWF,momentum_20,always,20,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.05647279370178811,0.048790653521226496,0.0386767940290523,0.029930592768793535,0.04418030733554365,0.037634270480257984,0.06935571297795094,0,0,0,0
IWF__momentum_20__always__h20__unit__horizon__notional_cap_1,IWF,momentum_20,always,20,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.10425209209898573,0.09354884098433322,0.08683650597882342,0.0764110167741913,0.0419182200800034,0.031643374884492856,0.08267090620031796,0,0,0,0
IWF__momentum_20__always__h20__unit__horizon__vol_target_10,IWF,momentum_20,always,20,unit,horizon,vol_target_10,false,false,false,true,true,false,0.07951775262597628,0.06966793641293427,0.0634378662110158,0.05311369184643294,0.060318888191991604,0.052180857358049997,0.08193192761197886,0,0,0,0
IWF__momentum_20__always__h20__unit__signal_flip__notional_cap_1,IWF,momentum_20,always,20,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.10518558206591307,0.08875841134656032,0.0720124709558251,0.05435355348800295,0.06755967128716392,0.053643069566312915,0.13990461049284578,0,0,0,0
IWF__momentum_20__always__h20__unit__signal_flip__vol_target_10,IWF,momentum_20,always,20,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.07685550086154906,0.06413230986144096,0.05110305300901611,0.03543241931030163,0.05943973179587787,0.0497288415186547,0.1242167799641356,0,0,0,0
IWF__momentum_20__always__h5__half__horizon__notional_cap_1,IWF,momentum_20,always,5,half,horizon,notional_cap_1,false,false,false,true,true,false,0.03342646603297247,0.017278427528712597,0.03917391152781438,0.022233621844743548,0.06502674924928845,0.0491848697221343,0.1343402225755167,0,0,0,0
IWF__momentum_20__always__h5__half__horizon__vol_target_10,IWF,momentum_20,always,5,half,horizon,vol_target_10,false,false,false,true,true,false,0.03311520213867795,0.01754475060593267,0.040065473459766854,0.02321492322343209,0.06016824059704328,0.04529987918171943,0.13363373362298947,0,0,0,0
IWF__momentum_20__always__h5__half__signal_flip__notional_cap_1,IWF,momentum_20,always,5,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.04441451453506691,0.026597738487865355,0.02953228574815963,0.011497210720717126,0.05687179442380155,0.04031962372946724,0.14308426073131955,0,0,0,0
IWF__momentum_20__always__h5__half__signal_flip__vol_target_10,IWF,momentum_20,always,5,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.04423661530494954,0.027222009659658812,0.029991443456126417,0.012100372742303826,0.053026397879171315,0.03755727638468895,0.14194592342609744,0,0,0,0
IWF__momentum_20__always__h5__unit__horizon__notional_cap_1,IWF,momentum_20,always,5,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.05518016082063119,0.02288072203537978,0.07065807854368968,0.036750655900436566,0.1121138872992206,0.08039660766437194,0.2686804451510334,0,0,0,0
IWF__momentum_20__always__h5__unit__horizon__vol_target_10,IWF,momentum_20,always,5,unit,horizon,vol_target_10,false,false,false,true,true,false,0.04996602602427816,0.02429892754367674,0.05597413026025769,0.025941704981166998,0.07678001228270978,0.05585962736190983,0.23811850330021583,0,0,0,0
IWF__momentum_20__always__h5__unit__signal_flip__notional_cap_1,IWF,momentum_20,always,5,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.07967311509390952,0.04403647448126223,0.053929238382145396,0.017846171976667904,0.09789367372064357,0.06473745517224117,0.2861685214626391,0,0,0,0
IWF__momentum_20__always__h5__unit__signal_flip__vol_target_10,IWF,momentum_20,always,5,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.06323482595865708,0.0356352477498486,0.03837759735533524,0.006803025472787202,0.06752221238847643,0.045941591726214356,0.25044473843221426,0,0,0,0
IWF__momentum_20__trend_100__h20__half__horizon__notional_cap_1,IWF,momentum_20,trend_100,20,half,horizon,notional_cap_1,false,false,false,true,true,false,0.06210379981218756,0.057143537653066796,0.03277325323664173,0.02796306852783015,0.018141686446071364,0.01353688038547208,0.03815580286168521,0,0,0,0
IWF__momentum_20__trend_100__h20__half__horizon__vol_target_10,IWF,momentum_20,trend_100,20,half,horizon,vol_target_10,false,false,false,true,true,false,0.05927102518005212,0.054315829930820556,0.030986279375598287,0.026163801198736725,0.02972744037189763,0.025044703481570434,0.03825223845020679,0,0,0,0
IWF__momentum_20__trend_100__h20__half__signal_flip__notional_cap_1,IWF,momentum_20,trend_100,20,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.06790530864705992,0.061107533099938015,0.03341310267268667,0.02569539997325658,0.04786097271957926,0.04184439953192868,0.06120826709062003,0,0,0,0
IWF__momentum_20__trend_100__h20__half__signal_flip__vol_target_10,IWF,momentum_20,trend_100,20,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.06338931117568176,0.05673452755216793,0.0327062159883393,0.02498544248056863,0.046936363107471686,0.04106003121497164,0.06123050467853736,0,0,0,0
IWF__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,IWF,momentum_20,trend_100,20,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.11202445487788905,0.10211320756590928,0.05673798909918966,0.04711251258508802,0.010018262477449767,0.0008136646261496308,0.07631160572337042,0,0,0,0
IWF__momentum_20__trend_100__h20__unit__horizon__vol_target_10,IWF,momentum_20,trend_100,20,unit,horizon,vol_target_10,false,false,false,true,true,false,0.07676896361484055,0.06718745508945637,0.0441333287494317,0.034305565009677186,0.04387109044428777,0.03610559940889565,0.07794102736873589,0,0,0,0
IWF__momentum_20__trend_100__h20__unit__signal_flip__notional_cap_1,IWF,momentum_20,trend_100,20,unit,signal_flip,notional_cap_1,true,true,false,true,true,false,0.12772272597896767,0.11413294829379131,0.061986855841779785,0.04654052835089567,0.08174576687195825,0.06969855202278676,0.12241653418124006,0,0,0,0
IWF__momentum_20__trend_100__h20__unit__signal_flip__vol_target_10,IWF,momentum_20,trend_100,20,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.08388586885217986,0.07222460488953614,0.04361449187128834,0.029024348877028053,0.061707358393740225,0.0526901625676733,0.11565625799909904,0,0,0,0
IWF__momentum_20__trend_100__h5__half__horizon__notional_cap_1,IWF,momentum_20,trend_100,5,half,horizon,notional_cap_1,false,false,false,true,true,false,0.037011174231357656,0.022111271985195555,0.03459357766642421,0.01906630055137627,0.05708514367621943,0.04274772944960674,0.1232114467408585,0,0,0,0
IWF__momentum_20__trend_100__h5__half__horizon__vol_target_10,IWF,momentum_20,trend_100,5,half,horizon,vol_target_10,false,false,false,true,true,false,0.0366157589431249,0.022026110491620718,0.03383116655006255,0.018306124381864745,0.05496384602657643,0.041133935373255215,0.12319228519434074,0,0,0,0
IWF__momentum_20__trend_100__h5__half__signal_flip__notional_cap_1,IWF,momentum_20,trend_100,5,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.050157157504202764,0.034090049664904115,0.034098411280989775,0.01756698764295387,0.04410131653498589,0.029162101631733765,0.13116057233704292,0,0,0,0
IWF__momentum_20__trend_100__h5__half__signal_flip__vol_target_10,IWF,momentum_20,trend_100,5,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.04893340698020079,0.0332407107876314,0.03342789122147457,0.016898659535988653,0.042392513422606255,0.028006416138215667,0.13114141079052516,0,0,0,0
IWF__momentum_20__trend_100__h5__unit__horizon__notional_cap_1,IWF,momentum_20,trend_100,5,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.06543959758768186,0.0356293925765434,0.06299205629367746,0.03193223241218206,0.10076086723269968,0.0720566793246591,0.246422893481717,0,0,0,0
IWF__momentum_20__trend_100__h5__unit__horizon__vol_target_10,IWF,momentum_20,trend_100,5,unit,horizon,vol_target_10,false,false,false,true,true,false,0.051629670509613694,0.02696915897616052,0.048454809980275355,0.019998604637159786,0.07366407978920965,0.05375639147715121,0.22579745660291806,0,0,0,0
IWF__momentum_20__trend_100__h5__unit__signal_flip__notional_cap_1,IWF,momentum_20,trend_100,5,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.09337459293071776,0.06123198938809271,0.06382986451982524,0.030756634196616443,0.0761599465850948,0.04625046376063956,0.26232114467408585,0,0,0,0
IWF__momentum_20__trend_100__h5__unit__signal_flip__vol_target_10,IWF,momentum_20,trend_100,5,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.0674738530621389,0.041326832632945586,0.044559749884859674,0.014448042169879062,0.05743732340349075,0.03697131388689779,0.23886886820846293,0,0,0,0
IWF__momentum_60__always__h20__half__horizon__notional_cap_1,IWF,momentum_60,always,20,half,horizon,notional_cap_1,false,false,false,true,true,false,0.05969030743371106,0.054477469725674514,0.05018883757839798,0.044877459737462065,0.0667299745119207,0.06193046054521026,0.04213036565977742,0,0,0,0
IWF__momentum_60__always__h20__half__horizon__vol_target_10,IWF,momentum_60,always,20,half,horizon,vol_target_10,false,false,false,true,true,false,0.06295101206108658,0.05776354978086427,0.047765291909483254,0.04241747878692893,0.07086822068468579,0.06595460785709607,0.04242964854094782,0,0,0,0
IWF__momentum_60__always__h20__half__signal_flip__notional_cap_1,IWF,momentum_60,always,20,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.04179671037032067,0.03507061866865517,0.03320044051220667,0.02709145981554075,0.06134999419707084,0.054951695581842645,0.04848966613672496,0,0,0,0
IWF__momentum_60__always__h20__half__signal_flip__vol_target_10,IWF,momentum_60,always,20,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.04568062054211759,0.039163029206953054,0.031206928292594943,0.02509075794711905,0.06390782476891048,0.0577321941003864,0.04855196561881009,0,0,0,0
IWF__momentum_60__always__h20__unit__horizon__notional_cap_1,IWF,momentum_60,always,20,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.10433708668848608,0.09391619943249885,0.08873634236446615,0.07810768314698639,0.10399949423210317,0.09441670068640613,0.08426073131955485,0,0,0,0
IWF__momentum_60__always__h20__unit__horizon__vol_target_10,IWF,momentum_60,always,20,unit,horizon,vol_target_10,false,false,false,true,true,false,0.08302929942008123,0.07312727554218618,0.05673047089353694,0.046115026330454875,0.09108463521299136,0.08304563485092376,0.08423729796693719,0,0,0,0
IWF__momentum_60__always__h20__unit__signal_flip__notional_cap_1,IWF,momentum_60,always,20,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.07235907459386509,0.058889144873295794,0.05795676045900107,0.045740233538792065,0.10390438060386414,0.09113153590447765,0.09697933227344992,0,0,0,0
IWF__momentum_60__always__h20__unit__signal_flip__vol_target_10,IWF,momentum_60,always,20,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.056357479019257334,0.04464699226616322,0.0348913605356186,0.023532948850540775,0.08750423680084243,0.07815067644398756,0.09022578241327946,0,0,0,0
IWF__momentum_60__always__h5__half__horizon__notional_cap_1,IWF,momentum_60,always,5,half,horizon,notional_cap_1,false,false,false,true,true,false,0.03235194325632432,0.01529102770741644,0.03908394764389819,0.021851311193040474,0.041614935166741245,0.025394638963996796,0.13672496025437203,0,0,0,0
IWF__momentum_60__always__h5__half__horizon__vol_target_10,IWF,momentum_60,always,5,half,horizon,vol_target_10,false,false,false,true,true,false,0.037607297725454035,0.0209423612841571,0.03675320358701639,0.019613948160768304,0.046300862901228326,0.030711550450589483,0.13598895116433615,0,0,0,0
IWF__momentum_60__always__h5__half__signal_flip__notional_cap_1,IWF,momentum_60,always,5,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.04595119645238655,0.028382447518914528,0.036876917346002624,0.019138902885034913,0.043495286770751505,0.026477121118587403,0.14069952305246422,0,0,0,0
IWF__momentum_60__always__h5__half__signal_flip__vol_target_10,IWF,momentum_60,always,5,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.04804083456577449,0.030914610295244706,0.03489673122175865,0.017256427047149855,0.04622870117187237,0.029998086961205025,0.13992819771984466,0,0,0,0
IWF__momentum_60__always__h5__unit__horizon__notional_cap_1,IWF,momentum_60,always,5,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.053925929316687736,0.01981074394224828,0.06973753302392324,0.03526167720459414,0.062329454498444035,0.029899780021329543,0.27344992050874406,0,0,0,0
IWF__momentum_60__always__h5__unit__horizon__vol_target_10,IWF,momentum_60,always,5,unit,horizon,vol_target_10,false,false,false,true,true,false,0.047516874161770084,0.01979193375816251,0.043276169990958305,0.012501049211242315,0.06943631069996306,0.0475331343637677,0.24412866852238374,0,0,0,0
IWF__momentum_60__always__h5__unit__signal_flip__notional_cap_1,IWF,momentum_60,always,5,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.08189999110755886,0.04675479669817409,0.06683201278623607,0.03133623475158623,0.07015594517521616,0.03613733662061381,0.28139904610492844,0,0,0,0
IWF__momentum_60__always__h5__unit__signal_flip__vol_target_10,IWF,momentum_60,always,5,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.06249704969391801,0.03399898566549878,0.04508789006160205,0.013636279328441941,0.0676424744545261,0.04510632435577451,0.24936090513157017,0,0,0,0
IWF__momentum_60__trend_100__h20__half__horizon__notional_cap_1,IWF,momentum_60,trend_100,20,half,horizon,notional_cap_1,false,false,false,true,true,false,0.0649391859701111,0.059974029124103045,0.04762147332158829,0.04240907825655155,0.037611098495917615,0.032808284984316455,0.04133545310015898,0,0,0,0
IWF__momentum_60__trend_100__h20__half__horizon__vol_target_10,IWF,momentum_60,trend_100,20,half,horizon,vol_target_10,false,false,false,true,true,false,0.06395433572011053,0.05899950812609741,0.04506670957783778,0.03982439310093615,0.05283921909351409,0.047929585089645274,0.0415801464902466,0,0,0,0
IWF__momentum_60__trend_100__h20__half__signal_flip__notional_cap_1,IWF,momentum_60,trend_100,20,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.051872954148895374,0.045901318423964825,0.029081586166149875,0.023372367384760312,0.04311580830168677,0.037211242791829094,0.04531001589825119,0,0,0,0
IWF__momentum_60__trend_100__h20__half__signal_flip__vol_target_10,IWF,momentum_60,trend_100,20,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.05344441266466617,0.04751054554594571,0.027390411648942015,0.021655844542048046,0.04839948500317841,0.04265291519162426,0.04551641936410496,0,0,0,0
IWF__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,IWF,momentum_60,trend_100,20,unit,horizon,notional_cap_1,true,false,false,true,true,false,0.11769366308574186,0.10776283702621296,0.08403271999541491,0.07359967391650798,0.048392006066341926,0.03879601434108193,0.08267090620031796,0,0,0,0
IWF__momentum_60__trend_100__h20__unit__horizon__vol_target_10,IWF,momentum_60,trend_100,20,unit,horizon,vol_target_10,false,false,false,true,true,false,0.08222892592394886,0.07259152994734497,0.05831943660280694,0.047815612368100086,0.0735416283692273,0.0653889779879972,0.08329206255456331,0,0,0,0
IWF__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,IWF,momentum_60,trend_100,20,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.093401403350548,0.08144731078195162,0.04984682161213473,0.038428070492935784,0.06814985641819424,0.05635035431517054,0.09062003179650238,0,0,0,0
IWF__momentum_60__trend_100__h20__unit__signal_flip__vol_target_10,IWF,momentum_60,trend_100,20,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.06508013100618379,0.054056505113099576,0.030960938148173835,0.02005913760901268,0.07198731209214874,0.06306329027579113,0.08659673429240614,0,0,0,0
IWF__momentum_60__trend_100__h5__half__horizon__notional_cap_1,IWF,momentum_60,trend_100,5,half,horizon,notional_cap_1,false,false,false,true,true,false,0.04340707794063487,0.02684237178520916,0.019263984039490034,0.0023223544576387017,0.04274297021703278,0.027020164679146374,0.1343402225755167,0,0,0,0
IWF__momentum_60__trend_100__h5__half__horizon__vol_target_10,IWF,momentum_60,trend_100,5,half,horizon,vol_target_10,false,false,false,true,true,false,0.04402478028358441,0.027743335614199158,0.01834946243521667,0.0014794204385781672,0.042680715984824924,0.02747819786130494,0.13378272335332486,0,0,0,0
IWF__momentum_60__trend_100__h5__half__signal_flip__notional_cap_1,IWF,momentum_60,trend_100,5,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.04997133831050873,0.033068549472292985,0.025518555069682116,0.008279606219668265,0.031079440049232444,0.014754952857282882,0.13672496025437203,0,0,0,0
IWF__momentum_60__trend_100__h5__half__signal_flip__vol_target_10,IWF,momentum_60,trend_100,5,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.05117137745618946,0.034564730852408576,0.02474585457541226,0.007592718666787501,0.03521087990184734,0.019552840452609105,0.13605127743739298,0,0,0,0
IWF__momentum_60__trend_100__h5__unit__horizon__notional_cap_1,IWF,momentum_60,trend_100,5,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.07740920447777082,0.04427753217394873,0.030796508495002865,-0.0031162737433722536,0.06911360105891057,0.03767229941610899,0.2686804451510334,0,0,0,0
IWF__momentum_60__trend_100__h5__unit__horizon__vol_target_10,IWF,momentum_60,trend_100,5,unit,horizon,vol_target_10,false,false,false,true,true,false,0.050283451499698935,0.022920301066818714,0.019511791992993365,-0.010919226731410563,0.06581479095109104,0.044298823707471374,0.24124447033180582,0,0,0,0
