trial_id,batch_id,principal_cell_id,frontier_density,module_overlap,module_complementarity,project_cost,duration,admission,persistence,arithmetic,parent_experiment,extension_version,pooled_with_parent_results,enumerated_sublibraries,source_library_ids,source_strategy_weights,source_cardinality,source_burden,source_operational_value,source_generative_value,source_total_productive_value,minimum_safe_weight,minimum_safe_weight_optimizer_count,minimum_safe_cardinality,minimum_safe_cardinality_optimizer_count,rechecked_pruning_burden,rechecked_pruning_cardinality,greedy_optimality_gap,greedy_gap_positive,safe_weight_compression_ratio,safe_cardinality_compression_ratio,frontier_only_minimum_weight,frontier_only_optimizer_count,frontier_only_value_loss,frontier_only_normalized_value_loss,frontier_only_any_positive_value_loss,registered_capacity_nonconcavity,attainable_capacity_nonconcavity,lambda_breakpoint_count,positive_lambda_breakpoint_count,all_safe_optima_preserve_frontier_closure,all_safe_productive_values_preserved,all_channel_decompositions_close,all_capacity_optima_feasible,capacity_value_monotone,safe_pruning_weakly_lowers_burden,penalty_burden_monotone,global_enumeration_gate
529,5,C101,sparse,low,strong,low,short,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,9625//768,7771//4096,177313//12288,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,3//1,1,7771//4096,23313//177313,true,false,true,5,4,true,true,true,true,true,true,true,true
530,5,C066,dense,low,weak,low,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,2275//128,2735//4096,75535//4096,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,2735//4096,547//15107,true,false,true,5,4,true,true,true,true,true,true,true,true
531,5,C104,dense,high,strong,low,short,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,2275//128,7771//4096,80571//4096,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,7771//4096,7771//80571,true,false,true,5,4,true,true,true,true,true,true,true,true
532,5,C081,sparse,low,weak,low,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,4375//384,0//1,4375//384,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,false,3,2,true,true,true,true,true,true,true,true
533,5,C090,dense,low,weak,high,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,875//48,0//1,875//48,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
534,5,C022,dense,low,strong,low,long,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,2275//128,0//1,2275//128,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
535,5,C039,sparse,high,strong,low,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,2275//192,3661//4096,156583//12288,8//1,1,4,1,8//1,4,0//1,false,1//2,1//3,5//1,1,3661//4096,1569//22369,true,false,true,4,3,true,true,true,true,true,true,true,true
536,5,C004,dense,high,weak,low,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,875//48,2097//8192,454291//24576,11//1,1,5,1,11//1,5,0//1,false,4//15,1//6,9//1,1,2097//8192,6291//454291,true,false,true,5,4,true,true,true,true,true,true,true,true
537,5,C116,dense,high,weak,low,long,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,2275//128,1447//24576,438247//24576,11//1,1,5,1,11//1,5,0//1,false,4//15,1//6,9//1,1,1447//24576,1447//438247,true,false,true,5,4,true,true,true,true,true,true,true,true
538,5,C047,sparse,high,strong,high,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,2975//256,10453//49152,581653//49152,8//1,1,4,1,8//1,4,0//1,false,1//2,1//3,5//1,1,10453//49152,10453//581653,true,false,true,5,4,true,true,true,true,true,true,true,true
539,5,C110,dense,low,strong,high,short,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,2275//128,2867//12288,221267//12288,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,2867//12288,2867//221267,true,true,true,5,4,true,true,true,true,true,true,true,true
540,5,C078,dense,low,strong,high,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,13825//768,0//1,13825//768,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
541,5,C054,dense,low,strong,low,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,2275//128,17//128,573//32,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,17//128,17//2292,true,true,true,5,4,true,true,true,true,true,true,true,true
542,5,C079,sparse,high,strong,high,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,2975//256,0//1,2975//256,8//1,1,4,1,8//1,4,0//1,false,1//2,1//3,5//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
543,5,C128,dense,high,strong,high,long,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,2275//128,0//1,2275//128,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
544,5,C111,sparse,high,strong,high,short,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,2975//256,2131//1024,14031//1024,8//1,1,4,1,8//1,4,0//1,false,1//2,1//3,5//1,1,2131//1024,2131//14031,true,false,true,4,3,true,true,true,true,true,true,true,true
545,5,C009,sparse,low,weak,high,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,2275//192,0//1,2275//192,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,false,4,3,true,true,true,true,true,true,true,true
546,5,C070,dense,low,strong,low,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,13825//768,2735//4096,229405//12288,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,2735//4096,1641//45881,true,true,true,5,4,true,true,true,true,true,true,true,true
547,5,C021,sparse,low,strong,low,long,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,2275//192,0//1,2275//192,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
548,5,C062,dense,low,strong,high,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,4725//256,0//1,4725//256,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
549,5,C072,dense,high,strong,low,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,4725//256,4275//16384,306675//16384,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,4275//16384,19//1363,true,false,true,5,4,true,true,true,true,true,true,true,true
550,5,C091,sparse,high,weak,high,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,9275//768,0//1,9275//768,7//1,1,4,1,7//1,4,0//1,false,8//15,1//3,5//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
551,5,C119,sparse,high,strong,low,long,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,2275//192,115//256,9445//768,8//1,1,4,1,8//1,4,0//1,false,1//2,1//3,5//1,1,115//256,69//1889,true,false,true,4,3,true,true,true,true,true,true,true,true
552,5,C036,dense,high,weak,low,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,2275//128,11881//4096,84681//4096,11//1,1,5,1,11//1,5,0//1,false,4//15,1//6,9//1,1,11881//4096,11881//84681,true,false,true,6,5,true,true,true,true,true,true,true,true
553,5,C001,sparse,low,weak,low,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,2975//256,7483//16384,197883//16384,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,7483//16384,1069//28269,true,false,true,5,4,true,true,true,true,true,true,true,true
554,5,C082,dense,low,weak,low,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,875//48,0//1,875//48,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
555,5,C011,sparse,high,weak,high,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,2275//192,0//1,2275//192,7//1,1,4,1,7//1,4,0//1,false,8//15,1//3,5//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
556,5,C073,sparse,low,weak,high,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,1575//128,0//1,1575//128,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,false,4,3,true,true,true,true,true,true,true,true
557,5,C040,dense,high,strong,low,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,875//48,1429//1024,60287//3072,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,1429//1024,4287//60287,true,false,true,5,4,true,true,true,true,true,true,true,true
558,5,C075,sparse,high,weak,high,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,4375//384,0//1,4375//384,7//1,1,4,1,7//1,4,0//1,false,8//15,1//3,5//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
559,5,C029,sparse,low,strong,high,long,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,4375//384,0//1,4375//384,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
560,5,C088,dense,high,strong,low,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,13475//768,0//1,13475//768,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
561,5,C055,sparse,high,strong,low,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,2275//192,17//128,4601//384,8//1,1,4,1,8//1,4,0//1,false,1//2,1//3,5//1,1,17//128,51//4601,true,false,true,4,3,true,true,true,true,true,true,true,true
562,5,C089,sparse,low,weak,high,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,2275//192,0//1,2275//192,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,false,4,3,true,true,true,true,true,true,true,true
563,5,C041,sparse,low,weak,high,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,2275//192,10247//16384,613141//49152,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,10247//16384,30741//613141,true,false,true,4,3,true,true,true,true,true,true,true,true
564,5,C027,sparse,high,weak,high,long,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,2975//256,0//1,2975//256,7//1,1,4,1,7//1,4,0//1,false,8//15,1//3,5//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
565,5,C025,sparse,low,weak,high,long,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,2275//192,0//1,2275//192,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,false,4,3,true,true,true,true,true,true,true,true
566,5,C074,dense,low,weak,high,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,875//48,0//1,875//48,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
567,5,C035,sparse,high,weak,low,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,2975//256,4913//2048,28713//2048,7//1,1,4,1,7//1,4,0//1,false,8//15,1//3,5//1,1,4913//2048,289//1689,true,false,true,4,3,true,true,true,true,true,true,true,true
568,5,C030,dense,low,strong,high,long,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,875//48,0//1,875//48,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
569,5,C114,dense,low,weak,low,long,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,875//48,1447//24576,449447//24576,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,1447//24576,1447//449447,true,false,true,5,4,true,true,true,true,true,true,true,true
570,5,C017,sparse,low,weak,low,long,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,2275//192,0//1,2275//192,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,false,4,3,true,true,true,true,true,true,true,true
571,5,C121,sparse,low,weak,high,long,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,2275//192,0//1,2275//192,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,false,4,3,true,true,true,true,true,true,true,true
572,5,C045,sparse,low,strong,high,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,2275//192,0//1,2275//192,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,false,3,2,true,true,true,true,true,true,true,true
573,5,C108,dense,high,weak,high,short,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,13825//768,9123//8192,469769//24576,11//1,1,5,1,11//1,5,0//1,false,4//15,1//6,9//1,1,9123//8192,27369//469769,true,false,true,6,5,true,true,true,true,true,true,true,true
574,5,C098,dense,low,weak,low,short,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,13825//768,4913//2048,125339//6144,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,4913//2048,14739//125339,true,false,true,6,5,true,true,true,true,true,true,true,true
575,5,C127,sparse,high,strong,high,long,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,9275//768,0//1,9275//768,8//1,1,4,1,8//1,4,0//1,false,1//2,1//3,5//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
576,5,C069,sparse,low,strong,low,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,9275//768,14343//16384,636629//49152,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,3//1,1,14343//16384,6147//90947,true,false,true,5,4,true,true,true,true,true,true,true,true
577,5,C068,dense,high,weak,low,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,4725//256,13997//49152,921197//49152,11//1,1,5,1,11//1,5,0//1,false,4//15,1//6,9//1,1,13997//49152,13997//921197,true,false,true,5,4,true,true,true,true,true,true,true,true
578,5,C028,dense,high,weak,high,long,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,13825//768,0//1,13825//768,11//1,1,5,1,11//1,5,0//1,false,4//15,1//6,9//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
579,5,C012,dense,high,weak,high,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,875//48,0//1,875//48,11//1,1,5,1,11//1,5,0//1,false,4//15,1//6,9//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
580,5,C071,sparse,high,strong,low,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,1575//128,4477//4096,54877//4096,8//1,1,4,1,8//1,4,0//1,false,1//2,1//3,5//1,1,4477//4096,4477//54877,true,false,true,5,4,true,true,true,true,true,true,true,true
581,5,C096,dense,high,strong,high,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,13825//768,0//1,13825//768,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
582,5,C058,dense,low,weak,high,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,4725//256,0//1,4725//256,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
