trial_id,method,objective_name,optimal_objective,selected_masks,selected_library_ids,selected_burdens,selected_cardinalities,operational_values,generative_values,total_values,optimizer_count,frontier_preserved,closure_preserved,exact_safe,exact_productive_value_preserved,selected_library_certificate,enumeration_certificate
616,frontier_only_minimum_weight,burden,3//1,17,base_1;frontier_addition;inactive,3//1,3,9275//768,0//1,9275//768,1,true,false,false,true,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
616,rechecked_safe_pruning_endpoint,registered_deletion_order,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,9275//768,0//1,9275//768,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
617,minimum_weight_safe,burden,12//1,27,base_1;base_2;closure_carrier;frontier_addition;inactive,12//1,5,4725//256,0//1,4725//256,1,true,true,true,true,mask=27:base_1;base_2;closure_carrier;frontier_addition;inactive,complete-enumeration:32
617,minimum_cardinality_safe,cardinality,5,27,base_1;base_2;closure_carrier;frontier_addition;inactive,12//1,5,4725//256,0//1,4725//256,1,true,true,true,true,mask=27:base_1;base_2;closure_carrier;frontier_addition;inactive,complete-enumeration:32
617,frontier_only_minimum_weight,burden,9//1,19,base_1;base_2;frontier_addition;inactive,9//1,4,4725//256,0//1,4725//256,1,true,false,false,true,mask=19:base_1;base_2;frontier_addition;inactive,complete-enumeration:32
617,rechecked_safe_pruning_endpoint,registered_deletion_order,12//1,27,base_1;base_2;closure_carrier;frontier_addition;inactive,12//1,5,4725//256,0//1,4725//256,1,true,true,true,true,mask=27:base_1;base_2;closure_carrier;frontier_addition;inactive,complete-enumeration:32
618,minimum_weight_safe,burden,12//1,30,base_2;base_3;closure_carrier;frontier_addition;inactive,12//1,5,4725//256,0//1,4725//256,1,true,true,true,true,mask=30:base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
618,minimum_cardinality_safe,cardinality,5,30,base_2;base_3;closure_carrier;frontier_addition;inactive,12//1,5,4725//256,0//1,4725//256,1,true,true,true,true,mask=30:base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
618,frontier_only_minimum_weight,burden,9//1,22,base_2;base_3;frontier_addition;inactive,9//1,4,4725//256,0//1,4725//256,1,true,false,false,true,mask=22:base_2;base_3;frontier_addition;inactive,complete-enumeration:32
618,rechecked_safe_pruning_endpoint,registered_deletion_order,12//1,30,base_2;base_3;closure_carrier;frontier_addition;inactive,12//1,5,4725//256,0//1,4725//256,1,true,true,true,true,mask=30:base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
619,minimum_weight_safe,burden,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,9275//768,0//1,9275//768,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
619,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,9275//768,0//1,9275//768,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
619,frontier_only_minimum_weight,burden,3//1,17,base_1;frontier_addition;inactive,3//1,3,9275//768,0//1,9275//768,1,true,false,false,true,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
619,rechecked_safe_pruning_endpoint,registered_deletion_order,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,9275//768,0//1,9275//768,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
620,minimum_weight_safe,burden,12//1,30,base_2;base_3;closure_carrier;frontier_addition;inactive,12//1,5,2275//128,0//1,2275//128,1,true,true,true,true,mask=30:base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
620,minimum_cardinality_safe,cardinality,5,30,base_2;base_3;closure_carrier;frontier_addition;inactive,12//1,5,2275//128,0//1,2275//128,1,true,true,true,true,mask=30:base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
620,frontier_only_minimum_weight,burden,9//1,22,base_2;base_3;frontier_addition;inactive,9//1,4,2275//128,0//1,2275//128,1,true,false,false,true,mask=22:base_2;base_3;frontier_addition;inactive,complete-enumeration:32
620,rechecked_safe_pruning_endpoint,registered_deletion_order,12//1,30,base_2;base_3;closure_carrier;frontier_addition;inactive,12//1,5,2275//128,0//1,2275//128,1,true,true,true,true,mask=30:base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
621,minimum_weight_safe,burden,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,875//48,7771//4096,247313//12288,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
621,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,875//48,7771//4096,247313//12288,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
621,frontier_only_minimum_weight,burden,5//1,19,base_1;base_2;frontier_addition;inactive,5//1,4,875//48,0//1,875//48,1,true,false,false,false,mask=19:base_1;base_2;frontier_addition;inactive,complete-enumeration:32
621,rechecked_safe_pruning_endpoint,registered_deletion_order,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,875//48,7771//4096,247313//12288,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
622,minimum_weight_safe,burden,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,2975//256,0//1,2975//256,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
622,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,2975//256,0//1,2975//256,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
622,frontier_only_minimum_weight,burden,3//1,17,base_1;frontier_addition;inactive,3//1,3,2975//256,0//1,2975//256,1,true,false,false,true,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
622,rechecked_safe_pruning_endpoint,registered_deletion_order,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,2975//256,0//1,2975//256,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
623,minimum_weight_safe,burden,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,2275//128,203//128,1239//64,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
623,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,2275//128,203//128,1239//64,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
623,frontier_only_minimum_weight,burden,5//1,19,base_1;base_2;frontier_addition;inactive,5//1,4,2275//128,0//1,2275//128,1,true,false,false,false,mask=19:base_1;base_2;frontier_addition;inactive,complete-enumeration:32
623,rechecked_safe_pruning_endpoint,registered_deletion_order,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,2275//128,203//128,1239//64,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
624,minimum_weight_safe,burden,7//1,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,2975//256,13997//49152,585197//49152,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
624,minimum_cardinality_safe,cardinality,4,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,2975//256,13997//49152,585197//49152,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
624,frontier_only_minimum_weight,burden,5//1,17,base_1;frontier_addition;inactive,5//1,3,2975//256,0//1,2975//256,1,true,false,false,false,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
624,rechecked_safe_pruning_endpoint,registered_deletion_order,7//1,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,2975//256,13997//49152,585197//49152,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
625,minimum_weight_safe,burden,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,2275//192,0//1,2275//192,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
625,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,2275//192,0//1,2275//192,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
625,frontier_only_minimum_weight,burden,3//1,17,base_1;frontier_addition;inactive,3//1,3,2275//192,0//1,2275//192,1,true,false,false,true,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
625,rechecked_safe_pruning_endpoint,registered_deletion_order,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,2275//192,0//1,2275//192,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
626,minimum_weight_safe,burden,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,875//48,0//1,875//48,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
626,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,875//48,0//1,875//48,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
626,frontier_only_minimum_weight,burden,5//1,19,base_1;base_2;frontier_addition;inactive,5//1,4,875//48,0//1,875//48,1,true,false,false,true,mask=19:base_1;base_2;frontier_addition;inactive,complete-enumeration:32
626,rechecked_safe_pruning_endpoint,registered_deletion_order,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,875//48,0//1,875//48,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
627,minimum_weight_safe,burden,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,7175//384,0//1,7175//384,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
627,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,7175//384,0//1,7175//384,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
627,frontier_only_minimum_weight,burden,5//1,22,base_2;base_3;frontier_addition;inactive,5//1,4,7175//384,0//1,7175//384,1,true,false,false,true,mask=22:base_2;base_3;frontier_addition;inactive,complete-enumeration:32
627,rechecked_safe_pruning_endpoint,registered_deletion_order,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,7175//384,0//1,7175//384,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
628,minimum_weight_safe,burden,8//1,25,base_1;closure_carrier;frontier_addition;inactive,8//1,4,2975//256,10859//16384,201259//16384,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
628,minimum_cardinality_safe,cardinality,4,25,base_1;closure_carrier;frontier_addition;inactive,8//1,4,2975//256,10859//16384,201259//16384,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
628,frontier_only_minimum_weight,burden,5//1,17,base_1;frontier_addition;inactive,5//1,3,2975//256,0//1,2975//256,1,true,false,false,false,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
628,rechecked_safe_pruning_endpoint,registered_deletion_order,8//1,25,base_1;closure_carrier;frontier_addition;inactive,8//1,4,2975//256,10859//16384,201259//16384,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
629,minimum_weight_safe,burden,8//1,25,base_1;closure_carrier;frontier_addition;inactive,8//1,4,9275//768,0//1,9275//768,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
629,minimum_cardinality_safe,cardinality,4,25,base_1;closure_carrier;frontier_addition;inactive,8//1,4,9275//768,0//1,9275//768,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
629,frontier_only_minimum_weight,burden,5//1,17,base_1;frontier_addition;inactive,5//1,3,9275//768,0//1,9275//768,1,true,false,false,true,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
629,rechecked_safe_pruning_endpoint,registered_deletion_order,8//1,25,base_1;closure_carrier;frontier_addition;inactive,8//1,4,9275//768,0//1,9275//768,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
630,minimum_weight_safe,burden,7//1,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,2275//192,11881//4096,181243//12288,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
630,minimum_cardinality_safe,cardinality,4,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,2275//192,11881//4096,181243//12288,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
630,frontier_only_minimum_weight,burden,5//1,17,base_1;frontier_addition;inactive,5//1,3,2275//192,0//1,2275//192,1,true,false,false,false,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
630,rechecked_safe_pruning_endpoint,registered_deletion_order,7//1,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,2275//192,11881//4096,181243//12288,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
631,minimum_weight_safe,burden,8//1,25,base_1;closure_carrier;frontier_addition;inactive,8//1,4,2975//256,0//1,2975//256,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
631,minimum_cardinality_safe,cardinality,4,25,base_1;closure_carrier;frontier_addition;inactive,8//1,4,2975//256,0//1,2975//256,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
631,frontier_only_minimum_weight,burden,5//1,17,base_1;frontier_addition;inactive,5//1,3,2975//256,0//1,2975//256,1,true,false,false,true,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
631,rechecked_safe_pruning_endpoint,registered_deletion_order,8//1,25,base_1;closure_carrier;frontier_addition;inactive,8//1,4,2975//256,0//1,2975//256,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
632,minimum_weight_safe,burden,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,2975//256,7771//4096,55371//4096,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
632,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,2975//256,7771//4096,55371//4096,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
632,frontier_only_minimum_weight,burden,3//1,17,base_1;frontier_addition;inactive,3//1,3,2975//256,0//1,2975//256,1,true,false,false,false,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
632,rechecked_safe_pruning_endpoint,registered_deletion_order,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,2975//256,7771//4096,55371//4096,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
633,minimum_weight_safe,burden,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,13825//768,2131//1024,61693//3072,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
633,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,13825//768,2131//1024,61693//3072,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
633,frontier_only_minimum_weight,burden,5//1,22,base_2;base_3;frontier_addition;inactive,5//1,4,13825//768,0//1,13825//768,1,true,false,false,false,mask=22:base_2;base_3;frontier_addition;inactive,complete-enumeration:32
633,rechecked_safe_pruning_endpoint,registered_deletion_order,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,13825//768,2131//1024,61693//3072,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
634,minimum_weight_safe,burden,12//1,30,base_2;base_3;closure_carrier;frontier_addition;inactive,12//1,5,7175//384,0//1,7175//384,1,true,true,true,true,mask=30:base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
634,minimum_cardinality_safe,cardinality,5,30,base_2;base_3;closure_carrier;frontier_addition;inactive,12//1,5,7175//384,0//1,7175//384,1,true,true,true,true,mask=30:base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
634,frontier_only_minimum_weight,burden,9//1,22,base_2;base_3;frontier_addition;inactive,9//1,4,7175//384,0//1,7175//384,1,true,false,false,true,mask=22:base_2;base_3;frontier_addition;inactive,complete-enumeration:32
634,rechecked_safe_pruning_endpoint,registered_deletion_order,12//1,30,base_2;base_3;closure_carrier;frontier_addition;inactive,12//1,5,7175//384,0//1,7175//384,1,true,true,true,true,mask=30:base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
635,minimum_weight_safe,burden,11//1,30,base_2;base_3;closure_carrier;frontier_addition;inactive,11//1,5,13825//768,0//1,13825//768,1,true,true,true,true,mask=30:base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
635,minimum_cardinality_safe,cardinality,5,30,base_2;base_3;closure_carrier;frontier_addition;inactive,11//1,5,13825//768,0//1,13825//768,1,true,true,true,true,mask=30:base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
635,frontier_only_minimum_weight,burden,9//1,22,base_2;base_3;frontier_addition;inactive,9//1,4,13825//768,0//1,13825//768,1,true,false,false,true,mask=22:base_2;base_3;frontier_addition;inactive,complete-enumeration:32
635,rechecked_safe_pruning_endpoint,registered_deletion_order,11//1,30,base_2;base_3;closure_carrier;frontier_addition;inactive,11//1,5,13825//768,0//1,13825//768,1,true,true,true,true,mask=30:base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
636,minimum_weight_safe,burden,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,2975//256,0//1,2975//256,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
636,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,2975//256,0//1,2975//256,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
636,frontier_only_minimum_weight,burden,3//1,17,base_1;frontier_addition;inactive,3//1,3,2975//256,0//1,2975//256,1,true,false,false,true,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
636,rechecked_safe_pruning_endpoint,registered_deletion_order,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,2975//256,0//1,2975//256,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
637,minimum_weight_safe,burden,7//1,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,2275//192,0//1,2275//192,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
637,minimum_cardinality_safe,cardinality,4,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,2275//192,0//1,2275//192,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
637,frontier_only_minimum_weight,burden,5//1,17,base_1;frontier_addition;inactive,5//1,3,2275//192,0//1,2275//192,1,true,false,false,true,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
637,rechecked_safe_pruning_endpoint,registered_deletion_order,7//1,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,2275//192,0//1,2275//192,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
638,minimum_weight_safe,burden,12//1,27,base_1;base_2;closure_carrier;frontier_addition;inactive,12//1,5,14525//768,10453//49152,313351//16384,1,true,true,true,true,mask=27:base_1;base_2;closure_carrier;frontier_addition;inactive,complete-enumeration:32
638,minimum_cardinality_safe,cardinality,5,27,base_1;base_2;closure_carrier;frontier_addition;inactive,12//1,5,14525//768,10453//49152,313351//16384,1,true,true,true,true,mask=27:base_1;base_2;closure_carrier;frontier_addition;inactive,complete-enumeration:32
638,frontier_only_minimum_weight,burden,9//1,19,base_1;base_2;frontier_addition;inactive,9//1,4,14525//768,0//1,14525//768,1,true,false,false,false,mask=19:base_1;base_2;frontier_addition;inactive,complete-enumeration:32
638,rechecked_safe_pruning_endpoint,registered_deletion_order,12//1,27,base_1;base_2;closure_carrier;frontier_addition;inactive,12//1,5,14525//768,10453//49152,313351//16384,1,true,true,true,true,mask=27:base_1;base_2;closure_carrier;frontier_addition;inactive,complete-enumeration:32
639,minimum_weight_safe,burden,7//1,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,4375//384,17877//16384,613631//49152,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
639,minimum_cardinality_safe,cardinality,4,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,4375//384,17877//16384,613631//49152,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
639,frontier_only_minimum_weight,burden,5//1,17,base_1;frontier_addition;inactive,5//1,3,4375//384,0//1,4375//384,1,true,false,false,false,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
639,rechecked_safe_pruning_endpoint,registered_deletion_order,7//1,25,base_1;closure_carrier;frontier_addition;inactive,7//1,4,4375//384,17877//16384,613631//49152,1,true,true,true,true,mask=25:base_1;closure_carrier;frontier_addition;inactive,complete-enumeration:32
640,minimum_weight_safe,burden,11//1,27,base_1;base_2;closure_carrier;frontier_addition;inactive,11//1,5,875//48,0//1,875//48,1,true,true,true,true,mask=27:base_1;base_2;closure_carrier;frontier_addition;inactive,complete-enumeration:32
640,minimum_cardinality_safe,cardinality,5,27,base_1;base_2;closure_carrier;frontier_addition;inactive,11//1,5,875//48,0//1,875//48,1,true,true,true,true,mask=27:base_1;base_2;closure_carrier;frontier_addition;inactive,complete-enumeration:32
640,frontier_only_minimum_weight,burden,9//1,19,base_1;base_2;frontier_addition;inactive,9//1,4,875//48,0//1,875//48,1,true,false,false,true,mask=19:base_1;base_2;frontier_addition;inactive,complete-enumeration:32
640,rechecked_safe_pruning_endpoint,registered_deletion_order,11//1,27,base_1;base_2;closure_carrier;frontier_addition;inactive,11//1,5,875//48,0//1,875//48,1,true,true,true,true,mask=27:base_1;base_2;closure_carrier;frontier_addition;inactive,complete-enumeration:32
641,minimum_weight_safe,burden,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,2975//256,20101//4096,67701//4096,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
641,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,2975//256,20101//4096,67701//4096,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
641,frontier_only_minimum_weight,burden,3//1,17,base_1;frontier_addition;inactive,3//1,3,2975//256,0//1,2975//256,1,true,false,false,false,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
641,rechecked_safe_pruning_endpoint,registered_deletion_order,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,2975//256,20101//4096,67701//4096,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
642,minimum_weight_safe,burden,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,2275//192,0//1,2275//192,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
642,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,2275//192,0//1,2275//192,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
642,frontier_only_minimum_weight,burden,3//1,17,base_1;frontier_addition;inactive,3//1,3,2275//192,0//1,2275//192,1,true,false,false,true,mask=17:base_1;frontier_addition;inactive,complete-enumeration:32
642,rechecked_safe_pruning_endpoint,registered_deletion_order,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,2275//192,0//1,2275//192,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
643,minimum_weight_safe,burden,12//1,29,base_1;base_3;closure_carrier;frontier_addition;inactive,12//1,5,875//48,0//1,875//48,1,true,true,true,true,mask=29:base_1;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
643,minimum_cardinality_safe,cardinality,5,29,base_1;base_3;closure_carrier;frontier_addition;inactive,12//1,5,875//48,0//1,875//48,1,true,true,true,true,mask=29:base_1;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
643,frontier_only_minimum_weight,burden,9//1,21,base_1;base_3;frontier_addition;inactive,9//1,4,875//48,0//1,875//48,1,true,false,false,true,mask=21:base_1;base_3;frontier_addition;inactive,complete-enumeration:32
643,rechecked_safe_pruning_endpoint,registered_deletion_order,12//1,29,base_1;base_3;closure_carrier;frontier_addition;inactive,12//1,5,875//48,0//1,875//48,1,true,true,true,true,mask=29:base_1;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
644,minimum_weight_safe,burden,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,4725//256,9377//2048,47177//2048,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
644,minimum_cardinality_safe,cardinality,6,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,4725//256,9377//2048,47177//2048,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
644,frontier_only_minimum_weight,burden,5//1,19,base_1;base_2;frontier_addition;inactive,5//1,4,4725//256,0//1,4725//256,1,true,false,false,false,mask=19:base_1;base_2;frontier_addition;inactive,complete-enumeration:32
644,rechecked_safe_pruning_endpoint,registered_deletion_order,9//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1,6,4725//256,9377//2048,47177//2048,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
645,minimum_weight_safe,burden,10//1,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,10//1,6,2275//128,0//1,2275//128,1,true,true,true,true,mask=31:base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,complete-enumeration:32
