trial_id,breakpoint_index,lambda,strictly_positive,optimal_net_value,optimal_masks,optimal_library_ids,optimal_burdens,optimizer_count,pairwise_candidates_checked,enumeration_certificate
632,2,35245//98304,true,186239//16384,24;25,closure_carrier;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,4//1;6//1,2,162,complete-enumeration:32
632,3,45469//49152,true,447331//49152,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;4//1,2,162,complete-enumeration:32
632,4,1925//192,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,162,complete-enumeration:32
633,1,0//1,false,61693//3072,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;9//1,2,334,complete-enumeration:32
633,2,10115//12288,true,175967//12288,28;30,base_3;closure_carrier;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1,2,334,complete-enumeration:32
633,3,55475//49152,true,628793//49152,24;28,closure_carrier;frontier_addition;inactive|base_3;closure_carrier;frontier_addition;inactive,3//1;5//1,2,334,complete-enumeration:32
633,4,65455//24576,true,50311//6144,8;24,closure_carrier;inactive|closure_carrier;frontier_addition;inactive,2//1;3//1,2,334,complete-enumeration:32
633,5,54077//12288,true,57923//12288,8;16,closure_carrier;inactive|frontier_addition;inactive,1//1;2//1,2,334,complete-enumeration:32
633,6,875//96,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,334,complete-enumeration:32
634,1,0//1,false,7175//384,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;12//1;13//1;16//1,4,219,complete-enumeration:32
634,2,2975//3072,true,30625//3072,18;20;22,base_2;frontier_addition;inactive|base_3;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,5//1;9//1,3,219,complete-enumeration:32
634,3,175//128,true,6125//768,16;18;20,frontier_addition;inactive|base_2;frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;5//1,3,219,complete-enumeration:32
634,4,7175//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,219,complete-enumeration:32
635,1,0//1,false,13825//768,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1;13//1;15//1,4,166,complete-enumeration:32
635,2,875//1024,true,31675//3072,18;20;22,base_2;frontier_addition;inactive|base_3;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,5//1;9//1,3,166,complete-enumeration:32
635,3,175//128,true,2975//384,16;18;20,frontier_addition;inactive|base_2;frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;5//1,3,166,complete-enumeration:32
635,4,875//96,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,166,complete-enumeration:32
636,1,0//1,false,2975//256,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;6//1;7//1;8//1;10//1,8,79,complete-enumeration:32
636,2,175//256,true,1225//128,1;17,base_1;inactive|base_1;frontier_addition;inactive,2//1;3//1,2,79,complete-enumeration:32
636,3,175//128,true,525//64,1;16,base_1;inactive|frontier_addition;inactive,1//1;2//1,2,79,complete-enumeration:32
636,4,1225//128,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,79,complete-enumeration:32
637,1,0//1,false,2275//192,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1;11//1;13//1;15//1,8,93,complete-enumeration:32
637,2,175//384,true,1225//128,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,93,complete-enumeration:32
637,3,1925//192,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,93,complete-enumeration:32
638,1,0//1,false,313351//16384,27;31,base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,12//1;16//1,2,332,complete-enumeration:32
638,2,10453//147456,true,898241//49152,19;27,base_1;base_2;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive,9//1;12//1,2,332,complete-enumeration:32
638,3,49573//61440,true,715843//61440,19;24,base_1;base_2;frontier_addition;inactive|closure_carrier;frontier_addition;inactive,4//1;9//1,2,332,complete-enumeration:32
638,4,68027//36864,true,276373//36864,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;4//1,2,332,complete-enumeration:32
638,5,7175//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,332,complete-enumeration:32
639,1,0//1,false,613631//49152,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;11//1;15//1,4,153,complete-enumeration:32
639,2,40943//196608,true,722641//65536,24;25,closure_carrier;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,3//1;7//1,2,153,complete-enumeration:32
639,3,2131//2048,true,17469//2048,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;3//1,2,153,complete-enumeration:32
639,4,1225//128,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,153,complete-enumeration:32
640,1,0//1,false,875//48,19;23;27;31,base_1;base_2;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1;13//1;15//1,4,269,complete-enumeration:32
640,2,875//1024,true,32375//3072,17;19,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive,5//1;9//1,2,269,complete-enumeration:32
640,3,175//128,true,6125//768,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,269,complete-enumeration:32
640,4,7175//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,269,complete-enumeration:32
641,1,0//1,false,67701//4096,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,4,154,complete-enumeration:32
641,2,136117//98304,true,944239//98304,24;25,closure_carrier;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,3//1;5//1,2,154,complete-enumeration:32
641,3,61165//32768,true,802105//98304,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;3//1,2,154,complete-enumeration:32
641,4,1925//192,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,154,complete-enumeration:32
642,1,0//1,false,2275//192,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;7//1;9//1,8,56,complete-enumeration:32
642,2,175//192,true,875//96,1;16;17,base_1;inactive|frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;2//1;3//1,3,56,complete-enumeration:32
642,3,1925//192,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,56,complete-enumeration:32
643,1,0//1,false,875//48,21;23;29;31,base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;12//1;13//1;16//1,4,168,complete-enumeration:32
643,2,175//192,true,1925//192,20;21,base_3;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive,5//1;9//1,2,168,complete-enumeration:32
643,3,1575//1024,true,21175//3072,16;20,frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;5//1,2,168,complete-enumeration:32
643,4,6475//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,168,complete-enumeration:32
644,1,0//1,false,47177//2048,27;31,base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;9//1,2,339,complete-enumeration:32
644,2,42977//24576,true,265285//24576,24;27,closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive,3//1;7//1,2,339,complete-enumeration:32
644,3,146015//49152,true,350387//49152,8;24,closure_carrier;inactive|closure_carrier;frontier_addition;inactive,2//1;3//1,2,339,complete-enumeration:32
644,4,194417//49152,true,253583//49152,8;16,closure_carrier;inactive|frontier_addition;inactive,1//1;2//1,2,339,complete-enumeration:32
644,5,875//96,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,339,complete-enumeration:32
645,1,0//1,false,2275//128,19;23;27;31,base_1;base_2;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;8//1;10//1,4,183,complete-enumeration:32
645,2,175//96,true,3325//384,17;18;19,base_1;frontier_addition;inactive|base_2;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive,3//1;5//1,3,183,complete-enumeration:32
645,3,175//64,true,2275//384,16;17;18,frontier_addition;inactive|base_1;frontier_addition;inactive|base_2;frontier_addition;inactive,1//1;3//1,3,183,complete-enumeration:32
645,4,3325//384,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,183,complete-enumeration:32
646,1,0//1,false,2275//192,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;8//1;9//1;12//1;13//1;16//1,8,100,complete-enumeration:32
646,2,1225//3072,true,30275//3072,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,100,complete-enumeration:32
646,3,2625//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,100,complete-enumeration:32
647,1,0//1,false,138731//6144,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;9//1,2,336,complete-enumeration:32
647,2,522067//262144,true,6794161//786432,24;30,closure_carrier;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;7//1,2,336,complete-enumeration:32
647,3,360397//131072,true,2502809//393216,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;3//1,2,336,complete-enumeration:32
647,4,875//96,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,336,complete-enumeration:32
648,1,0//1,false,66283//3072,27;31,base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;10//1,2,336,complete-enumeration:32
648,2,3661//3072,true,36995//3072,19;27,base_1;base_2;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive,5//1;8//1,2,336,complete-enumeration:32
648,3,875//512,true,14525//1536,17;19,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive,3//1;5//1,2,336,complete-enumeration:32
648,4,2275//768,true,4375//768,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;3//1,2,336,complete-enumeration:32
648,5,3325//384,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,336,complete-enumeration:32
649,1,0//1,false,42351//2048,27;31,base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,11//1;15//1,2,346,complete-enumeration:32
649,2,11551//12288,true,127045//12288,17;27,base_1;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive,5//1;11//1,2,346,complete-enumeration:32
649,3,42129//32768,true,282155//32768,17;24,base_1;frontier_addition;inactive|closure_carrier;frontier_addition;inactive,3//1;5//1,2,346,complete-enumeration:32
649,4,153613//98304,true,254929//32768,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;3//1,2,346,complete-enumeration:32
649,5,7175//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,346,complete-enumeration:32
650,1,0//1,false,149663//8192,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,11//1;15//1,2,326,complete-enumeration:32
650,2,989//49152,true,887099//49152,22;30,base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1,2,326,complete-enumeration:32
650,3,175//192,true,1925//192,20;22,base_3;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,5//1;9//1,2,326,complete-enumeration:32
650,4,2275//1536,true,3675//512,16;20,frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;5//1,2,326,complete-enumeration:32
650,5,3325//384,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,326,complete-enumeration:32
651,1,0//1,false,4725//256,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;8//1;10//1,4,109,complete-enumeration:32
651,2,2975//1536,true,13475//1536,18;20;22,base_2;frontier_addition;inactive|base_3;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,3//1;5//1,3,109,complete-enumeration:32
651,3,4025//1536,true,10325//1536,16;18;20,frontier_addition;inactive|base_2;frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;3//1,3,109,complete-enumeration:32
651,4,7175//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,109,complete-enumeration:32
652,1,0//1,false,4725//256,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1;13//1;15//1,4,171,complete-enumeration:32
652,2,175//192,true,2625//256,20;22,base_3;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,5//1;9//1,2,171,complete-enumeration:32
652,3,1575//1024,true,21875//3072,16;20,frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;5//1,2,171,complete-enumeration:32
652,4,3325//384,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,171,complete-enumeration:32
653,1,0//1,false,13825//768,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;12//1;13//1;16//1,4,143,complete-enumeration:32
653,2,1225//1536,true,16625//1536,20;22,base_3;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,5//1;9//1,2,143,complete-enumeration:32
653,3,175//128,true,6125//768,16;20,frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;5//1,2,143,complete-enumeration:32
653,4,7175//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,143,complete-enumeration:32
654,1,0//1,false,9275//768,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;8//1;9//1;12//1;13//1;16//1,8,94,complete-enumeration:32
654,2,1225//3072,true,10325//1024,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,94,complete-enumeration:32
654,3,4025//384,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,94,complete-enumeration:32
655,1,0//1,false,71811//4096,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,4,148,complete-enumeration:32
655,2,38699//24576,true,237371//24576,24;25,closure_carrier;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,3//1;5//1,2,148,complete-enumeration:32
655,3,9389//4096,true,92233//12288,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;3//1,2,148,complete-enumeration:32
655,4,7525//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,148,complete-enumeration:32
656,1,0//1,false,13475//768,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1;13//1;15//1,4,225,complete-enumeration:32
656,2,1225//1536,true,15925//1536,18;22,base_2;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,5//1;9//1,2,225,complete-enumeration:32
656,3,1925//1536,true,12425//1536,16;18,frontier_addition;inactive|base_2;frontier_addition;inactive,1//1;5//1,2,225,complete-enumeration:32
656,4,7175//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,225,complete-enumeration:32
657,1,0//1,false,875//48,21;23;29;31,base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;12//1;13//1;16//1,4,210,complete-enumeration:32
657,2,875//1024,true,32375//3072,20;21,base_3;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive,5//1;9//1,2,210,complete-enumeration:32
657,3,2275//1536,true,11375//1536,16;20,frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;5//1,2,210,complete-enumeration:32
657,4,2275//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,210,complete-enumeration:32
658,1,0//1,false,289903//12288,29;31,base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,12//1;16//1,2,319,complete-enumeration:32
658,2,99079//131072,true,1427513//98304,24;29,closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive,4//1;12//1,2,319,complete-enumeration:32
658,3,391975//147456,true,1019225//147456,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;4//1,2,319,complete-enumeration:32
658,4,1225//128,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,319,complete-enumeration:32
659,1,0//1,false,2975//256,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1;11//1;13//1;15//1,8,86,complete-enumeration:32
659,2,1225//3072,true,29575//3072,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,86,complete-enumeration:32
659,3,1925//192,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,86,complete-enumeration:32
660,1,0//1,false,106031//8192,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6//1;8//1;10//1,4,148,complete-enumeration:32
660,2,10831//24576,true,84369//8192,17;25,base_1;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,3//1;6//1,2,148,complete-enumeration:32
660,3,175//256,true,1225//128,1;16;17,base_1;inactive|frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;2//1;3//1,3,148,complete-enumeration:32
660,4,2625//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,148,complete-enumeration:32
661,1,0//1,false,2275//128,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,4,92,complete-enumeration:32
661,2,875//512,true,4725//512,18;20;22,base_2;frontier_addition;inactive|base_3;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,3//1;5//1,3,92,complete-enumeration:32
661,3,4375//1536,true,2975//512,16;18;20,frontier_addition;inactive|base_2;frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;3//1,3,92,complete-enumeration:32
661,4,3325//384,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,92,complete-enumeration:32
662,1,0//1,false,2975//256,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;8//1;9//1;12//1;13//1;16//1,8,106,complete-enumeration:32
662,2,175//384,true,7175//768,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,106,complete-enumeration:32
662,3,7525//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,106,complete-enumeration:32
663,1,0//1,false,758389//49152,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,4,151,complete-enumeration:32
663,2,220789//147456,true,585611//73728,1;25,base_1;inactive|base_1;closure_carrier;frontier_addition;inactive,2//1;5//1,2,151,complete-enumeration:32
663,3,1225//768,true,2975//384,1;16,base_1;inactive|frontier_addition;inactive,1//1;2//1,2,151,complete-enumeration:32
663,4,7175//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,151,complete-enumeration:32
664,1,0//1,false,4725//256,21;23;29;31,base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1;13//1;15//1,4,153,complete-enumeration:32
664,2,875//1024,true,11025//1024,17;21,base_1;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive,5//1;9//1,2,153,complete-enumeration:32
664,3,2275//1536,true,11725//1536,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,153,complete-enumeration:32
664,4,875//96,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,153,complete-enumeration:32
665,1,0//1,false,2975//256,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;7//1;9//1,8,66,complete-enumeration:32
665,2,1225//1536,true,4725//512,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;3//1,2,66,complete-enumeration:32
665,3,1925//192,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,66,complete-enumeration:32
666,1,0//1,false,2275//192,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;6//1;7//1;8//1;10//1,8,92,complete-enumeration:32
666,2,1225//1536,true,14525//1536,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;3//1,2,92,complete-enumeration:32
666,3,2625//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,92,complete-enumeration:32
667,1,0//1,false,20713//1024,27;31,base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,12//1;16//1,2,323,complete-enumeration:32
667,2,1813//3072,true,13461//1024,19;27,base_1;base_2;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive,9//1;12//1,2,323,complete-enumeration:32
667,3,175//192,true,2625//256,17;19,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive,5//1;9//1,2,323,complete-enumeration:32
667,4,1925//1536,true,4375//512,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,323,complete-enumeration:32
667,5,7525//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,323,complete-enumeration:32
668,1,0//1,false,297005//24576,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6//1;8//1;10//1,4,131,complete-enumeration:32
668,2,205//73728,true,98865//8192,17;25,base_1;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,3//1;6//1,2,131,complete-enumeration:32
668,3,875//768,true,3325//384,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;3//1,2,131,complete-enumeration:32
668,4,7525//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,131,complete-enumeration:32
669,1,0//1,false,164581//12288,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;11//1;15//1,4,153,complete-enumeration:32
669,2,38581//73728,true,717419//73728,16;25,frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,1//1;7//1,2,153,complete-enumeration:32
669,3,2625//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,153,complete-enumeration:32
